synonyms	ec_number	recommended_name
Isomerase, thiocyanate	5.99.1.1	Thiocyanate isomerase
Isothiocyanic isomerase	5.99.1.1	Thiocyanate isomerase
Isomerase, deoxiribonucleate topo-	5.99.1.2	DNA topoisomerase
Topoisomerase	5.99.1.2	DNA topoisomerase
Swivelase	5.99.1.2	DNA topoisomerase
Untwisting enzyme	5.99.1.2	DNA topoisomerase
Relaxing enzyme	5.99.1.2	DNA topoisomerase
Nicking-closing enzyme	5.99.1.2	DNA topoisomerase
omega-Protein	5.99.1.2	DNA topoisomerase
Deoxiribonucleate topoisomerase	5.99.1.2	DNA topoisomerase
Deoxiribonucleic topoisomerase	5.99.1.2	DNA topoisomerase
TpI	5.99.1.2	DNA topoisomerase
Late protein H6	5.99.1.2	DNA topoisomerase
TOP1mt	5.99.1.2	DNA topoisomerase
Top1p	5.99.1.2	DNA topoisomerase
yeastTop1	5.99.1.2	DNA topoisomerase
yeast DNA topoisomerase I	5.99.1.2	DNA topoisomerase
DNA topoisomerase I-B	5.99.1.2	DNA topoisomerase
topo IB	5.99.1.2	DNA topoisomerase
type I topoisomerase	5.99.1.2	DNA topoisomerase
MsTopA	5.99.1.2	DNA topoisomerase
bcTopo I	5.99.1.2	DNA topoisomerase
MtbTopA	5.99.1.2	DNA topoisomerase
MtTOP1	5.99.1.2	DNA topoisomerase
large subunit	5.99.1.2	DNA topoisomerase
small subunit	5.99.1.2	DNA topoisomerase
bi-subunit topoisomerase I	5.99.1.2	DNA topoisomerase
LdTOP1LS	5.99.1.2	DNA topoisomerase
LdTop1	5.99.1.2	DNA topoisomerase
Type I DNA topoisomerase	5.99.1.2	DNA topoisomerase
Topo I	5.99.1.2	DNA topoisomerase
DNA topoisomeraseI	5.99.1.2	DNA topoisomerase
closely related to the human type I topoisomerase(hTopo)	5.99.1.2	DNA topoisomerase
type IB topoisomerase	5.99.1.2	DNA topoisomerase
Vaccinia DNA topoisomerase I	5.99.1.2	DNA topoisomerase
DNA topoisomerase type I	5.99.1.2	DNA topoisomerase
PfTopI	5.99.1.2	DNA topoisomerase
PfTopoI	5.99.1.2	DNA topoisomerase
YTOP	5.99.1.2	DNA topoisomerase
is a DNA topoisomerase, specific tomicroorganisms living at high temperatures, which comprises a type IAtopoisomerase fused to an SF2 helicase-like module and catalyzes ATPhydrolysis-dependent DNA positive supercoiling	5.99.1.2	DNA topoisomerase
TopR1	5.99.1.2	DNA topoisomerase
SsTop3	5.99.1.2	DNA topoisomerase
topoisomerase V	5.99.1.2	DNA topoisomerase
topo V	5.99.1.2	DNA topoisomerase
type IB topoisomerase V	5.99.1.2	DNA topoisomerase
CrTop1	5.99.1.2	DNA topoisomerase
Bi-subunit topoisomerase IB	5.99.1.2	DNA topoisomerase
Dam DNA topoisomerase III	5.99.1.2	DNA topoisomerase
ATP-independent type I topoisomerase	5.99.1.2	DNA topoisomerase
OpTop1	5.99.1.2	DNA topoisomerase
Ca-Top1	5.99.1.2	DNA topoisomerase
MimiTopIB	5.99.1.2	DNA topoisomerase
type IB	5.99.1.2	DNA topoisomerase
Poxviridae topoisomerase IB	5.99.1.2	DNA topoisomerase
subfamily of prokaryotic type IAtopoisomerases that are different from the prototypical ecTopo I andecTopo III-like enzymes	5.99.1.2	DNA topoisomerase
bcTopo IIIbeta	5.99.1.2	DNA topoisomerase
mTopoI	5.99.1.2	DNA topoisomerase
YpTOP	5.99.1.2	DNA topoisomerase
OlTop1	5.99.1.2	DNA topoisomerase
type IB topoisomerase	5.99.1.2	DNA topoisomerase
topoisomerase 1	5.99.1.2	DNA topoisomerase
Top1	5.99.1.2	DNA topoisomerase
OjTop1	5.99.1.2	DNA topoisomerase
AtTop1	5.99.1.2	DNA topoisomerase
type IA DNA topoisomerase	5.99.1.2	DNA topoisomerase
LdTopIIIbeta	5.99.1.2	DNA topoisomerase
belongs to the type IA family of DNAtopoisomerases	5.99.1.2	DNA topoisomerase
topoisomerase IV	5.99.1.2	DNA topoisomerase
topoIV	5.99.1.2	DNA topoisomerase
EcTOP	5.99.1.2	DNA topoisomerase
ETOP	5.99.1.2	DNA topoisomerase
topoisomerase I homolog	5.99.1.2	DNA topoisomerase
YrdD	5.99.1.2	DNA topoisomerase
gene name	5.99.1.2	DNA topoisomerase
type IA topoisomerase	5.99.1.2	DNA topoisomerase
topoisomerase III	5.99.1.2	DNA topoisomerase
MttopoI	5.99.1.2	DNA topoisomerase
locus name	5.99.1.2	DNA topoisomerase
htopo I	5.99.1.2	DNA topoisomerase
DNA topoisomerase IIIalpha	5.99.1.2	DNA topoisomerase
topoisomerase IIIalpha	5.99.1.2	DNA topoisomerase
hTopo IIIalpha	5.99.1.2	DNA topoisomerase
htopoI readily and very efficiently forms doublecleavage complexes after the relaxation of negatively supercoiledplasmid DNA both with recombinant enzyme and with purified htopoI. Whentopo I is isolated from HeLa S3 cells, a considerable fraction migratesto the same gel electrophoretic position as topo I bearing a covalentlybound 13-mer oligonucleotide. This may suggest that double cleavagecomplexes also form under intracellular conditions	5.99.1.2	DNA topoisomerase
TopI	5.99.1.2	DNA topoisomerase
hTopo	5.99.1.2	DNA topoisomerase
top I	5.99.1.2	DNA topoisomerase
human topoisomerase I	5.99.1.2	DNA topoisomerase
hTop1p	5.99.1.2	DNA topoisomerase
human DNA topoisomerase I	5.99.1.2	DNA topoisomerase
HsTop1	5.99.1.2	DNA topoisomerase
human topo I	5.99.1.2	DNA topoisomerase
topo 1	5.99.1.2	DNA topoisomerase
DNA topo I	5.99.1.2	DNA topoisomerase
HssTopoI	5.99.1.2	DNA topoisomerase
hTopI	5.99.1.2	DNA topoisomerase
DNA Top IB	5.99.1.2	DNA topoisomerase
DNA topoisomerase 1	5.99.1.2	DNA topoisomerase
topoI	5.99.1.2	DNA topoisomerase
topoisomerase IB	5.99.1.2	DNA topoisomerase
DNA topoisomerase	5.99.1.2	DNA topoisomerase
DNA topoisomerase IB	5.99.1.2	DNA topoisomerase
TopIB	5.99.1.2	DNA topoisomerase
human Top1	5.99.1.2	DNA topoisomerase
Isomerase, deoxyribonucleate topo-, II	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
DNA topoisomerase type II	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
Topoisomerase type II	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
Type II-DNA-topoisomerase	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
NP170 proteins	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
Nuclear proteins 170,000-mol.wt.	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
Proteins , NP170 (specific proteins and subclasses nuclear protein,170,000-mol.-wt.)	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
Protein Gp39	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
Protein Gp52	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
Protein Gp60	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
PsTopII	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
topo II	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
Topoisomerase II	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
topoisomerase IV	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
topo IV	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
MmT6	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
topoVI	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
topoisomerase VI	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
topoVI-B	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
gene name	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
gene name	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
topoisomerase II is an ATPase belonging to the GHKLfamily	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
DNA topoisomerases II	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
toposiomerase II	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
topo II alpha	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
DNA topoisomerase IIalpha	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
DNA Topo II	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
topoisomerase 2 alpha	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
topIIalpha	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
DNA-topoisomerase II	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
topo-IIalpha	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
DNA topo IIalpha	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
DNA topoisomerase II alpha	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
DNA topoisomerase II beta	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
type IIalpha DNA topoisomerase	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
DNA-topoisomerase II-alpha	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
topo II-alpha	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
DNATop2A	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
deoxyribonucleic acid topoisomerase IIalpha	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
TOPOII	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
Top2alpha	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
type II topoisomerase	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
type II DNA topoisomerase	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
isoform	5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
