synonyms	ec_number	recommended_name
Muconate cycloisomerase I	5.5.1.1	Muconate cycloisomerase
Isomerase, muconate cyclo-	5.5.1.1	Muconate cycloisomerase
cis,cis-Muconate-lactonizing enzyme	5.5.1.1	Muconate cycloisomerase
cis,cis-Muconate cycloisomerase	5.5.1.1	Muconate cycloisomerase
Enzymes, muconate-lactonizing	5.5.1.1	Muconate cycloisomerase
TcMLE	5.5.1.1	Muconate cycloisomerase
MC	5.5.1.1	Muconate cycloisomerase
MLEI	5.5.1.1	Muconate cycloisomerase
MLE-2	5.5.1.1	Muconate cycloisomerase
anti-MLE	5.5.1.1	Muconate cycloisomerase
cis,cis-muconate lactonizing enzyme	5.5.1.1	Muconate cycloisomerase
MLE	5.5.1.1	Muconate cycloisomerase
Muconate lactonizing enzyme	5.5.1.1	Muconate cycloisomerase
2-chloromuconate cycloisomerase	5.5.1.1	Muconate cycloisomerase
Rho-2-CMCI	5.5.1.1	Muconate cycloisomerase
MC O	5.5.1.1	Muconate cycloisomerase
MC II	5.5.1.1	Muconate cycloisomerase
MLE-1	5.5.1.1	Muconate cycloisomerase
syn-MLE	5.5.1.1	Muconate cycloisomerase
(chloro)muconate cycloisomerase	5.5.1.1	Muconate cycloisomerase
a functional intermediate between chloromuconatecycloisomerases and muconate cycloisomerases	5.5.1.1	Muconate cycloisomerase
muconate cycloisomerase	5.5.1.1	Muconate cycloisomerase
(chloro)-muconate cycloisomerase	5.5.1.1	Muconate cycloisomerase
MCI	5.5.1.1	Muconate cycloisomerase
MCIase	5.5.1.1	Muconate cycloisomerase
ADP1	5.5.1.1	Muconate cycloisomerase
lyase, alpha-pinene oxide	5.5.1.10	alpha-pinene-oxide decyclase
alpha-pinene oxide lyase	5.5.1.10	alpha-pinene-oxide decyclase
isomerase, dichloromuconate cyclo-	5.5.1.11	dichloromuconate cycloisomerase
dichloromuconate cycloisomerase	5.5.1.11	dichloromuconate cycloisomerase
more (not identical with EC 5.5.1.1 or EC 5.5.1.7)	5.5.1.11	dichloromuconate cycloisomerase
cyclase, abietadiene	5.5.1.12	copalyl diphosphate synthase
(-)-abietadiene synthase	5.5.1.12	copalyl diphosphate synthase
abietadiene cyclase	5.5.1.12	copalyl diphosphate synthase
AGAS	5.5.1.12	copalyl diphosphate synthase
class II synthase	5.5.1.12	copalyl diphosphate synthase
bifunctional diterpene cyclase	5.5.1.12	copalyl diphosphate synthase
BDTC	5.5.1.12	copalyl diphosphate synthase
LAS1	5.5.1.12	copalyl diphosphate synthase
LAS	5.5.1.12	copalyl diphosphate synthase
class II diTPS	5.5.1.12	copalyl diphosphate synthase
class II diterpene synthase	5.5.1.12	copalyl diphosphate synthase
bifunctional LAS-type diTPS	5.5.1.12	copalyl diphosphate synthase
levopimaradiene/abietadiene synthase-type diTPS	5.5.1.12	copalyl diphosphate synthase
isopimaradiene synthase-type diTPS	5.5.1.12	copalyl diphosphate synthase
ISO	5.5.1.12	copalyl diphosphate synthase
TPS2	5.5.1.12	copalyl diphosphate synthase
ent-kaurene synthase A	5.5.1.13	ent-copalyl diphosphate synthase
ent-kaurene synthetase A	5.5.1.13	ent-copalyl diphosphate synthase
isoform	5.5.1.13	ent-copalyl diphosphate synthase
isoform	5.5.1.13	ent-copalyl diphosphate synthase
isozyme	5.5.1.13	ent-copalyl diphosphate synthase
OsCPS1ent	5.5.1.13	ent-copalyl diphosphate synthase
OsCPS1	5.5.1.13	ent-copalyl diphosphate synthase
bifunctional enzyme, acts in the synthesis oforyzalexins A-F and phytocassanes A-E (phytoalexins)	5.5.1.13	ent-copalyl diphosphate synthase
bifunctional enzyme	5.5.1.13	ent-copalyl diphosphate synthase
copalyl synthase/kaurene synthase	5.5.1.13	ent-copalyl diphosphate synthase
bifunctional enzyme	5.5.1.13	ent-copalyl diphosphate synthase
the bifunctional enzyme	5.5.1.13	ent-copalyl diphosphate synthase
ent-copylyl diphosphate synthase/ent-kaurene synthase	5.5.1.13	ent-copalyl diphosphate synthase
OsCPS2ent	5.5.1.13	ent-copalyl diphosphate synthase
OsCyc2	5.5.1.13	ent-copalyl diphosphate synthase
ent-copalyl/ent-kaurene synthase	5.5.1.13	ent-copalyl diphosphate synthase
ent-CPS	5.5.1.13	ent-copalyl diphosphate synthase
CPS	5.5.1.13	ent-copalyl diphosphate synthase
syn-copalyl diphosphate lyase (decyclizing)	5.5.1.14	syn-copalyl-diphosphate synthase
OsCPSsyn	5.5.1.14	syn-copalyl-diphosphate synthase
syn-copalyl diphosphate synthase	5.5.1.14	syn-copalyl-diphosphate synthase
syn-CDP synthase	5.5.1.14	syn-copalyl-diphosphate synthase
OsCyc1	5.5.1.14	syn-copalyl-diphosphate synthase
Cyc1	5.5.1.15	terpentedienyl-diphosphate synthase
HPS	5.5.1.16	halimadienyl-diphosphate synthase
isoform	5.5.1.17	(S)-beta-macrocarpene synthase
terpene synthase 6	5.5.1.17	(S)-beta-macrocarpene synthase
isoform	5.5.1.17	(S)-beta-macrocarpene synthase
terpene synthase 11	5.5.1.17	(S)-beta-macrocarpene synthase
lycopene epsilon cyclase	5.5.1.18	lycopene epsilon-cyclase
LCY-E	5.5.1.18	lycopene epsilon-cyclase
gene name	5.5.1.18	lycopene epsilon-cyclase
lycopene bi-epsilon-cyclase	5.5.1.18	lycopene epsilon-cyclase
gene name	5.5.1.18	lycopene epsilon-cyclase
epsilon lycopene cyclase	5.5.1.18	lycopene epsilon-cyclase
epsilon-LCY	5.5.1.18	lycopene epsilon-cyclase
epsilon-ionone-forming lycopene cyclase	5.5.1.18	lycopene epsilon-cyclase
OsLCYe	5.5.1.18	lycopene epsilon-cyclase
CrtL-b	5.5.1.19	lycopene beta-cyclase
lycopene beta cyclase	5.5.1.19	lycopene beta-cyclase
LCY-B	5.5.1.19	lycopene beta-cyclase
beta-LCY	5.5.1.19	lycopene beta-cyclase
CrtL	5.5.1.19	lycopene beta-cyclase
CruA	5.5.1.19	lycopene beta-cyclase
locus name	5.5.1.19	lycopene beta-cyclase
lycopene cyclase	5.5.1.19	lycopene beta-cyclase
gene name	5.5.1.19	lycopene beta-cyclase
LYCB	5.5.1.19	lycopene beta-cyclase
lycopene beta-cyclase 1	5.5.1.19	lycopene beta-cyclase
gene name	5.5.1.19	lycopene beta-cyclase
gene name	5.5.1.19	lycopene beta-cyclase
gene name	5.5.1.19	lycopene beta-cyclase
capsanthin-capsorubin synthase	5.5.1.19	lycopene beta-cyclase
CCS	5.5.1.19	lycopene beta-cyclase
CruP	5.5.1.19	lycopene beta-cyclase
LCY	5.5.1.19	lycopene beta-cyclase
Isomerase, 3-carboxy-cis, cis-muconate cyclo-	5.5.1.2	3-Carboxy-cis,cis-muconate cycloisomerase
beta-Carboxymuconate lactonizing enzyme	5.5.1.2	3-Carboxy-cis,cis-muconate cycloisomerase
3-Carboxymuconolactone hydrolase	5.5.1.2	3-Carboxy-cis,cis-muconate cycloisomerase
beta-Carboxy-cis,cis-muconate lactonizing enzyme	5.5.1.2	3-Carboxy-cis,cis-muconate cycloisomerase
3-Carboxy-cis-cis-muconate cycloisomerase	5.5.1.2	3-Carboxy-cis,cis-muconate cycloisomerase
3-carboxymuconate lactonizing enzyme	5.5.1.2	3-Carboxy-cis,cis-muconate cycloisomerase
2-chloromuconate cycloisomerase	5.5.1.2	3-Carboxy-cis,cis-muconate cycloisomerase
MLE	5.5.1.2	3-Carboxy-cis,cis-muconate cycloisomerase
belongsto the fumarase class II superfamily	5.5.1.2	3-Carboxy-cis,cis-muconate cycloisomerase
PpgL	5.5.1.2	3-Carboxy-cis,cis-muconate cycloisomerase
PA4204 protein	5.5.1.2	3-Carboxy-cis,cis-muconate cycloisomerase
CMLE	5.5.1.2	3-Carboxy-cis,cis-muconate cycloisomerase
