synonyms	ec_number	recommended_name
microtubule severing protein	5.6.1.1	microtubule-severing ATPase
adseverin	5.6.1.1	microtubule-severing ATPase
scinderin	5.6.1.1	microtubule-severing ATPase
mei-1	5.6.1.1	microtubule-severing ATPase
microtubule-severing complex MEI-1/MEI-2 katanin	5.6.1.1	microtubule-severing ATPase
microtubule-severing complex katanin	5.6.1.1	microtubule-severing ATPase
MEI-1/MEI-2 katanin complex	5.6.1.1	microtubule-severing ATPase
MEI-1/MEI-2 complex	5.6.1.1	microtubule-severing ATPase
spastin homologue	5.6.1.1	microtubule-severing ATPase
DGL1	5.6.1.1	microtubule-severing ATPase
rice KTN1	5.6.1.1	microtubule-severing ATPase
microtubule-stimulated ATPase	5.6.1.1	microtubule-severing ATPase
p81-p60	5.6.1.1	microtubule-severing ATPase
Drosophila homolog of spastin	5.6.1.1	microtubule-severing ATPase
Drosophila katanin Dm-Kat60	5.6.1.1	microtubule-severing ATPase
Dm-Kat60	5.6.1.1	microtubule-severing ATPase
katanin	5.6.1.1	microtubule-severing ATPase
2 isoforms: full-length isoform andshort isoform	5.6.1.1	microtubule-severing ATPase
Pf15	5.6.1.1	microtubule-severing ATPase
katanin p60 ATPase-containing subunit A1	5.6.1.1	microtubule-severing ATPase
microtuble-severing ATPase spastin	5.6.1.1	microtubule-severing ATPase
P60	5.6.1.1	microtubule-severing ATPase
katanin p60 microtubule-severing protein	5.6.1.1	microtubule-severing ATPase
kp60-NTD	5.6.1.1	microtubule-severing ATPase
katanin p60	5.6.1.1	microtubule-severing ATPase
microtubule-severing ATPase	5.6.1.1	microtubule-severing ATPase
vertebrate katanin	5.6.1.1	microtubule-severing ATPase
microtubule-severing AAA ATPase	5.6.1.1	microtubule-severing ATPase
MT-severing AAA ATPase	5.6.1.1	microtubule-severing ATPase
kinesin spindle protein	5.6.1.1	microtubule-severing ATPase
KSP	5.6.1.1	microtubule-severing ATPase
microtuble-severing AAA ATPase	5.6.1.1	microtubule-severing ATPase
spastin AAA domain	5.6.1.1	microtubule-severing ATPase
microtuble severing AAA ATPase spastin	5.6.1.1	microtubule-severing ATPase
SPG4	5.6.1.1	microtubule-severing ATPase
P60-kananin	5.6.1.1	microtubule-severing ATPase
kananin	5.6.1.1	microtubule-severing ATPase
microtubule-severing protein	5.6.1.1	microtubule-severing ATPase
P60-katanin	5.6.1.1	microtubule-severing ATPase
Sug1p	5.6.1.1	microtubule-severing ATPase
plant microtubule-severing protein	5.6.1.1	microtubule-severing ATPase
AtKSS, p60 homologin plants	5.6.1.1	microtubule-severing ATPase
katanin catalytic subunit, microtubule-stimulated ATPaseactivity	5.6.1.1	microtubule-severing ATPase
