synonyms	ec_number	recommended_name
superoxidase dismutase	1.15.1.1	superoxide dismutase
dismutase, superoxide	1.15.1.1	superoxide dismutase
ferrisuperoxide dismutase	1.15.1.1	superoxide dismutase
superoxide dismutase I	1.15.1.1	superoxide dismutase
superoxide dismutase II	1.15.1.1	superoxide dismutase
SODF	1.15.1.1	superoxide dismutase
SODS	1.15.1.1	superoxide dismutase
SOD-1	1.15.1.1	superoxide dismutase
SOD-2	1.15.1.1	superoxide dismutase
SOD-3	1.15.1.1	superoxide dismutase
SOD-4	1.15.1.1	superoxide dismutase
hemocuprein	1.15.1.1	superoxide dismutase
erythrocuprein	1.15.1.1	superoxide dismutase
cytocuprein	1.15.1.1	superoxide dismutase
cuprein	1.15.1.1	superoxide dismutase
hepatocuprein	1.15.1.1	superoxide dismutase
perMn-SOD	1.15.1.1	superoxide dismutase
mitMn-SOD	1.15.1.1	superoxide dismutase
gene name	1.15.1.1	superoxide dismutase
superoxide dismutase	1.15.1.1	superoxide dismutase
Cu/Zn SOD	1.15.1.1	superoxide dismutase
MnSOD	1.15.1.1	superoxide dismutase
Cu/Zn-SODI	1.15.1.1	superoxide dismutase
SODI	1.15.1.1	superoxide dismutase
cold-active superoxide dismutase	1.15.1.1	superoxide dismutase
AmSOD	1.15.1.1	superoxide dismutase
cytosolic Cu/Zn-SOD	1.15.1.1	superoxide dismutase
Cu/Zn superoxide dismutase 1	1.15.1.1	superoxide dismutase
SOD 1	1.15.1.1	superoxide dismutase
CuZn-SOD	1.15.1.1	superoxide dismutase
copper, zinc superoxide dismutase	1.15.1.1	superoxide dismutase
Cu,Zn superoxide dismutase	1.15.1.1	superoxide dismutase
Cu,Zn-superoxide dismutase	1.15.1.1	superoxide dismutase
Cu-Zn SOD	1.15.1.1	superoxide dismutase
copper-zinc superoxide dismutase	1.15.1.1	superoxide dismutase
PthipI-SODC1	1.15.1.1	superoxide dismutase
PthipI-SODC2	1.15.1.1	superoxide dismutase
PthipI-SODC	1.15.1.1	superoxide dismutase
high isoelectric point superoxide dismutase	1.15.1.1	superoxide dismutase
the enzyme belongs to the superoxide dismutase familyof important antioxidant metalloenzymes that catalyze superoxideradicals from cellular oxidative metabolism into hydrogen peroxideandmolecular oxygen	1.15.1.1	superoxide dismutase
intracellular Cu-Zn superoxide dismutase	1.15.1.1	superoxide dismutase
CpSOD	1.15.1.1	superoxide dismutase
gene name	1.15.1.1	superoxide dismutase
CuZn-superoxide dismutase	1.15.1.1	superoxide dismutase
pfSOD	1.15.1.1	superoxide dismutase
SaFe-SOD	1.15.1.1	superoxide dismutase
FeSOD	1.15.1.1	superoxide dismutase
Mn/Fe superoxide dismutase	1.15.1.1	superoxide dismutase
iron SOD	1.15.1.1	superoxide dismutase
Cu,Zn-SOD	1.15.1.1	superoxide dismutase
Cu/Zn-SOD	1.15.1.1	superoxide dismutase
gene name	1.15.1.1	superoxide dismutase
Cu,ZnSOD	1.15.1.1	superoxide dismutase
SODB1	1.15.1.1	superoxide dismutase
SODB2	1.15.1.1	superoxide dismutase
SODA	1.15.1.1	superoxide dismutase
Fe-type SOD	1.15.1.1	superoxide dismutase
Fe/Mn-type SOD	1.15.1.1	superoxide dismutase
Mn-type SOD	1.15.1.1	superoxide dismutase
Fe-superoxide dismutase	1.15.1.1	superoxide dismutase
locus name	1.15.1.1	superoxide dismutase
MnSOD1	1.15.1.1	superoxide dismutase
CuZn superoxide dismutase	1.15.1.1	superoxide dismutase
Cu, Zn SOD	1.15.1.1	superoxide dismutase
KmSod1p	1.15.1.1	superoxide dismutase
neelaredoxin	1.15.1.1	superoxide dismutase
Nlr	1.15.1.1	superoxide dismutase
ApMn-SOD1	1.15.1.1	superoxide dismutase
ApMn-SOD2	1.15.1.1	superoxide dismutase
mMnSOD	1.15.1.1	superoxide dismutase
extracellular CuZnSOD	1.15.1.1	superoxide dismutase
copper/zinc superoxide dismutase	1.15.1.1	superoxide dismutase
cytosolic manganese superoxide dismutase	1.15.1.1	superoxide dismutase
cytMnSOD	1.15.1.1	superoxide dismutase
mitochondrial manganese superoxide dismutase	1.15.1.1	superoxide dismutase
mtMnSOD	1.15.1.1	superoxide dismutase
