synonyms	ec_number	recommended_name
pyridine nucleotide transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
transhydrogenase, nicotinamide adenine dinucleotide (phosphate)	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
NAD(P) transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
nicotinamide adenine dinucleotide (phosphate) transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
NAD transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
NADH transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
nicotinamide nucleotide transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
NADPH-NAD transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
pyridine nucleotide transferase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
NADPH-NAD oxidoreductase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
NADH-NADP-transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
NADPH:NAD+ transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
H+-thase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
non-energy-linked transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
NAD(P)(+) transhydrogenase [B-specific]	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
soluble transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
STH	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
soluble pyridine nucleotide transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
UdhA	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
energy-independent soluble pyridine nucleotide transhydrogenase	1.6.1.1	NAD(P)+ transhydrogenase (Si-specific)
transhydrogenase, nicotinamide adenine dinucleotide (phosphate)	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
NAD(P) transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
nicotinamide adenine dinucleotide (phosphate) transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
NAD transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
NADH transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
NADPH-NAD transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
pyridine nucleotide transferase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
NADPH-NAD oxidoreductase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
NADH-NADP-transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
NADPH:NAD+ transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
H+-thase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
energy-linked transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
dII	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
dIII	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
proton-translocating transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
energy-linked, mitochondrial transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
mitochondrial transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
NADPH transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
pyridine nucleotide transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
PNT	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
nicotinamide nucleotide transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
proton-translocating nicotinamide nucleotide transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
NNT	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
proton-pumping nicotinamide nucleotide transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
PntAB	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
transhydrogenase	1.6.1.2	NAD(P)+ transhydrogenase (Re/Si-specific)
proton-translocating transhydrogenase domain III	1.6.1.3	NAD(P)+ transhydrogenase
NAD(P) transhydrogenase	1.6.1.3	NAD(P)+ transhydrogenase
pyridine nucleotide transhydrogenase	1.6.1.3	NAD(P)+ transhydrogenase
NADPH:NAD transhydrogenase	1.6.1.3	NAD(P)+ transhydrogenase
mitochondrial NADPH->NAD transhydrogenase	1.6.1.3	NAD(P)+ transhydrogenase
NADPH:ferredoxin oxidoreductase	1.6.1.4	NAD(P)+ transhydrogenase (ferredoxin)
PntAB	1.6.1.4	NAD(P)+ transhydrogenase (ferredoxin)
NADH-dependent reduced ferredoxin:NADP+ oxidoreductase	1.6.1.4	NAD(P)+ transhydrogenase (ferredoxin)
NfnAB	1.6.1.4	NAD(P)+ transhydrogenase (ferredoxin)
NNT	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
pyridine nucleotide transhydrogenase	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
nicotinamide nucleotide transhydrogenase	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
H+-thase	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
proton-translocating nicotinamide nucleotide transhydrogenase	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
PntAB	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
gene name	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
gene name	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
proton translocating nicotinamide nucleotide transhydrogenase	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
H+-transhydrogenase	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
nicotinamide adenine dinucleotide H +-transhydrogenase	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
H+-TH	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
proton-translocating transhydrogenase	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
transhydrogenase	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
proton translocating transhydrogenase	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
proton-pumping membrane protein transhydrogenase	1.6.1.5	proton-translocating NAD(P)+ transhydrogenase
reductase, cytochrome b5	1.6.2.2	cytochrome-b5 reductase
dihydronicotinamide adenine dinucleotide-cytochrome b5 reductase	1.6.2.2	cytochrome-b5 reductase
reduced nicotinamide adeninedinucleotide-cytochrome b5 reductase	1.6.2.2	cytochrome-b5 reductase
NADH-ferricytochrome b5 oxidoreductase	1.6.2.2	cytochrome-b5 reductase
NADH-cytochrome-b5 reductase	1.6.2.2	cytochrome-b5 reductase
P34/P32	1.6.2.2	cytochrome-b5 reductase
P35	1.6.2.2	cytochrome-b5 reductase
NADH:ferricytochrome b5 oxidoreductase	1.6.2.2	cytochrome-b5 reductase
cytochrome b5 reductase domain of Ncb5or	1.6.2.2	cytochrome-b5 reductase
NADH-dependent cytochrome b5 reductase	1.6.2.2	cytochrome-b5 reductase
cyt b5R protein	1.6.2.2	cytochrome-b5 reductase
diaphorase I	1.6.2.2	cytochrome-b5 reductase
CyB5R	1.6.2.2	cytochrome-b5 reductase
cb5r	1.6.2.2	cytochrome-b5 reductase
NADH-cytochrome b5 reductase	1.6.2.2	cytochrome-b5 reductase
cytochrome b5 reductase	1.6.2.2	cytochrome-b5 reductase
DIA1	1.6.2.2	cytochrome-b5 reductase
CYB5R3	1.6.2.2	cytochrome-b5 reductase
CBR1A	1.6.2.2	cytochrome-b5 reductase
CBR1B	1.6.2.2	cytochrome-b5 reductase
NADH cytochrome b5 oxidoreductase	1.6.2.2	cytochrome-b5 reductase
Ncb5or	1.6.2.2	cytochrome-b5 reductase
Cyb5R4	1.6.2.2	cytochrome-b5 reductase
b5/b5R	1.6.2.2	cytochrome-b5 reductase
b5 plusb5R	1.6.2.2	cytochrome-b5 reductase
NADH cytochrome B5 reductase	1.6.2.2	cytochrome-b5 reductase
NADH-ferricytochrome reductase	1.6.2.2	cytochrome-b5 reductase
NADH:cytochrome b5 reductase	1.6.2.2	cytochrome-b5 reductase
NADH-ferricyanide reductase	1.6.2.2	cytochrome-b5 reductase
EC 1.6.99.2	1.6.2.4	NADPH-hemoprotein reductase
NADPH-cytochrome c reductase	1.6.2.4	NADPH-hemoprotein reductase
NADP-cytochrome reductase	1.6.2.4	NADPH-hemoprotein reductase
TPNH2 cytochrome c reductase	1.6.2.4	NADPH-hemoprotein reductase
ferrihemprotein P450 reductase	1.6.2.4	NADPH-hemoprotein reductase
reductase, cytochrome c (reduced nicotinamide adenine dinucleotidephosphate)	1.6.2.4	NADPH-hemoprotein reductase
TPNH-cytochrome c reductase	1.6.2.4	NADPH-hemoprotein reductase
dihydroxynicotinamide adenine dinucleotide phosphate-cytochrome creductase	1.6.2.4	NADPH-hemoprotein reductase
reduced nicotinamide adenine dinucleotide phosphate-cytochrome creductase	1.6.2.4	NADPH-hemoprotein reductase
