synonyms	ec_number	recommended_name
hydrogenase	1.12.1.2	hydrogen dehydrogenase
dehydrogenase, hydrogen	1.12.1.2	hydrogen dehydrogenase
H2:NAD+ oxidoreductase	1.12.1.2	hydrogen dehydrogenase
[NiFe] H2ase	1.12.1.2	hydrogen dehydrogenase
[NiFe]-hydrogenase	1.12.1.2	hydrogen dehydrogenase
bidirectional hydrogenase	1.12.1.2	hydrogen dehydrogenase
NiFe-type reversible hydrogenase	1.12.1.2	hydrogen dehydrogenase
HoxY	1.12.1.2	hydrogen dehydrogenase
HoxE	1.12.1.2	hydrogen dehydrogenase
HoxH	1.12.1.2	hydrogen dehydrogenase
HoxF	1.12.1.2	hydrogen dehydrogenase
HoxU	1.12.1.2	hydrogen dehydrogenase
Hox hydrogenase	1.12.1.2	hydrogen dehydrogenase
NAD+-reducing hydrogenase	1.12.1.2	hydrogen dehydrogenase
i.e. soluble cytoplasmic hydrogenase	1.12.1.2	hydrogen dehydrogenase
soluble hydrogenase	1.12.1.2	hydrogen dehydrogenase
NAD-reducing hydrogenase	1.12.1.2	hydrogen dehydrogenase
soluble [NiFe]-hydrogenase	1.12.1.2	hydrogen dehydrogenase
NAD-dependent hydrogenase	1.12.1.2	hydrogen dehydrogenase
NAD+-reducing [NiFe]-hydrogenase	1.12.1.2	hydrogen dehydrogenase
hexameric enzyme form	1.12.1.2	hydrogen dehydrogenase
[NiFe] hydrogenase	1.12.1.2	hydrogen dehydrogenase
NADH-dependent Fe-only hydrogenase	1.12.1.2	hydrogen dehydrogenase
NiFe hydrogenase	1.12.1.2	hydrogen dehydrogenase
NAD+-reducing NiFe hydrogenase	1.12.1.2	hydrogen dehydrogenase
hydrogen-evolving enzyme	1.12.1.2	hydrogen dehydrogenase
Hox type hydrogenase	1.12.1.2	hydrogen dehydrogenase
HoxS	1.12.1.2	hydrogen dehydrogenase
[FeFe]-hydrogenase	1.12.1.2	hydrogen dehydrogenase
Hyn	1.12.1.2	hydrogen dehydrogenase
FeHyd	1.12.1.2	hydrogen dehydrogenase
bidirectional Ni-Fe hydrogenase	1.12.1.2	hydrogen dehydrogenase
bidirectional [NiFe] hydrogenase	1.12.1.2	hydrogen dehydrogenase
Hox	1.12.1.2	hydrogen dehydrogenase
HoxEFUYH	1.12.1.2	hydrogen dehydrogenase
[FeFe] hydrogenase	1.12.1.2	hydrogen dehydrogenase
iron-hydrogenase	1.12.1.2	hydrogen dehydrogenase
H2ase	1.12.1.2	hydrogen dehydrogenase
NADP-linked hydrogenase	1.12.1.3	hydrogen dehydrogenase (NADP+)
NADP-reducing hydrogenase	1.12.1.3	hydrogen dehydrogenase (NADP+)
hydrogenase [ambiguous]	1.12.1.3	hydrogen dehydrogenase (NADP+)
[NiFe]-hydrogenase	1.12.1.3	hydrogen dehydrogenase (NADP+)
NADPH-dependent hydrogenase I	1.12.1.3	hydrogen dehydrogenase (NADP+)
NiFe-hydrogenase	1.12.1.3	hydrogen dehydrogenase (NADP+)
electron-bifurcating ferredoxin- and NAD-dependent hydrogenase	1.12.1.4	hydrogenase (NAD+, ferredoxin)
HydABC	1.12.1.4	hydrogenase (NAD+, ferredoxin)
HydF	1.12.1.4	hydrogenase (NAD+, ferredoxin)
Fe-only hydrogenase	1.12.1.4	hydrogenase (NAD+, ferredoxin)
bifurcating [FeFe] hydrogenase	1.12.1.4	hydrogenase (NAD+, ferredoxin)
iron hydrogenase	1.12.1.4	hydrogenase (NAD+, ferredoxin)
[FeFe]-type hydrogenase	1.12.1.4	hydrogenase (NAD+, ferredoxin)
