synonyms	ec_number	recommended_name
reductase, pyrroline-2-carboxylate	1.5.1.1	1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase
DELTA1-pyrroline-2-carboxylate reductase	1.5.1.1	1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase
pyrroline-2-carboxylate reductase	1.5.1.1	1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase
L-proline:NAD(P)+ 2-oxidoreductase	1.5.1.1	1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase
dehydrogenase, saccharopine (nicotinamide adenine dinucleotidephosphate, glutamate-forming)	1.5.1.10	saccharopine dehydrogenase (NADP+, L-glutamate-forming)
aminoadipic semialdehyde-glutamic reductase	1.5.1.10	saccharopine dehydrogenase (NADP+, L-glutamate-forming)
aminoadipate semialdehyde-glutamate reductase	1.5.1.10	saccharopine dehydrogenase (NADP+, L-glutamate-forming)
aminoadipic semialdehyde-glutamate reductase	1.5.1.10	saccharopine dehydrogenase (NADP+, L-glutamate-forming)
epsilon-N-(L-glutaryl-2)-L-lysine:NAD+(P) oxidoreductase(L-2-aminoadipate-semialdehyde forming)	1.5.1.10	saccharopine dehydrogenase (NADP+, L-glutamate-forming)
saccharopine dehydrogenase	1.5.1.10	saccharopine dehydrogenase (NADP+, L-glutamate-forming)
saccharopine dehydrogenase (L-glutamate forming)	1.5.1.10	saccharopine dehydrogenase (NADP+, L-glutamate-forming)
saccharopine reductase	1.5.1.10	saccharopine dehydrogenase (NADP+, L-glutamate-forming)
SR1	1.5.1.10	saccharopine dehydrogenase (NADP+, L-glutamate-forming)
D-Octopine synthase	1.5.1.11	D-octopine dehydrogenase
Dehydrogenase, octopine	1.5.1.11	D-octopine dehydrogenase
Octopine:NAD oxidoreductase	1.5.1.11	D-octopine dehydrogenase
Octopine synthase	1.5.1.11	D-octopine dehydrogenase
N2-(D-1-carboxyethyl)-L-arginine:NAD+ oxidoreductase	1.5.1.11	D-octopine dehydrogenase
catalyzes the reductive condensation ofL-arginine and pyruvate to octopine during escape swimming in greatscallop, oxidizes glycolytically born NADH to NAD+, thus sustaininganaerobic ATP provision during short periods of strenuous muscularactivity	1.5.1.11	D-octopine dehydrogenase
Octopine dehydrogenase	1.5.1.11	D-octopine dehydrogenase
N2-(D-1-carboxyethyl)-L-arginine:NAD+-oxidoreductase	1.5.1.11	D-octopine dehydrogenase
ODH	1.5.1.11	D-octopine dehydrogenase
5,10-methylenetetrahydrofolate reductase	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
NMDMC	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
bifunctional enzyme EC 1.5.1.15/EC 3.5.4.9	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
bifunctional enzyme EC 1.5.1.15/EC 3.5.4.9	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
NAD+-dependent methylene-H4F dehydrogenase	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
Mg2+/NAD-dependent methylenetetrahydrofolate dehydrogenase	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
NAD-dependent dehydrogenase-cyclohydrolase	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
methyleneTHF dehydrogenase	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
methylenetetrahydrofolate dehydrogenase-cyclohydrolase	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
methylenetetrahydrofolate dehydrogenase-methenyltetrahydrofolatecyclohydrolase	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
cf. EC 1.5.1.20	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
Mg2+-/phosphate-dependent dehydrogenase	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
methylenetetrahydrofolate reductase	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
MTHFR	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
MTD	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD+)
D-lysopine synthase	1.5.1.16	D-lysopine dehydrogenase
dehydrogenase, D-lysopine	1.5.1.16	D-lysopine dehydrogenase
lysopine dehydrogenase	1.5.1.16	D-lysopine dehydrogenase
D(+)-lysopine dehydrogenase	1.5.1.16	D-lysopine dehydrogenase
Lysopine synthase	1.5.1.16	D-lysopine dehydrogenase
ADH	1.5.1.17	alanopine dehydrogenase
ALPDH	1.5.1.17	alanopine dehydrogenase
meso-N-(1-Carboxyethyl)-alanine dehydrogenase	1.5.1.17	alanopine dehydrogenase
Dehydrogenase, alanopine	1.5.1.17	alanopine dehydrogenase
D-nopaline synthase	1.5.1.19	D-nopaline dehydrogenase
dehydrogenase, nopaline	1.5.1.19	D-nopaline dehydrogenase
nopaline dehydrogenase	1.5.1.19	D-nopaline dehydrogenase
nopaline synthase	1.5.1.19	D-nopaline dehydrogenase
NOS	1.5.1.19	D-nopaline dehydrogenase
reductase, pyrroline-5-carboxylate	1.5.1.2	pyrroline-5-carboxylate reductase
L-proline oxidase	1.5.1.2	pyrroline-5-carboxylate reductase
1-pyrroline-5-carboxylate reductase	1.5.1.2	pyrroline-5-carboxylate reductase
NADPH-L-DELTA'-pyrroline carboxylic acid reductase	1.5.1.2	pyrroline-5-carboxylate reductase
L-proline-NAD(P)+ 5-oxidoreductase	1.5.1.2	pyrroline-5-carboxylate reductase
L-proline:NAD(P)+ 5-oxidoreductase	1.5.1.2	pyrroline-5-carboxylate reductase
DELTA1-pyrroline-5-carboxylate reductase	1.5.1.2	pyrroline-5-carboxylate reductase
gene name	1.5.1.2	pyrroline-5-carboxylate reductase
PO	1.5.1.2	pyrroline-5-carboxylate reductase
proline oxidase	1.5.1.2	pyrroline-5-carboxylate reductase
POX	1.5.1.2	pyrroline-5-carboxylate reductase
pyrroline-5-carboxylate dehydrogenase	1.5.1.2	pyrroline-5-carboxylate reductase
P5C reductase	1.5.1.2	pyrroline-5-carboxylate reductase
P5CR	1.5.1.2	pyrroline-5-carboxylate reductase
pyrroline-5-carboxylate reductase	1.5.1.2	pyrroline-5-carboxylate reductase
Pycr1	1.5.1.2	pyrroline-5-carboxylate reductase
P5CDH	1.5.1.2	pyrroline-5-carboxylate reductase
MR	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
EC 1.1.1.171	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
reductase, methylenetetrahydrofolate (reduced nicotinamide adeninedinucleotide phosphate)	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
5,10-methylenetetrahydrofolate reductase (NADPH)	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
5,10-methylenetetrahydrofolic acid reductase	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
5,10-CH2-H4folate reductase	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
MTHFR2	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
5-methyltetrahydrofolate:NAD oxidoreductase	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
5-methyltetrahydrofolate:NAD+ oxidoreductase	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
methylenetetrahydrofolate (reduced riboflavin adenine dinucleotide)reductase	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
N5,10-methylenetetrahydrofolate reductase	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
5,10-methylenetetrahydropteroylglutamate reductase	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
N5,N10-methylenetetrahydrofolate reductase	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
