synonyms	ec_number	recommended_name
DEHAL1B	1.21.1.1	iodotyrosine deiodinase
IYD	1.21.1.1	iodotyrosine deiodinase
gene name	1.21.1.1	iodotyrosine deiodinase
NADH oxidase/flavin reductase	1.21.1.1	iodotyrosine deiodinase
SUP-18 IYD	1.21.1.1	iodotyrosine deiodinase
TDH	1.21.1.1	iodotyrosine deiodinase
iodotyrosine deiodinase	1.21.1.1	iodotyrosine deiodinase
gene name	1.21.1.1	iodotyrosine deiodinase
iodotyrosine dehalogenase 1	1.21.1.1	iodotyrosine deiodinase
DEHAL1	1.21.1.1	iodotyrosine deiodinase
Dehal1 protein	1.21.1.1	iodotyrosine deiodinase
4-chlorobenzoate-coenzyme A dehalogenase	1.21.1.2	2,4-dichlorobenzoyl-CoA reductase
4-chlorobenzoyl-CoA dehalogenase	1.21.1.2	2,4-dichlorobenzoyl-CoA reductase
4-chlorobenzoyl-coenzyme A dehalogenase	1.21.1.2	2,4-dichlorobenzoyl-CoA reductase
synthetase, isopenicillin N (9Cl)	1.21.3.1	isopenicillin-N synthase
isopenicillin N synthetase	1.21.3.1	isopenicillin-N synthase
IPNS	1.21.3.1	isopenicillin-N synthase
isopenicillin N synthase	1.21.3.1	isopenicillin-N synthase
IPN cyclase	1.21.3.1	isopenicillin-N synthase
isopenicillin N synthase belongs to a class of non-hemeferrous iron dependent oxidoreductases	1.21.3.1	isopenicillin-N synthase
isopenicillin-N synthase	1.21.3.1	isopenicillin-N synthase
ATP is not required,and therefore the enzyme should be named IPN synthase rather than IPNsynthetase	1.21.3.1	isopenicillin-N synthase
isopenicillin-N-synthase	1.21.3.1	isopenicillin-N synthase
isopenicillin N-synthase	1.21.3.1	isopenicillin-N synthase
ATP is not required, and therefore the enzymeshould be named IPN synthase rather than IPN synthetase	1.21.3.1	isopenicillin-N synthase
PcbC	1.21.3.1	isopenicillin-N synthase
berberine synthase	1.21.3.2	columbamine oxidase
synthase, berberine	1.21.3.2	columbamine oxidase
EC 1.1.3.26	1.21.3.2	columbamine oxidase
berberine-bridge-forming enzyme	1.21.3.3	reticuline oxidase
tetrahydroprotoberberine synthase	1.21.3.3	reticuline oxidase
EC 1.5.3.9	1.21.3.3	reticuline oxidase
BBL	1.21.3.3	reticuline oxidase
berberine bridge enzyme-like	1.21.3.3	reticuline oxidase
berberine bridge-forming enzyme	1.21.3.3	reticuline oxidase
berberine bridge enzyme-like 28	1.21.3.3	reticuline oxidase
BBE-like 28	1.21.3.3	reticuline oxidase
BBE-like 15	1.21.3.3	reticuline oxidase
monolignol oxidoreductase	1.21.3.3	reticuline oxidase
BBE-like 13	1.21.3.3	reticuline oxidase
berberine bridge enzyme	1.21.3.3	reticuline oxidase
BBE	1.21.3.3	reticuline oxidase
(S)-reticuline oxidase	1.21.3.3	reticuline oxidase
flavin-dependent oxidase	1.21.3.3	reticuline oxidase
reticuline oxidase	1.21.3.3	reticuline oxidase
gene name	1.21.3.3	reticuline oxidase
Oxidase, sulochrin	1.21.3.4	sulochrin oxidase [(+)-bisdechlorogeodin-forming]
sulochrin oxidase	1.21.3.4	sulochrin oxidase [(+)-bisdechlorogeodin-forming]
EC 1.10.3.7	1.21.3.4	sulochrin oxidase [(+)-bisdechlorogeodin-forming]
Oxidase, sulochrin	1.21.3.5	sulochrin oxidase [(-)-bisdechlorogeodin-forming]
EC 1.10.3.8	1.21.3.5	sulochrin oxidase [(-)-bisdechlorogeodin-forming]
sulochrin oxidase ((-)-bisdechlorogeodin-forming)	1.21.3.5	sulochrin oxidase [(-)-bisdechlorogeodin-forming]
synthase, aureusidin	1.21.3.6	aureusidin synthase
cf. EC 1.14.18.1	1.21.3.6	aureusidin synthase
aureusidin synthase	1.21.3.6	aureusidin synthase
AmAS1	1.21.3.6	aureusidin synthase
gene name	1.21.3.6	aureusidin synthase
aurone synthase	1.21.3.6	aureusidin synthase
tetrahydrocannabinolic-acid synthase	1.21.3.7	tetrahydrocannabinolic acid synthase
