synonyms	ec_number	recommended_name
oxygenase, gamma-butyrobetaine di-	1.14.11.1	gamma-butyrobetaine dioxygenase
alpha-butyrobetaine hydroxylase	1.14.11.1	gamma-butyrobetaine dioxygenase
butyrobetaine hydroxylase	1.14.11.1	gamma-butyrobetaine dioxygenase
psBBOX	1.14.11.1	gamma-butyrobetaine dioxygenase
4-trimethylaminobutyric acid dioxygenase	1.14.11.1	gamma-butyrobetaine dioxygenase
gamma-BBD	1.14.11.1	gamma-butyrobetaine dioxygenase
BBOX1	1.14.11.1	gamma-butyrobetaine dioxygenase
gamma-butyrobetaine hydroxylase	1.14.11.1	gamma-butyrobetaine dioxygenase
BBOX	1.14.11.1	gamma-butyrobetaine dioxygenase
gamma butyrobetaine hydroxylase	1.14.11.1	gamma-butyrobetaine dioxygenase
Bu hydroxylase	1.14.11.1	gamma-butyrobetaine dioxygenase
GBB hydroxylase	1.14.11.1	gamma-butyrobetaine dioxygenase
gamma-buryrobetaine dioxygenase	1.14.11.1	gamma-butyrobetaine dioxygenase
BBD	1.14.11.1	gamma-butyrobetaine dioxygenase
BBH	1.14.11.1	gamma-butyrobetaine dioxygenase
gamma-butyrobetaine dioxygenase	1.14.11.1	gamma-butyrobetaine dioxygenase
GBBH	1.14.11.1	gamma-butyrobetaine dioxygenase
hBBOX	1.14.11.1	gamma-butyrobetaine dioxygenase
oxygenase, deoxyuridine-uridine 1'-di-	1.14.11.10	pyrimidine-deoxynucleoside 1'-dioxygenase
oxygenase, hyoscyamine 6beta-di-	1.14.11.11	hyoscyamine (6S)-dioxygenase
hyoscyamine 6-hydroxylase	1.14.11.11	hyoscyamine (6S)-dioxygenase
hyoscyamine 6beta-hydroxylase	1.14.11.11	hyoscyamine (6S)-dioxygenase
H6H	1.14.11.11	hyoscyamine (6S)-dioxygenase
AtH6H	1.14.11.11	hyoscyamine (6S)-dioxygenase
hyoscyamine-6beta-hydroxylase	1.14.11.11	hyoscyamine (6S)-dioxygenase
AaH6H	1.14.11.11	hyoscyamine (6S)-dioxygenase
HnH6H	1.14.11.11	hyoscyamine (6S)-dioxygenase
6H6	1.14.11.11	hyoscyamine (6S)-dioxygenase
oxygenase, gibberellin A44 di-	1.14.11.12	gibberellin-44 dioxygenase
gibberellin A44 oxidase	1.14.11.12	gibberellin-44 dioxygenase
(gibberellin-44),2-oxoglutarate:oxygen oxidoreductase	1.14.11.12	gibberellin-44 dioxygenase
gibberellin-44-dioxygenase	1.14.11.12	gibberellin-44 dioxygenase
GA44 oxidase	1.14.11.12	gibberellin-44 dioxygenase
gibberellin 20 oxidase	1.14.11.12	gibberellin-44 dioxygenase
GA20ox	1.14.11.12	gibberellin-44 dioxygenase
gibberellin 2beta-hydroxylase	1.14.11.13	gibberellin 2beta-dioxygenase
GA 2beta,3beta-hydroxylase	1.14.11.13	gibberellin 2beta-dioxygenase
GA 2-oxidase1	1.14.11.13	gibberellin 2beta-dioxygenase
class one using C19-gibberellins as substrates	1.14.11.13	gibberellin 2beta-dioxygenase
GA2ox	1.14.11.13	gibberellin 2beta-dioxygenase
GA 2-oxidase A1	1.14.11.13	gibberellin 2beta-dioxygenase
GA 2-ox	1.14.11.13	gibberellin 2beta-dioxygenase
GA 2ODD	1.14.11.13	gibberellin 2beta-dioxygenase
2-oxoglutarate-dependent dioxygenase of gibberellin biosynthesis	1.14.11.13	gibberellin 2beta-dioxygenase
PsGA2ox2	1.14.11.13	gibberellin 2beta-dioxygenase
giberellin 2-oxidase 2	1.14.11.13	gibberellin 2beta-dioxygenase
AtGA2ox2	1.14.11.13	gibberellin 2beta-dioxygenase
class I, acts as C19-GA 2-oxidase, most highlyexpressed throughout development	1.14.11.13	gibberellin 2beta-dioxygenase
C19-GA 2-oxidase	1.14.11.13	gibberellin 2beta-dioxygenase
GA 2-oxidase3	1.14.11.13	gibberellin 2beta-dioxygenase
PsGA2ox1	1.14.11.13	gibberellin 2beta-dioxygenase
gibberellin 2-oxidase 1	1.14.11.13	gibberellin 2beta-dioxygenase
class I, acts as C19-GA 2-oxidase	1.14.11.13	gibberellin 2beta-dioxygenase
class II, acts exclusively as C19-GA 2-oxidase	1.14.11.13	gibberellin 2beta-dioxygenase
gene name	1.14.11.13	gibberellin 2beta-dioxygenase
PvGA2ox5b	1.14.11.13	gibberellin 2beta-dioxygenase
PvGA2ox9a	1.14.11.13	gibberellin 2beta-dioxygenase
AaGA2ox1	1.14.11.13	gibberellin 2beta-dioxygenase
GA 2-oxidase	1.14.11.13	gibberellin 2beta-dioxygenase
AaGA2ox2	1.14.11.13	gibberellin 2beta-dioxygenase
gibberellin 2-oxidase 2	1.14.11.13	gibberellin 2beta-dioxygenase
AaGA2ox3	1.14.11.13	gibberellin 2beta-dioxygenase
gibberellin 2-oxidase 3	1.14.11.13	gibberellin 2beta-dioxygenase
AaGA2ox4	1.14.11.13	gibberellin 2beta-dioxygenase
