synonyms	ec_number	recommended_name
dehydrogenase, trans-acenaphthylene-1,2-diol	1.10.1.1	trans-acenaphthene-1,2-diol dehydrogenase
trans-1,2-acenaphthenediol dehydrogenase	1.10.1.1	trans-acenaphthene-1,2-diol dehydrogenase
ascorbate-cytochrome b5 reductase	1.10.2.1	L-ascorbate-cytochrome-b5 reductase
ascorbate:ferricytochrome b5 oxidoreductase	1.10.2.1	L-ascorbate-cytochrome-b5 reductase
cytochrome b558 ferric/cupric reductase	1.10.2.1	L-ascorbate-cytochrome-b5 reductase
coenzyme Q-cytochrome c reductase	1.10.2.2	quinol-cytochrome-c reductase
dihydrocoenzyme Q-cytochrome c reductase	1.10.2.2	quinol-cytochrome-c reductase
reduced ubiquinone-cytochrome c reductase, complex III (mitochondrialelectron transport)	1.10.2.2	quinol-cytochrome-c reductase
ubiquinone-cytochrome c reductase	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol-cytochrome c oxidoreductase	1.10.2.2	quinol-cytochrome-c reductase
reduced coenzyme Q-cytochrome c reductase	1.10.2.2	quinol-cytochrome-c reductase
ubiquinone-cytochrome c oxidoreductase	1.10.2.2	quinol-cytochrome-c reductase
reduced ubiquinone-cytochrome c oxidoreductase	1.10.2.2	quinol-cytochrome-c reductase
mitochondrial electron transport complex III	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol-cytochrome c-2 oxidoreductase	1.10.2.2	quinol-cytochrome-c reductase
ubiquinone-cytochrome b-c1 oxidoreductase	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol-cytochrome c2 reductase	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol-cytochrome c1 oxidoreductase	1.10.2.2	quinol-cytochrome-c reductase
coQH2-cytochrome c oxidoreductase	1.10.2.2	quinol-cytochrome-c reductase
ubihydroquinol:cytochrome c oxidoreductase	1.10.2.2	quinol-cytochrome-c reductase
coenzyme QH2-cytochrome c reductase	1.10.2.2	quinol-cytochrome-c reductase
QH2:cytochrome c oxidoreductase	1.10.2.2	quinol-cytochrome-c reductase
Cyt bc1 complex	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol cytochrome c oxidoreductase	1.10.2.2	quinol-cytochrome-c reductase
bc1	1.10.2.2	quinol-cytochrome-c reductase
cytochrome bc	1.10.2.2	quinol-cytochrome-c reductase
cyt bc1	1.10.2.2	quinol-cytochrome-c reductase
complex III	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol cytochrome c reductase hinge	1.10.2.2	quinol-cytochrome-c reductase
UQCRH	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol-cytochrome c reductase hinge protein	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol-cytochrome c reductase binding protein	1.10.2.2	quinol-cytochrome-c reductase
UQCRB	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol-cytochrome-c reductase	1.10.2.2	quinol-cytochrome-c reductase
UCCR	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol-cytochrome-c oxidoreductase	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol-cytochrome c reductase core protein 1	1.10.2.2	quinol-cytochrome-c reductase
UQCRC1	1.10.2.2	quinol-cytochrome-c reductase
cytochrome c reductase	1.10.2.2	quinol-cytochrome-c reductase
quinol-cytochrome c oxidoreductase complex	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol-cytochrome c reductase complex	1.10.2.2	quinol-cytochrome-c reductase
QCR	1.10.2.2	quinol-cytochrome-c reductase
UQH2	1.10.2.2	quinol-cytochrome-c reductase
ubiquinol:cytochrome c reductase	1.10.2.2	quinol-cytochrome-c reductase
quinol cyt. c oxidoreductase (bc1)	1.10.2.2	quinol-cytochrome-c reductase
quinol:cytochrome c oxidoreductase	1.10.2.2	quinol-cytochrome-c reductase
