synonyms	ec_number	recommended_name
NAD:phosphite oxidoreductase	1.20.1.1	phosphonate dehydrogenase
NAD-dependent phosphite dehydrogenase	1.20.1.1	phosphonate dehydrogenase
PTDH	1.20.1.1	phosphonate dehydrogenase
phosphite dehydrogenase	1.20.1.1	phosphonate dehydrogenase
gene name	1.20.1.1	phosphonate dehydrogenase
gene name	1.20.2.1	arsenate reductase (cytochrome c)
gene name	1.20.2.1	arsenate reductase (cytochrome c)
gene name	1.20.2.1	arsenate reductase (cytochrome c)
As(III) oxidase	1.20.2.1	arsenate reductase (cytochrome c)
gene name	1.20.2.1	arsenate reductase (cytochrome c)
glutathione:arsenate oxidoreductase	1.20.4.1	arsenate reductase (glutaredoxin)
reductase, arsenate	1.20.4.1	arsenate reductase (glutaredoxin)
gene arsC proteins	1.20.4.1	arsenate reductase (glutaredoxin)
proteins (specific proteins and subclasses), gene arsC	1.20.4.1	arsenate reductase (glutaredoxin)
Acr2p	1.20.4.1	arsenate reductase (glutaredoxin)
EC 1.97.1.5	1.20.4.1	arsenate reductase (glutaredoxin)
ArsC	1.20.4.1	arsenate reductase (glutaredoxin)
PcAcr2	1.20.4.1	arsenate reductase (glutaredoxin)
PvGRX5	1.20.4.1	arsenate reductase (glutaredoxin)
glutaredoxin	1.20.4.1	arsenate reductase (glutaredoxin)
Grx	1.20.4.1	arsenate reductase (glutaredoxin)
gene name	1.20.4.1	arsenate reductase (glutaredoxin)
AsV reductase	1.20.4.1	arsenate reductase (glutaredoxin)
Acr2	1.20.4.1	arsenate reductase (glutaredoxin)
arsenate reductase	1.20.4.1	arsenate reductase (glutaredoxin)
AR	1.20.4.1	arsenate reductase (glutaredoxin)
gene name, protein comprises two domains anaquaglyceroporin-derived N-terminal channel-like part fused to aC-terminal enzyme domain with similarity to ArsC arsenate reductase	1.20.4.1	arsenate reductase (glutaredoxin)
ARSA	1.20.4.1	arsenate reductase (glutaredoxin)
MXAN_0575	1.20.4.1	arsenate reductase (glutaredoxin)
gene name	1.20.4.1	arsenate reductase (glutaredoxin)
SynArsC	1.20.4.1	arsenate reductase (glutaredoxin)
MMA(V) reductase	1.20.4.2	methylarsonate reductase
reductase, methylarsonate	1.20.4.2	methylarsonate reductase
identical to omega class glutathione-S-transferase(hGSTO1-1)	1.20.4.2	methylarsonate reductase
monomethylarsonic acid (MMA V) reductase/hGSTO1	1.20.4.2	methylarsonate reductase
GSTO1	1.20.4.2	methylarsonate reductase
GSTO2	1.20.4.2	methylarsonate reductase
mycoredoxin-1	1.20.4.3	mycoredoxin
MrxI	1.20.4.3	mycoredoxin
mycoredoxin 1	1.20.4.3	mycoredoxin
Mrx-1	1.20.4.3	mycoredoxin
Mrx1	1.20.4.3	mycoredoxin
gene name, protein comprises two domains anaquaglyceroporin-derived N-terminal channel-like part fused to aC-terminal enzyme domain with similarity to ArsC arsenate reductase	1.20.4.3	mycoredoxin
mycoredoxin	1.20.4.3	mycoredoxin
glutaredoxin A1	1.20.4.3	mycoredoxin
gene name	1.20.4.3	mycoredoxin
mycothiol-dependent reductase	1.20.4.3	mycoredoxin
mycoredoxin-2	1.20.4.3	mycoredoxin
Mrx2	1.20.4.3	mycoredoxin
ambiguous	1.20.4.4	arsenate reductase (thioredoxin)
ArsC1'	1.20.4.4	arsenate reductase (thioredoxin)
ArsC3 is related to thioredoxin-dependent arsenatereductases but ArsC3 lacks the two distal catalytic cysteine residuesof this class of enzymes	1.20.4.4	arsenate reductase (thioredoxin)
pI258 arsenate reductase	1.20.4.4	arsenate reductase (thioredoxin)
plasmid pI258 arsenate reductase	1.20.4.4	arsenate reductase (thioredoxin)
Sa_ArsC	1.20.4.4	arsenate reductase (thioredoxin)
arsC gene	1.20.4.4	arsenate reductase (thioredoxin)
detoxificationenzyme	1.20.4.4	arsenate reductase (thioredoxin)
Trx-coupled arsenate reductase	1.20.4.4	arsenate reductase (thioredoxin)
thioredoxin-arsenate reductase complex	1.20.4.4	arsenate reductase (thioredoxin)
Bs_ArsC	1.20.4.4	arsenate reductase (thioredoxin)
gene name, protein comprises two domains anaquaglyceroporin-derived N-terminal channel-like part fused to aC-terminal enzyme domain with similarity to ArsC arsenate reductase,protein also shows minor phosphotyrosine phosphatase activity	1.20.4.4	arsenate reductase (thioredoxin)
ArsC1 is related to thioredoxin-dependent arsenatereductases	1.20.4.4	arsenate reductase (thioredoxin)
ARS	1.20.4.4	arsenate reductase (thioredoxin)
arsenite oxidase	1.20.9.1	arsenate reductase (azurin)
aoxB	1.20.9.1	arsenate reductase (azurin)
aoxA	1.20.9.1	arsenate reductase (azurin)
reductase, arsenate	1.20.99.1	arsenate reductase (donor)
gene arsC proteins	1.20.99.1	arsenate reductase (donor)
proteins (specific proteins and subclasses), genearsC	1.20.99.1	arsenate reductase (donor)
Arr	1.20.99.1	arsenate reductase (donor)
respiratory arsenate reductase	1.20.99.1	arsenate reductase (donor)
EC 1.97.1.6	1.20.99.1	arsenate reductase (donor)
enzyme is a member of the DMSO-reductase class ofmolybdenum enzymes	1.20.99.1	arsenate reductase (donor)
arsenite oxidase	1.20.99.1	arsenate reductase (donor)
AR	1.20.99.1	arsenate reductase (donor)
gene name	1.20.99.1	arsenate reductase (donor)
arsenate reductase	1.20.99.1	arsenate reductase (donor)
ACR2.1	1.20.99.1	arsenate reductase (donor)
ACR2.2	1.20.99.1	arsenate reductase (donor)
isoform of human Cdc25 phosphatase is homologous toeukaryotic arsenate reductase and possesses arsenate reductase activity	1.20.99.1	arsenate reductase (donor)
