synonyms	ec_number	recommended_name
FLDR	1.19.1.1	flavodoxin-NADP+ reductase
YumC	1.19.1.1	flavodoxin-NADP+ reductase
FNR	1.19.1.1	flavodoxin-NADP+ reductase
ferredoxin (flavodoxin):NADP+ oxidoreductase	1.19.1.1	flavodoxin-NADP+ reductase
FPR	1.19.1.1	flavodoxin-NADP+ reductase
PETH	1.19.1.1	flavodoxin-NADP+ reductase
ferredoxin/flavodoxin-NADP(H) oxidoreductase	1.19.1.1	flavodoxin-NADP+ reductase
gene name	1.19.1.1	flavodoxin-NADP+ reductase
FldA	1.19.6.1	nitrogenase (flavodoxin)
NifF	1.19.6.1	nitrogenase (flavodoxin)
nitrogenase	1.19.6.1	nitrogenase (flavodoxin)
