synonyms	ec_number	recommended_name
aldehyde dehydrogenase	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
CoA-dependent aldehyde dehydrogenase	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
acetyl-CoA reductase	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
coenzyme A linked aldehyde dehydrogenase	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
Acetaldehyde dehydrogenase [acetylating]	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
NAD+/CoA-dependent aldehyde dehydrogenase	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
DmpF	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
acylating acetaldehyde dehydrogenase	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
MhpF	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
acetaldehyde dehydrogenase	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
aldehyde dehydrogenase	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
ALDH	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
ACDH	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
BphJ	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
nonphosphorylating acylating aldehyde dehydrogenase	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
TTHB247	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
DmpFG	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
Tsac_0416	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
Teth514_0627	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
BAD	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
Teth514_1942	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
4-hydroxy-2-ketovalerate aldolase/acylating acetaldehyde	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
AdhE	1.2.1.10	acetaldehyde dehydrogenase (acetylating)
dehydrogenase, aspartate semialdehyde	1.2.1.11	aspartate-semialdehyde dehydrogenase
aspartic semialdehyde dehydrogenase	1.2.1.11	aspartate-semialdehyde dehydrogenase
L-aspartate-beta-semialdehyde:NADP oxidoreductase	1.2.1.11	aspartate-semialdehyde dehydrogenase
aspartic beta-semialdehyde dehydrogenase	1.2.1.11	aspartate-semialdehyde dehydrogenase
ASA dehydrogenase	1.2.1.11	aspartate-semialdehyde dehydrogenase
ASA DH	1.2.1.11	aspartate-semialdehyde dehydrogenase
aspartate-semialdehyde dehydrogenase	1.2.1.11	aspartate-semialdehyde dehydrogenase
ASA-DH	1.2.1.11	aspartate-semialdehyde dehydrogenase
aspartyl beta-semialdehyde dehydrogenase	1.2.1.11	aspartate-semialdehyde dehydrogenase
Asd	1.2.1.11	aspartate-semialdehyde dehydrogenase
aspartyl semialdehyde dehydrogenase	1.2.1.11	aspartate-semialdehyde dehydrogenase
ASADHD	1.2.1.11	aspartate-semialdehyde dehydrogenase
Asd1	1.2.1.11	aspartate-semialdehyde dehydrogenase
Asd2	1.2.1.11	aspartate-semialdehyde dehydrogenase
aspartate semialdehyde dehydrogenase	1.2.1.11	aspartate-semialdehyde dehydrogenase
L-aspartate-beta-semialdehyde dehydrogenase	1.2.1.11	aspartate-semialdehyde dehydrogenase
hiASADH	1.2.1.11	aspartate-semialdehyde dehydrogenase
ASD enzyme	1.2.1.11	aspartate-semialdehyde dehydrogenase
Rv3708c	1.2.1.11	aspartate-semialdehyde dehydrogenase
ASADH	1.2.1.11	aspartate-semialdehyde dehydrogenase
