synonyms	ec_number	recommended_name
catechol-oxygen 1,2-oxidoreductase	1.13.11.1	catechol 1,2-dioxygenase
1,2-pyrocatechase	1.13.11.1	catechol 1,2-dioxygenase
catechase	1.13.11.1	catechol 1,2-dioxygenase
catechol 1,2-oxygenase	1.13.11.1	catechol 1,2-dioxygenase
catechol dioxygenase	1.13.11.1	catechol 1,2-dioxygenase
pyrocatechol 1,2-dioxygenase	1.13.11.1	catechol 1,2-dioxygenase
CD I	1.13.11.1	catechol 1,2-dioxygenase
CD II	1.13.11.1	catechol 1,2-dioxygenase
CD-I	1.13.11.1	catechol 1,2-dioxygenase
CD-II	1.13.11.1	catechol 1,2-dioxygenase
CD-III-1	1.13.11.1	catechol 1,2-dioxygenase
CD-III-2	1.13.11.1	catechol 1,2-dioxygenase
CDI1	1.13.11.1	catechol 1,2-dioxygenase
CDI2	1.13.11.1	catechol 1,2-dioxygenase
extradiol dioxygenase MhpB	1.13.11.1	catechol 1,2-dioxygenase
gene name	1.13.11.1	catechol 1,2-dioxygenase
catechol 1,2 dioxygenase	1.13.11.1	catechol 1,2-dioxygenase
1,2-CTD	1.13.11.1	catechol 1,2-dioxygenase
catechol 1,2-dioxygenase type I	1.13.11.1	catechol 1,2-dioxygenase
catechol 1,2-dioxygenase type II	1.13.11.1	catechol 1,2-dioxygenase
gene name	1.13.11.1	catechol 1,2-dioxygenase
C1,2-DO	1.13.11.1	catechol 1,2-dioxygenase
catechol:oxygen 1,2-oxidoreductase	1.13.11.1	catechol 1,2-dioxygenase
C12	1.13.11.1	catechol 1,2-dioxygenase
catechol oxygenase	1.13.11.1	catechol 1,2-dioxygenase
TfdC	1.13.11.1	catechol 1,2-dioxygenase
C1,2O	1.13.11.1	catechol 1,2-dioxygenase
3-chlorocatechol 1,2-dioxygenase	1.13.11.1	catechol 1,2-dioxygenase
involved in benzenemetabolism	1.13.11.1	catechol 1,2-dioxygenase
BC-C23O	1.13.11.1	catechol 1,2-dioxygenase
(chloro-)catechol 1,2-dioxygenase	1.13.11.1	catechol 1,2-dioxygenase
C12O	1.13.11.1	catechol 1,2-dioxygenase
IsoB	1.13.11.1	catechol 1,2-dioxygenase
1,2 CTD	1.13.11.1	catechol 1,2-dioxygenase
pyrocatechase	1.13.11.1	catechol 1,2-dioxygenase
C12D	1.13.11.1	catechol 1,2-dioxygenase
catechol 1,2-dioxygenase	1.13.11.1	catechol 1,2-dioxygenase
7,8-dihydroxykynurenate 8,8alpha-dioxygenase	1.13.11.10	7,8-dihydroxykynurenate 8,8a-dioxygenase
7,8-dihydroxykynurenate oxygenase	1.13.11.10	7,8-dihydroxykynurenate 8,8a-dioxygenase
EC 1.13.1.10	1.13.11.10	7,8-dihydroxykynurenate 8,8a-dioxygenase
gene name	1.13.11.11	tryptophan 2,3-dioxygenase
IDO-2	1.13.11.11	tryptophan 2,3-dioxygenase
XcTDO	1.13.11.11	tryptophan 2,3-dioxygenase
gene name	1.13.11.11	tryptophan 2,3-dioxygenase
gene name	1.13.11.11	tryptophan 2,3-dioxygenase
gene name	1.13.11.11	tryptophan 2,3-dioxygenase
gene name	1.13.11.11	tryptophan 2,3-dioxygenase
TDOa	1.13.11.11	tryptophan 2,3-dioxygenase
gene name	1.13.11.11	tryptophan 2,3-dioxygenase
hTDO	1.13.11.11	tryptophan 2,3-dioxygenase
gene name	1.13.11.11	tryptophan 2,3-dioxygenase
IDO-1	1.13.11.11	tryptophan 2,3-dioxygenase
15-lipoxygenase-1	1.13.11.12	linoleate 13S-lipoxygenase
15-LOX-1	1.13.11.12	linoleate 13S-lipoxygenase
LOX1	1.13.11.12	linoleate 13S-lipoxygenase
(13S)-lipoxygenase	1.13.11.12	linoleate 13S-lipoxygenase
Oep1LOX2	1.13.11.12	linoleate 13S-lipoxygenase
Oep2LOX2	1.13.11.12	linoleate 13S-lipoxygenase
omega-6 linoleate lipoxygenase	1.13.11.12	linoleate 13S-lipoxygenase
linoleate 13S-lipoxygenase	1.13.11.12	linoleate 13S-lipoxygenase
type-1 LOX	1.13.11.12	linoleate 13S-lipoxygenase
AtLOX-2	1.13.11.12	linoleate 13S-lipoxygenase
lipoxygenase-2	1.13.11.12	linoleate 13S-lipoxygenase
13S-lipoxygenase	1.13.11.12	linoleate 13S-lipoxygenase
LOX2:Hv:1	1.13.11.12	linoleate 13S-lipoxygenase
lipoxygenase-3	1.13.11.12	linoleate 13S-lipoxygenase
AtLOX-3	1.13.11.12	linoleate 13S-lipoxygenase
LOX3	1.13.11.12	linoleate 13S-lipoxygenase
AtLOX-4	1.13.11.12	linoleate 13S-lipoxygenase
lipoxygenase-4	1.13.11.12	linoleate 13S-lipoxygenase
LOX4	1.13.11.12	linoleate 13S-lipoxygenase
LOX2	1.13.11.12	linoleate 13S-lipoxygenase
LOX	1.13.11.12	linoleate 13S-lipoxygenase
AtLOX-6	1.13.11.12	linoleate 13S-lipoxygenase
lipoxygenase-6	1.13.11.12	linoleate 13S-lipoxygenase
LOX6	1.13.11.12	linoleate 13S-lipoxygenase
linoleate 13-lipoxygenase	1.13.11.12	linoleate 13S-lipoxygenase
9/13-LOX	1.13.11.12	linoleate 13S-lipoxygenase
linoleate:oxygen oxidoreductase	1.13.11.12	linoleate 13S-lipoxygenase
lipoxygenase	1.13.11.12	linoleate 13S-lipoxygenase
LOX2:Md:2b	1.13.11.12	linoleate 13S-lipoxygenase
linoleate oxygen oxidoreductase	1.13.11.12	linoleate 13S-lipoxygenase
gene name	1.13.11.12	linoleate 13S-lipoxygenase
type-2 13-LOX	1.13.11.12	linoleate 13S-lipoxygenase
gene name	1.13.11.12	linoleate 13S-lipoxygenase
CmLOX10	1.13.11.12	linoleate 13S-lipoxygenase
CmLOX13	1.13.11.12	linoleate 13S-lipoxygenase
StLOX2	1.13.11.12	linoleate 13S-lipoxygenase
StLOX3	1.13.11.12	linoleate 13S-lipoxygenase
13-lipoxygenase	1.13.11.12	linoleate 13S-lipoxygenase
lipoxygenase-1	1.13.11.12	linoleate 13S-lipoxygenase
LO-1	1.13.11.12	linoleate 13S-lipoxygenase
LOX-1	1.13.11.12	linoleate 13S-lipoxygenase
soybean lipoxygenase-1	1.13.11.12	linoleate 13S-lipoxygenase
SLO	1.13.11.12	linoleate 13S-lipoxygenase
LOX-2	1.13.11.12	linoleate 13S-lipoxygenase
lipoxygenase 2	1.13.11.12	linoleate 13S-lipoxygenase
SBLO-1	1.13.11.12	linoleate 13S-lipoxygenase
13-LOX	1.13.11.12	linoleate 13S-lipoxygenase
liipoxygenase	1.13.11.12	linoleate 13S-lipoxygenase
secreted lipoxygenase	1.13.11.12	linoleate 13S-lipoxygenase
PA-LOX	1.13.11.12	linoleate 13S-lipoxygenase
iron 13S-lipoxygenase	1.13.11.12	linoleate 13S-lipoxygenase
o-pyrocatechuate oxygenase	1.13.11.14	2,3-dihydroxybenzoate 3,4-dioxygenase
oxygenase, 2,3-dihydroxybenzoate 3,4-di-	1.13.11.14	2,3-dihydroxybenzoate 3,4-dioxygenase
2,3-dihydroxybenzoate 1,2-dioxygenase	1.13.11.14	2,3-dihydroxybenzoate 3,4-dioxygenase
2,3-dihydroxybenzoic oxygenase	1.13.11.14	2,3-dihydroxybenzoate 3,4-dioxygenase
2,3-dihydroxybenzoate oxygenase	1.13.11.14	2,3-dihydroxybenzoate 3,4-dioxygenase
oxygenase, homoprotocatechuate 2,3-di-	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
3,4-dihydroxyphenylacetic acid 2,3-dioxygenase	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
HPC dioxygenase	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
HPADO	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
Mn(II)-dependent 3,4-dihydroxyphenylacetate 2,3-dioxygenase	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
Mn(II) incorporated	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
Fe incorporated	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
involved inbiodegradation of catechol	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
Fe(II) incorporated	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
Mn(II) incorporated	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
MnHPCD	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
2,3-HPCD	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
FeHPCD	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
HPC 2,3-dioxygenase	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
homoprotocatechuate dioxygenase	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
HPCA 2,3-dioxygenase	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
Bf 2,3-HPCD	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
PaDHPAO	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
gene name	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
homoprotocatechuate 2,3 dioxygenase	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
HPCD	1.13.11.15	3,4-dihydroxyphenylacetate 2,3-dioxygenase
