synonyms	ec_number	recommended_name
DPNH peroxidase	1.11.1.1	NADH peroxidase
DPN peroxidase	1.11.1.1	NADH peroxidase
NAD peroxidase	1.11.1.1	NADH peroxidase
peroxidase, nicotinamide adenine dinucleotide	1.11.1.1	NADH peroxidase
diphosphopyridine nucleotide peroxidase	1.11.1.1	NADH peroxidase
NADH-peroxidase	1.11.1.1	NADH peroxidase
nicotinamide adenine dinucleotide peroxidase	1.11.1.1	NADH peroxidase
NPXase	1.11.1.1	NADH peroxidase
NADH2 peroxidase	1.11.1.1	NADH peroxidase
NADH-PX	1.11.1.1	NADH peroxidase
nigerythrin	1.11.1.1	NADH peroxidase
NADH-POD	1.11.1.1	NADH peroxidase
POD	1.11.1.1	NADH peroxidase
apoplastic peroxidase	1.11.1.1	NADH peroxidase
apoplastic class III peroxidase	1.11.1.1	NADH peroxidase
NADH peroxidase	1.11.1.1	NADH peroxidase
ruberythrin	1.11.1.1	NADH peroxidase
revRbr	1.11.1.1	NADH peroxidase
reverse rubrerythrin	1.11.1.1	NADH peroxidase
non-haem diiron protein	1.11.1.1	NADH peroxidase
NADH:H2O2 oxidoreductase	1.11.1.1	NADH peroxidase
NADH oxidase	1.11.1.1	NADH peroxidase
NADH:O2 oxidoreductase	1.11.1.1	NADH peroxidase
P2	1.11.1.1	NADH peroxidase
Npx	1.11.1.1	NADH peroxidase
NPR	1.11.1.1	NADH peroxidase
peroxidase, chloride	1.11.1.10	chloride peroxidase
vCPO	1.11.1.10	chloride peroxidase
Chloride peroxidase	1.11.1.10	chloride peroxidase
Vanadium chloride peroxidase	1.11.1.10	chloride peroxidase
chloroperoxidase	1.11.1.10	chloride peroxidase
CPO	1.11.1.10	chloride peroxidase
heme-thiolate chloroperoxidase	1.11.1.10	chloride peroxidase
CCPO	1.11.1.10	chloride peroxidase
choroperoxidase	1.11.1.10	chloride peroxidase
CPO-I	1.11.1.10	chloride peroxidase
L-ascorbic acid peroxidase	1.11.1.11	L-ascorbate peroxidase
L-ascorbic acid-specific peroxidase	1.11.1.11	L-ascorbate peroxidase
peroxidase, ascorbate	1.11.1.11	L-ascorbate peroxidase
