synonyms	ec_number	recommended_name
reductase, cytidine diphospho-4-keto-6-deoxy-D-glucose	1.17.1.1	CDP-4-dehydro-6-deoxyglucose reductase
cytidine diphosphate 4-keto-6-deoxy-D-glucose-3-dehydrogenase	1.17.1.1	CDP-4-dehydro-6-deoxyglucose reductase
CDP-4-keto-deoxy-glucose reductase	1.17.1.1	CDP-4-dehydro-6-deoxyglucose reductase
CDP-4-keto-6-deoxy-D-glucose-3-dehydrogenase system	1.17.1.1	CDP-4-dehydro-6-deoxyglucose reductase
NAD(P)H:CDP-4-keto-6-deoxy-D-glucose oxidoreductase	1.17.1.1	CDP-4-dehydro-6-deoxyglucose reductase
2 proteins E1 and E3 are involved but no partialreaction has been observed in the presence of either alone	1.17.1.1	CDP-4-dehydro-6-deoxyglucose reductase
ascD	1.17.1.1	CDP-4-dehydro-6-deoxyglucose reductase
CDP-6-deoxy-D-xylo-4-hexulose-3-dehydrase	1.17.1.1	CDP-4-dehydro-6-deoxyglucose reductase
rfbH	1.17.1.1	CDP-4-dehydro-6-deoxyglucose reductase
dehydrogenase, formate (nicotinamide adenine dinucleotide phosphate)	1.17.1.10	formate dehydrogenase (NADP+)
NADP-dependent formate dehydrogenase	1.17.1.10	formate dehydrogenase (NADP+)
formate dehydrogenase (NADP)	1.17.1.10	formate dehydrogenase (NADP+)
NADPH-dependent formate dehydrogenase	1.17.1.10	formate dehydrogenase (NADP+)
NADPH-FDH	1.17.1.10	formate dehydrogenase (NADP+)
FDH	1.17.1.10	formate dehydrogenase (NADP+)
NADP+-dependent formate dehydrogenase	1.17.1.10	formate dehydrogenase (NADP+)
electron-bifurcating formate dehydrogenase	1.17.1.11	formate dehydrogenase (NAD+, ferredoxin)
Fdh/Hyl	1.17.1.11	formate dehydrogenase (NAD+, ferredoxin)
leucocyanidin reductase	1.17.1.3	leucoanthocyanidin reductase
reductase, leucoanthocyanidin	1.17.1.3	leucoanthocyanidin reductase
enzyme is part of the isoflavone reductase group ofthe reductase-epimerase-dehydrogenase family of enzymes	1.17.1.3	leucoanthocyanidin reductase
Vv lar2	1.17.1.3	leucoanthocyanidin reductase
