synonyms	ec_number	recommended_name
NADH:nitrate oxidoreductase	1.7.1.1	nitrate reductase (NADH)
reductase, nitrate	1.7.1.1	nitrate reductase (NADH)
assimilatory NADH:nitrate reductase	1.7.1.1	nitrate reductase (NADH)
NR1	1.7.1.1	nitrate reductase (NADH)
nitrate reductase	1.7.1.1	nitrate reductase (NADH)
Nia2	1.7.1.1	nitrate reductase (NADH)
cytosolic NADH nitrate reductase	1.7.1.1	nitrate reductase (NADH)
formerly	1.7.1.1	nitrate reductase (NADH)
NaR	1.7.1.1	nitrate reductase (NADH)
Assimilatory nitrate reductase	1.7.1.1	nitrate reductase (NADH)
NADH-dependent nitrate reductase	1.7.1.1	nitrate reductase (NADH)
NADH-Nar	1.7.1.1	nitrate reductase (NADH)
NR	1.7.1.1	nitrate reductase (NADH)
NaR1	1.7.1.1	nitrate reductase (NADH)
NR2	1.7.1.1	nitrate reductase (NADH)
NADH-nitrate reductase	1.7.1.1	nitrate reductase (NADH)
NADH-NO3- reductase	1.7.1.1	nitrate reductase (NADH)
reductase, hydroxylamine	1.7.1.10	hydroxylamine reductase (NADH)
ammonium dehydrogenase	1.7.1.10	hydroxylamine reductase (NADH)
NADH-hydroxylamine reductase	1.7.1.10	hydroxylamine reductase (NADH)
N-hydroxy amine reductase	1.7.1.10	hydroxylamine reductase (NADH)
EC 1.6.6.11	1.7.1.10	hydroxylamine reductase (NADH)
gene name	1.7.1.10	hydroxylamine reductase (NADH)
formerly primane protein,displays hydroxylamine reductase activity	1.7.1.10	hydroxylamine reductase (NADH)
N,N'-dimethyl-p-aminoazobenzene oxide reductase	1.7.1.11	4-(dimethylamino)phenylazoxybenzene reductase
dimethylaminoazobenzene N-oxide reductase	1.7.1.11	4-(dimethylamino)phenylazoxybenzene reductase
NADPH-dependent DMAB N-oxide reductase	1.7.1.11	4-(dimethylamino)phenylazoxybenzene reductase
EC 1.6.6.12	1.7.1.11	4-(dimethylamino)phenylazoxybenzene reductase
N-hydroxy-2-acetylaminofluorene reductase	1.7.1.12	N-hydroxy-2-acetamidofluorene reductase
NAD(P)H2:N-hydroxy-2-acetamidofluorene N-oxidoreductase	1.7.1.12	N-hydroxy-2-acetamidofluorene reductase
EC 1.6.6.13	1.7.1.12	N-hydroxy-2-acetamidofluorene reductase
queuine synthase	1.7.1.13	preQ1 synthase
QueF	1.7.1.13	preQ1 synthase
YkvM	1.7.1.13	preQ1 synthase
preQ0 reductase	1.7.1.13	preQ1 synthase
preQ0oxidoreductase	1.7.1.13	preQ1 synthase
7-aminomethyl-7-carbaguanine:NADP+ oxidoreductase	1.7.1.13	preQ1 synthase
7-cyano-7-deazaguanine reductase	1.7.1.13	preQ1 synthase
nitrile reductase	1.7.1.13	preQ1 synthase
NADPH-dependent 7-cyano-7-deazaguanine reductase	1.7.1.13	preQ1 synthase
NRed	1.7.1.13	preQ1 synthase
isozyme	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
CYP55A4	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
P450nor	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
cytochrome P450nor	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
fungal nitric oxide reductase	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
NOR	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
Anor	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
CYP55A5	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
isozyme	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
cytochrome P450 NADH-NO reductase	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
isoform	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
isoform	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
gene name	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
isozyme	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
isozyme	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
CYP55A2	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
CYP55A3	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
NADPH-dependent cytochrome P450nor	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
NADPH-specific isozyme	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
isozyme preferring NADPH to NADH	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
cytochrome P-450nor	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
Nor1p	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
cytochrome P450 nitric oxide reductase	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
P450 nitric oxide reductase	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
Nor1	1.7.1.14	nitric oxide reductase [NAD(P)+, nitrous oxide-forming]
nitrite reductase (reduced nicotinamide adenine dinucleotide)	1.7.1.15	nitrite reductase (NADH)
assimilatory nitrite reductase	1.7.1.15	nitrite reductase (NADH)
gene name	1.7.1.15	nitrite reductase (NADH)
gene name	1.7.1.15	nitrite reductase (NADH)
