synonyms	ec_number	recommended_name
reductase, mercurate(II)	1.16.1.1	mercury(II) reductase
mercurate(II) reductase	1.16.1.1	mercury(II) reductase
mercury reductase	1.16.1.1	mercury(II) reductase
reduced NADP:mercuric ion oxidoreductase	1.16.1.1	mercury(II) reductase
Mer A	1.16.1.1	mercury(II) reductase
mercuric (II) reductase	1.16.1.1	mercury(II) reductase
MerA protein	1.16.1.1	mercury(II) reductase
gene name	1.16.1.1	mercury(II) reductase
bacterial mercuric reductase	1.16.1.1	mercury(II) reductase
MseMerA	1.16.1.1	mercury(II) reductase
gene name	1.16.1.1	mercury(II) reductase
Tn501 mercuric ion reductase	1.16.1.1	mercury(II) reductase
Tn501 MerA	1.16.1.1	mercury(II) reductase
mercuric reductase	1.16.1.1	mercury(II) reductase
gene name	1.16.1.1	mercury(II) reductase
mercuric ion reductase	1.16.1.1	mercury(II) reductase
ferric-chelate reductase (NAD(P)H)	1.16.1.10	ferric-chelate reductase [NAD(P)H]
ferric chelate oxidoreductase	1.16.1.10	ferric-chelate reductase [NAD(P)H]
chloroplast ferric chelate oxidoreductase	1.16.1.10	ferric-chelate reductase [NAD(P)H]
cFRO	1.16.1.10	ferric-chelate reductase [NAD(P)H]
FCR	1.16.1.10	ferric-chelate reductase [NAD(P)H]
ferric reductase	1.16.1.10	ferric-chelate reductase [NAD(P)H]
gene name	1.16.1.10	ferric-chelate reductase [NAD(P)H]
Ferric chelate reductase 1 like protein	1.16.1.10	ferric-chelate reductase [NAD(P)H]
FRRS1L	1.16.1.10	ferric-chelate reductase [NAD(P)H]
gene name	1.16.1.10	ferric-chelate reductase [NAD(P)H]
ferric chelate reductase	1.16.1.10	ferric-chelate reductase [NAD(P)H]
FRO protein	1.16.1.10	ferric-chelate reductase [NAD(P)H]
gene name	1.16.1.10	ferric-chelate reductase [NAD(P)H]
gene name	1.16.1.10	ferric-chelate reductase [NAD(P)H]
diferric transferrin reductase	1.16.1.2	diferric-transferrin reductase
NADH diferric transferrin reductase	1.16.1.2	diferric-transferrin reductase
transferrin reductase	1.16.1.2	diferric-transferrin reductase
Aquacobalamin reductase	1.16.1.3	aquacobalamin reductase
reductase, aquacobalamin	1.16.1.3	aquacobalamin reductase
vitamin B12a reductase	1.16.1.3	aquacobalamin reductase
reductase, vitamin B12a	1.16.1.3	aquacobalamin reductase
NADH-linked aquacobalamin reductase	1.16.1.3	aquacobalamin reductase
B12a reductase	1.16.1.3	aquacobalamin reductase
NADH2:cob(III)alamin oxidoreductase	1.16.1.3	aquacobalamin reductase
EC 1.6.99.8	1.16.1.3	aquacobalamin reductase
enzyme is probably part of the b-typecytochrome/cytochrome b5 reductase complex in rat mitochondria	1.16.1.3	aquacobalamin reductase
reductase, vitamin B12r	1.16.1.4	cob(II)alamin reductase
vitamin B12r reductase	1.16.1.4	cob(II)alamin reductase
B12r reductase	1.16.1.4	cob(II)alamin reductase
NADH2:cob(II)alamin oxidoreductase	1.16.1.4	cob(II)alamin reductase
EC 1.6.99.9	1.16.1.4	cob(II)alamin reductase
PduS	1.16.1.4	cob(II)alamin reductase
reductase, aquacobalamin (reduced nicotinamide adenine dinucleotidephosphate)	1.16.1.5	aquacobalamin reductase (NADPH)
aquacobalamin (reduced nicotinamide adenine dinucleotide phosphate)reductase	1.16.1.5	aquacobalamin reductase (NADPH)
NADPH-linked aquacobalamin reductase	1.16.1.5	aquacobalamin reductase (NADPH)
NADPH:aquacob(III)alamin oxidoreductase	1.16.1.5	aquacobalamin reductase (NADPH)
EC 1.6.99.11	1.16.1.5	aquacobalamin reductase (NADPH)
