synonyms	ec_number	recommended_name
dehydrogenase, dihydrouracil	1.3.1.1	dihydropyrimidine dehydrogenase (NAD+)
dihydrothymine dehydrogenase	1.3.1.1	dihydropyrimidine dehydrogenase (NAD+)
pyrimidine reductase	1.3.1.1	dihydropyrimidine dehydrogenase (NAD+)
thymine reductase	1.3.1.1	dihydropyrimidine dehydrogenase (NAD+)
uracil reductase	1.3.1.1	dihydropyrimidine dehydrogenase (NAD+)
dihydrouracil dehydrogenase (NAD+)	1.3.1.1	dihydropyrimidine dehydrogenase (NAD+)
DPD	1.3.1.1	dihydropyrimidine dehydrogenase (NAD+)
dihydropyrimidine dehydrogenase	1.3.1.1	dihydropyrimidine dehydrogenase (NAD+)
RibD	1.3.1.1	dihydropyrimidine dehydrogenase (NAD+)
pyrimidine deaminase/reductase	1.3.1.1	dihydropyrimidine dehydrogenase (NAD+)
acyl-ACP dehydrogenase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
reductase, enoyl-[acyl carrier protein] (reduced nicotinamide adeninedinucleotide phosphate)	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
NADPH 2-enoyl Co A reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
enoyl acyl-carrier-protein reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
1-cyclohexenylcarbonyl coenzyme A reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
Mrf1p	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
YgaA	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
FabK	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
enoyl-ACP-reductase II	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
enoyl-acyl carrier protein reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
FabI	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
enoyl-[acyl-carrier-protein] reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
enoyl reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
enoyl-ACP reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
enoyl-ACP reductase III	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
trans-enoyl-[acyl-carrier-protein] reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
FabL	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
NADPH dependent acyl-ACP reductase and NADHdependent acyl-ACP/acyl-CoA reductase activity reside on the sameprotein	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
2-trans-enoyl-ACP reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
Etr1p	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
ENR	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
enoyl-[acyl carrier protein] reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
beta-ketoacyl reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
fabG4	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
enoyl thioester reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
2-enoyl thioester reductase	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
gene name	1.3.1.100	chanoclavine-I aldehyde reductase
old yellow enzyme	1.3.1.100	chanoclavine-I aldehyde reductase
FgaOx3	1.3.1.100	chanoclavine-I aldehyde reductase
digeranylgeranylglycerophospholipid reductase	1.3.1.101	2,3-bis-O-geranylgeranyl-sn-glycerol 1-phosphate reductase [NAD(P)H]
2,3-digeranylgeranylglycerophospholipid reductase	1.3.1.101	2,3-bis-O-geranylgeranyl-sn-glycerol 1-phosphate reductase [NAD(P)H]
gene name	1.3.1.101	2,3-bis-O-geranylgeranyl-sn-glycerol 1-phosphate reductase [NAD(P)H]
DGGGPL reductase	1.3.1.101	2,3-bis-O-geranylgeranyl-sn-glycerol 1-phosphate reductase [NAD(P)H]
NADPH-dependent alkenal/one oxidoreductase	1.3.1.102	2-alkenal reductase (NADP+)
AOR	1.3.1.102	2-alkenal reductase (NADP+)
2-alkenal reductase	1.3.1.102	2-alkenal reductase (NADP+)
AER	1.3.1.102	2-alkenal reductase (NADP+)
2-alkenal reductase (NADP+-dependent)	1.3.1.102	2-alkenal reductase (NADP+)
NtRed-1	1.3.1.102	2-alkenal reductase (NADP+)
allyl-ADH	1.3.1.102	2-alkenal reductase (NADP+)
the amino acid sequences of the deduced allyl-ADHsare different in four amino acid residues	1.3.1.102	2-alkenal reductase (NADP+)
the amino acid sequences of the deduced allyl-ADHsare different in four amino acid residues, allyl-ADH2 has the followingmutations compared to ADH1: T17A, V30A, L345P,R278H	1.3.1.102	2-alkenal reductase (NADP+)
allyl-alcohol dehydrogenase	1.3.1.102	2-alkenal reductase (NADP+)
NtDBR	1.3.1.102	2-alkenal reductase (NADP+)
PaDBR1	1.3.1.102	2-alkenal reductase (NADP+)
UniProt	1.3.1.102	2-alkenal reductase (NADP+)
alkenal double bond reductase	1.3.1.102	2-alkenal reductase (NADP+)
PaDBR2	1.3.1.102	2-alkenal reductase (NADP+)
UniProt	1.3.1.102	2-alkenal reductase (NADP+)
AtAOR	1.3.1.102	2-alkenal reductase (NADP+)
chloroplastic alkenal/one oxidoreductase	1.3.1.102	2-alkenal reductase (NADP+)
gene name	1.3.1.103	2-haloacrylate reductase
NADPH 2-enoyl Co A reductase	1.3.1.104	enoyl-[acyl-carrier-protein] reductase (NADPH)
enoyl-ACP reductase	1.3.1.104	enoyl-[acyl-carrier-protein] reductase (NADPH)
enoyl-[acyl carrier protein] (reduced nicotinamide adeninedinucleotide phosphate) reductase	1.3.1.104	enoyl-[acyl-carrier-protein] reductase (NADPH)
FabL	1.3.1.104	enoyl-[acyl-carrier-protein] reductase (NADPH)
YgaA	1.3.1.104	enoyl-[acyl-carrier-protein] reductase (NADPH)
FabI	1.3.1.104	enoyl-[acyl-carrier-protein] reductase (NADPH)
gene name	1.3.1.104	enoyl-[acyl-carrier-protein] reductase (NADPH)
JamJ	1.3.1.104	enoyl-[acyl-carrier-protein] reductase (NADPH)
SIEO	1.3.1.105	2-methylene-furan-3-one reductase
FaEO	1.3.1.105	2-methylene-furan-3-one reductase
CbiJ	1.3.1.106	cobalt-precorrin-6A reductase
SARED1	1.3.1.107	sanguinarine reductase
electron-bifurcating caffeoyl-CoA reductase	1.3.1.108	caffeoyl-CoA reductase
caffeoyl-CoA reductase-Etf complex	1.3.1.108	caffeoyl-CoA reductase
hydrocaffeoyl-CoA:NAD+, ferredoxin oxidoreductase	1.3.1.108	caffeoyl-CoA reductase
butyryl-CoA dehydrogenase/Etf complex	1.3.1.109	butanoyl-CoA dehydrogenase (NAD+, ferredoxin)
butyryl-coenzyme A dehydrogenase-EtfAB complex	1.3.1.109	butanoyl-CoA dehydrogenase (NAD+, ferredoxin)
