synonyms	ec_number	recommended_name
rubredoxin reductase	1.18.1.1	rubredoxin-NAD+ reductase
reductase, rubredoxin-nicotinamide adenine dinucleotide	1.18.1.1	rubredoxin-NAD+ reductase
dihydronicotinamide adenine dinucleotide-rubredoxin reductase	1.18.1.1	rubredoxin-NAD+ reductase
reduced nicotinamide adenine dinucleotide-rubredoxin reductase	1.18.1.1	rubredoxin-NAD+ reductase
NADH-rubredoxin reductase	1.18.1.1	rubredoxin-NAD+ reductase
rubredoxin-NAD reductase	1.18.1.1	rubredoxin-NAD+ reductase
NADH: rubredoxin oxidoreductase	1.18.1.1	rubredoxin-NAD+ reductase
DPNH-rubredoxin reductase	1.18.1.1	rubredoxin-NAD+ reductase
NADH-rubredoxin oxidoreductase	1.18.1.1	rubredoxin-NAD+ reductase
NOR	1.18.1.1	rubredoxin-NAD+ reductase
FIRd-reductase	1.18.1.1	rubredoxin-NAD+ reductase
(flavo)rubredoxin reductase	1.18.1.1	rubredoxin-NAD+ reductase
EC 1.6.7.2	1.18.1.1	rubredoxin-NAD+ reductase
NAD(P)H:rubredoxin reductase	1.18.1.1	rubredoxin-NAD+ reductase
RdxR	1.18.1.1	rubredoxin-NAD+ reductase
NROR	1.18.1.1	rubredoxin-NAD+ reductase
NADH:rubredoxin oxidoreductase	1.18.1.1	rubredoxin-NAD+ reductase
rubB	1.18.1.1	rubredoxin-NAD+ reductase
locus name	1.18.1.1	rubredoxin-NAD+ reductase
reductase, ferredoxin-nicotinamide adenine dinucleotide phosphate	1.18.1.2	ferredoxin-NADP+ reductase
TPNH-ferredoxin reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
NADP:ferredoxin oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-TPN reductase	1.18.1.2	ferredoxin-NADP+ reductase
reduced nicotinamide adenine dinucleotide phosphate-adrenodoxinreductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP-oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
NADPH:ferredoxin oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-nicotinamide-adenine dinucleotide phosphate (oxidized)reductase	1.18.1.2	ferredoxin-NADP+ reductase
EC 1.6.7.1	1.18.1.2	ferredoxin-NADP+ reductase
EC 1.6.99.4	1.18.1.2	ferredoxin-NADP+ reductase
DA1	1.18.1.2	ferredoxin-NADP+ reductase
Flavodoxin reductase	1.18.1.2	ferredoxin-NADP+ reductase
FLDR	1.18.1.2	ferredoxin-NADP+ reductase
FLXR	1.18.1.2	ferredoxin-NADP+ reductase
NFR	1.18.1.2	ferredoxin-NADP+ reductase
cytochrome b6f -associated ferredoxin:NADP+ oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin: NADP(+) oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP(H) oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin:NADP(+) oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin:NADPH oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-nicotinamide adenine dinucleotide phosphatereductase	1.18.1.2	ferredoxin-NADP+ reductase
Fd-NADP+ reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin NADP+ reductase	1.18.1.2	ferredoxin-NADP+ reductase
NADPH-dependent ferredoxin reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin NADP reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin nicotinamide adenine dinucleotide phosphate reductase	1.18.1.2	ferredoxin-NADP+ reductase
FPR	1.18.1.2	ferredoxin-NADP+ reductase
Pseudomonas putida harbors two ferredoxin-NADP+reductases FprA and FprB on its chromosome.	1.18.1.2	ferredoxin-NADP+ reductase
Fprs	1.18.1.2	ferredoxin-NADP+ reductase
Pseudomonas putida harbors two ferredoxin-NADP+reductases FprA and FprB on its chromosome.	1.18.1.2	ferredoxin-NADP+ reductase
NADPH ferredoxin reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP+ reductase of Plasmodium falciparum	1.18.1.2	ferredoxin-NADP+ reductase
Ferredoxin-NADP(+) reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP reductase	1.18.1.2	ferredoxin-NADP+ reductase
FNR	1.18.1.2	ferredoxin-NADP+ reductase
enzyme belongs more to theplant-type enzyme family than to the bacterial-type enzyme family	1.18.1.2	ferredoxin-NADP+ reductase
