synonyms	ec_number	recommended_name
NNT	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
nicotinamide nucleotide transhydrogenase	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
pyridine nucleotide transhydrogenase	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
H+-thase	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
proton-pumping nicotinamide nucleotide transhydrogenase	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
proton-translocating nicotinamide nucleotide transhydrogenase	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
PntAB	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
gene name	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
gene name	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
proton translocating nicotinamide nucleotide transhydrogenase	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
H+-transhydrogenase	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
nicotinamide adenine dinucleotide H +-transhydrogenase	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
H+-TH	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
proton-translocating transhydrogenase	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
transhydrogenase	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
proton translocating transhydrogenase	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
proton-pumping membrane protein transhydrogenase	7.1.1.1	proton-translocating NAD(P)+ transhydrogenase
Protein P1	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
coenzyme Q reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
complex I (mitochondrial electron transport)	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
complex I dehydrogenase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
complex I (NADH:Q1 oxidoreductase)	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
complex I (electron transport chain)	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
dihydronicotinamide adenine dinucleotide-coenzyme Q reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
DPNH-coenzyme Q reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
DPNH-ubiquinone reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
electron transfer complex I	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
mitochondrial electron transport complex I	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
mitochondrial electron transport complex 1	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-CoQ reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH coenzyme Q1 reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-coenzyme Q oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-coenzyme Q reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-ubiquinone-1 reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:ubiquinone oxidoreductase complex	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-Q6 oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-ferricyanide reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
reduced nicotinamide adenine dinucleotide-coenzyme Q reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
reductase, ubiquinone	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
type I dehydrogenase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
ubiquinone reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
13 kDa differentiation-associated protein	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CDA016	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Cell adhesion protein SQM1	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Cell death-regulatory protein GRIM-19	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CGI-39	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-11KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-12KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-14.8KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-14KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-15 kDa	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-16KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-17.3KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-17.8KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-18 kDa	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-18Kd	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-19.3KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-19KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-20KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-21KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-22.5Kd	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-23KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-27KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-28.5KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-29.9KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-29KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-30KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-31KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-38.5KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-39KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-40KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-42.5KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-42KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-49KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-51KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-75KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-78KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-9.5	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-9KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-AGGG	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-AQDQ	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-ASHI	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-B12	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-B14	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-B14.5a	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-B14.5b	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-B15	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-B16.6	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-B17	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-B17.2	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-B18	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-B22	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-B8	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-B9	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-KFYI	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-MLRQ	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-MNLL	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-MWFE	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-PDSW	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-PGIV	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CI-SGDH	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
CIB17.2	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-11KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-12KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-14.8KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-14KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-15 kDa	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-16KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-17.3KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-17.8KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-18 kDa	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-18Kd	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-19.3KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-19KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-20KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-21KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-22.5Kd	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-23KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-27KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-28.5KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-29.9KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-29KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-30KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-38.5KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-39KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-40KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-42.5KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-42KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-49KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-51KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-75KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-78KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-9.5KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-9KD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-AGGG	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-AQDQ	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-ASHI	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-B12	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-B14	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-B14.5a	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-B14.5b	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-B15	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-B16.6	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-B17	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-B17.2	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-B18	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-B22	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-B8	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-B9	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-KFYI	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-MLRQ	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-MNLL	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-MWFE	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-PDSW	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-PGIV	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Complex I-SGDH	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Gene associated with retinoic-interferon-induced mortality 19 protein	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
GGHPW	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
GRIM-19	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Hypothetical protein Walter	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Ubiquinone-binding protein	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH: ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH dehydrogenase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
in mitochondria	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
mitochondrial NADH dehydrogenase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
proton-translocating NADH-quinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-quinone reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-ubiquinone oxidoreductase (complex I)	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:quinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
proton-translocating NADH:ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
energy-converting NADPH:ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
respiratory complex I	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
non-proton-pumpingNADH-ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
proton-pumping NADH:ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NDUFA5	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH dehydrogenase subunit 5	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
ND5	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:cytochrome c reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NCCR	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH CoQ reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:CoQ1 oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
type-II NADH dehydrogenase TgNDH2-I	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH coenzyme Q dehydrogenase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
RCC-I	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
respiratory chain complex I	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-quinone (NADH-ferricyanide) reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
MC-I	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-CoQ1 reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
nicotinamide adenine dinucleotide-ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-CoQ oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:HAR (III) reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Internal NADH dehydrogenase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Ndi1	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-ubiquinone reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:coenzyme Q oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-Q1 oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:external quinone reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH–ubiquinone Q1 oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH: ubiquinone reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
complex 1	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
mitochondrial NADH:ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
mitochondrial complex I	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NDH2	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
external alternative NAD(P)H dehydrogenase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NDE2	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Ndh complex	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
proton-translocating NADH: ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
alternative NADH: ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:DBQ oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH: n-decylubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
type I NADH dehydrogenase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Ndi1p	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
alternative NADH:ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:ubiquinone-1 oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
type-II NADH-menaquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
type II NADH:quinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Ndh/NdhA–type II NADH:(mena)quinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
type II NADH-quinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
AMAPOR	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
artificial mediator accepting pyridine nuclöeotide oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
alternative NADH oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
alternative complex I	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
type II NADH:dehydrogenase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
PfNdh2	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
type II NADH dehydrogenase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
type-2 NADH:quinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:caldariella quinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NDH-II	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
type 2 NADH:quinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
type-II NADH dehydrogenase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH-quinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
proton-pumping NADH-ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
ND1	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:HAR reductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
proton-pumping NADH-ubiquinoneoxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
PAI	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
mitochondrial proton-pumping NADH-ubiquinone oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
mitochondrial NADH dehydrogenase complex	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH:Q oxidoreductase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NDA2	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
type-II calcium-dependent NADH dehydrogenase	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
49 kDa subunit, gene name	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
PSST	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
gene name	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Nad1	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
Ndufa10	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
alpha subcomplex subunit10	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
AIFM1	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
apoptosis-inducing factor 1	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
gene name	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NDH-2A	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NrcN	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
AmiD	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
AIFM2	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
AIF-homologous mitochondrion-associated inducer of death	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NADH dehydrogenase 1	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
NDH	7.1.1.2	NADH:ubiquinone reductase (H+-translocating)
EC 3.6.1.3	7.1.2.1	H+-exporting ATPase
ATP phosphohydrolase	7.1.2.1	H+-exporting ATPase
proton-translocating ATPase	7.1.2.1	H+-exporting ATPase
yeast plasma membrane H+-ATPase	7.1.2.1	H+-exporting ATPase
yeast plasma membrane ATPase	7.1.2.1	H+-exporting ATPase
Proton pump	7.1.2.1	H+-exporting ATPase
LDH1A protein	7.1.2.1	H+-exporting ATPase
LDH1B protein	7.1.2.1	H+-exporting ATPase
PAT2	7.1.2.1	H+-exporting ATPase
Proton pump 10	7.1.2.1	H+-exporting ATPase
Proton pump 11	7.1.2.1	H+-exporting ATPase
H+-ATPase	7.1.2.1	H+-exporting ATPase
plasmamembrane H+-ATPase	7.1.2.1	H+-exporting ATPase
P-type ATPase	7.1.2.1	H+-exporting ATPase
AHA2	7.1.2.1	H+-exporting ATPase
