synonyms	ec_number	recommended_name
polar-amino-acid-transporting ATPase	7.4.2.1	ABC-type polar-amino-acid transporter
ATP phosphohydrolase (polar-amino-acid-importing	7.4.2.1	ABC-type polar-amino-acid transporter
HisP	7.4.2.1	ABC-type polar-amino-acid transporter
CTRA	7.4.2.1	ABC-type polar-amino-acid transporter
BcaP	7.4.2.1	ABC-type polar-amino-acid transporter
branched-chain amino acid permease	7.4.2.1	ABC-type polar-amino-acid transporter
AAP	7.4.2.1	ABC-type polar-amino-acid transporter
amino acid permease 7	7.4.2.1	ABC-type polar-amino-acid transporter
AAP7	7.4.2.1	ABC-type polar-amino-acid transporter
lysine-specific permease	7.4.2.1	ABC-type polar-amino-acid transporter
VfAAP1	7.4.2.1	ABC-type polar-amino-acid transporter
histidine binding subunit of the histidine permease	7.4.2.1	ABC-type polar-amino-acid transporter
lysine-specific transporter	7.4.2.1	ABC-type polar-amino-acid transporter
gene name	7.4.2.1	ABC-type polar-amino-acid transporter
lysine permease	7.4.2.1	ABC-type polar-amino-acid transporter
histidine permease	7.4.2.1	ABC-type polar-amino-acid transporter
displays also EC 3.6.3.21/nonpolar-amino-acid-transporting ATPase activity	7.4.2.1	ABC-type polar-amino-acid transporter
Gap1p	7.4.2.1	ABC-type polar-amino-acid transporter
gap1 gene product	7.4.2.1	ABC-type polar-amino-acid transporter
Gap1 permease	7.4.2.1	ABC-type polar-amino-acid transporter
amino acid transceptor	7.4.2.1	ABC-type polar-amino-acid transporter
transporting amino acid transceptor	7.4.2.1	ABC-type polar-amino-acid transporter
GAP1	7.4.2.1	ABC-type polar-amino-acid transporter
amino acid permease	7.4.2.1	ABC-type polar-amino-acid transporter
catalyzes the transport ofall the D- and L-isomers of the amino acids normally found in proteins	7.4.2.1	ABC-type polar-amino-acid transporter
PcGap1	7.4.2.1	ABC-type polar-amino-acid transporter
AAP8	7.4.2.1	ABC-type polar-amino-acid transporter
amino acid permease 8	7.4.2.1	ABC-type polar-amino-acid transporter
amino acid permease 1	7.4.2.1	ABC-type polar-amino-acid transporter
AAP1	7.4.2.1	ABC-type polar-amino-acid transporter
lysine histidine transporter 1	7.4.2.1	ABC-type polar-amino-acid transporter
LHT1	7.4.2.1	ABC-type polar-amino-acid transporter
nonpolar-amino-acid-transporting ATPase	7.4.2.2	ABC-type nonpolar-amino-acid transporter
ATP phosphohydrolase (nonpolar-amino-acid-transporting)	7.4.2.2	ABC-type nonpolar-amino-acid transporter
the vacuolar amino acid transporters belong to the AVTfamily or the VBA family of enzymes	7.4.2.2	ABC-type nonpolar-amino-acid transporter
vacuolar amino acid transporter	7.4.2.2	ABC-type nonpolar-amino-acid transporter
ATB0	7.4.2.2	ABC-type nonpolar-amino-acid transporter
acidic amino acid permease	7.4.2.2	ABC-type nonpolar-amino-acid transporter
PcDIP5	7.4.2.2	ABC-type nonpolar-amino-acid transporter
amino acid permease 1	7.4.2.2	ABC-type nonpolar-amino-acid transporter
AAP1	7.4.2.2	ABC-type nonpolar-amino-acid transporter
ATPase	7.4.2.2	ABC-type nonpolar-amino-acid transporter
BGT	7.4.2.2	ABC-type nonpolar-amino-acid transporter
neutral amino acid permease N-I	7.4.2.2	ABC-type nonpolar-amino-acid transporter
ABC-type high-affinity basic amino acid uptake transporter	7.4.2.2	ABC-type nonpolar-amino-acid transporter
branched-chain amino acid transporter	7.4.2.2	ABC-type nonpolar-amino-acid transporter
