synonyms	ec_number	recommended_name
NQR-1	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
NADH:quinoneoxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
complex I	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
sodium motive NADH:quinone oxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
Na+-motive NADH:quinone oxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
Na+-translocatingNADH:quinone oxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
Na1-NQR	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
Na+-translocating complex 1	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
Na(+)-translocating NADH:ubiquinone oxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
NqrF	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
Na+-translocating NADH dehydrogenase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
Na(+)-pumping NADH:quinone oxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
sodium pumping NADH:quinone oxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
Na+-pumping NADH: quinone oxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
Na+-pumping NADH:quinone oxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
sodium ion-translocating NADH:quinone oxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
Na+-translocating NADH-quinone oxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
Na+-translocating NADH-ubiquinone oxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
Na’-dependent NADH-ubiquinone oxidoreductase	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
subunit	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
subunit	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
subunit	7.2.1.1	NADH:ubiquinone reductase (Na+-transporting)
