synonyms	ec_number	recommended_name
glycolaldehydetransferase	2.2.1.1	transketolase
gene name	2.2.1.1	transketolase
gene name	2.2.1.1	transketolase
isoform	2.2.1.1	transketolase
isoform	2.2.1.1	transketolase
transketolase B	2.2.1.1	transketolase
transketolase-like-2	2.2.1.1	transketolase
TKTL2	2.2.1.1	transketolase
transketolase	2.2.1.1	transketolase
TKA	2.2.1.1	transketolase
transketolase A	2.2.1.1	transketolase
isoform	2.2.1.1	transketolase
isoform	2.2.1.1	transketolase
TKT	2.2.1.1	transketolase
transketolase like 1	2.2.1.1	transketolase
TKTL-1	2.2.1.1	transketolase
transketolase-like-1-gene	2.2.1.1	transketolase
transketolase-like 1	2.2.1.1	transketolase
transketolase-like enzyme 1	2.2.1.1	transketolase
TKTL1	2.2.1.1	transketolase
transketolase-like-1	2.2.1.1	transketolase
ADHS	2.2.1.10	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
cf. EC 4.1.2.13	2.2.1.10	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
ADH synthase	2.2.1.10	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
gene name	2.2.1.10	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
2-amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid synthase	2.2.1.10	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
ADHS	2.2.1.10	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
DKFP synthase	2.2.1.11	6-deoxy-5-ketofructose 1-phosphate synthase
gene name	2.2.1.11	6-deoxy-5-ketofructose 1-phosphate synthase
pigD	2.2.1.12	3-acetyloctanal synthase
dihydroxyacetonetransferase	2.2.1.2	transaldolase
dihydroxyacetone synthase	2.2.1.2	transaldolase
formaldehyde transketolase	2.2.1.2	transaldolase
transaldolase STY3758	2.2.1.2	transaldolase
gene name	2.2.1.2	transaldolase
FoTal	2.2.1.2	transaldolase
ATAL	2.2.1.2	transaldolase
824-TAL	2.2.1.2	transaldolase
XIF1	2.2.1.2	transaldolase
Atalp	2.2.1.2	transaldolase
NQM1/YGR043C	2.2.1.2	transaldolase
824-WT	2.2.1.2	transaldolase
TALB	2.2.1.2	transaldolase
transaldolase	2.2.1.2	transaldolase
TALase	2.2.1.2	transaldolase
transaldolase 1	2.2.1.2	transaldolase
TALDO1	2.2.1.2	transaldolase
transaldolase1	2.2.1.2	transaldolase
hTAL	2.2.1.2	transaldolase
TALDO	2.2.1.2	transaldolase
TAL	2.2.1.2	transaldolase
dihydroxyacetone synthase	2.2.1.3	formaldehyde transketolase
synthase, dihydroxyacetone	2.2.1.3	formaldehyde transketolase
transketolase, formaldehyde	2.2.1.3	formaldehyde transketolase
DHAS	2.2.1.3	formaldehyde transketolase
synthase, 1-deoxy-D-altro-heptulose 7-phosphate	2.2.1.4	acetoin-ribose-5-phosphate transaldolase
1-deoxy-D-altro-heptulose-7-phosphate synthetase	2.2.1.4	acetoin-ribose-5-phosphate transaldolase
1-deoxy-D-altro-heptulose-7-phosphate synthase	2.2.1.4	acetoin-ribose-5-phosphate transaldolase
2-hydroxy-3-oxoadipate glyoxylate-lyase (carboxylating)	2.2.1.5	2-hydroxy-3-oxoadipate synthase
EC 4.1.3.15	2.2.1.5	2-hydroxy-3-oxoadipate synthase
alpha-ketoglutaric-glyoxylic carboligase	2.2.1.5	2-hydroxy-3-oxoadipate synthase
alpha-ketoglutarate:glyoxylate carboligase	2.2.1.5	2-hydroxy-3-oxoadipate synthase
2-oxoglutarate: glyoxylate carboligase	2.2.1.5	2-hydroxy-3-oxoadipate synthase
glyoxylate-2-oxoglutarate carboligase	2.2.1.5	2-hydroxy-3-oxoadipate synthase
oxoglutarate: glyoxylate carboligase	2.2.1.5	2-hydroxy-3-oxoadipate synthase
HOAS	2.2.1.5	2-hydroxy-3-oxoadipate synthase
(R)-HOA synthase	2.2.1.5	2-hydroxy-3-oxoadipate synthase
HOA synthase	2.2.1.5	2-hydroxy-3-oxoadipate synthase
carboligase	2.2.1.5	2-hydroxy-3-oxoadipate synthase
Rv1248c	2.2.1.5	2-hydroxy-3-oxoadipate synthase
2-hydroxy-3-oxoadipate synthase	2.2.1.5	2-hydroxy-3-oxoadipate synthase
acetolactate pyruvate-lyase (carboxylating)	2.2.1.6	acetolactate synthase
EC 4.1.3.18	2.2.1.6	acetolactate synthase
acetolactic synthetase	2.2.1.6	acetolactate synthase
acetohydroxy acid synthetase	2.2.1.6	acetolactate synthase
alpha-acetohydroxy acid synthetase	2.2.1.6	acetolactate synthase
acetolactate synthetase	2.2.1.6	acetolactate synthase
alpha-acetolactate synthetase	2.2.1.6	acetolactate synthase
alpha-acetohydroxyacid synthase	2.2.1.6	acetolactate synthase
synthase, acetolactate	2.2.1.6	acetolactate synthase
