synonyms	ec_number	recommended_name
glutamic-oxaloacetic transaminase	2.6.1.1	aspartate transaminase
glutamic-aspartic transaminase	2.6.1.1	aspartate transaminase
transaminase A	2.6.1.1	aspartate transaminase
AspT	2.6.1.1	aspartate transaminase
aminotransferase, aspartate	2.6.1.1	aspartate transaminase
2-oxoglutarate-glutamate aminotransferase	2.6.1.1	aspartate transaminase
aspartate alpha-ketoglutarate transaminase	2.6.1.1	aspartate transaminase
aspartate-2-oxoglutarate transaminase	2.6.1.1	aspartate transaminase
aspartic acid aminotransferase	2.6.1.1	aspartate transaminase
aspartic aminotransferase	2.6.1.1	aspartate transaminase
aspartyl aminotransferase	2.6.1.1	aspartate transaminase
glutamate-oxalacetate aminotransferase	2.6.1.1	aspartate transaminase
glutamate-oxalate transaminase	2.6.1.1	aspartate transaminase
glutamic-aspartic aminotransferase	2.6.1.1	aspartate transaminase
glutamic-oxalacetic transaminase	2.6.1.1	aspartate transaminase
glutamic oxalic transaminase	2.6.1.1	aspartate transaminase
GOT	2.6.1.1	aspartate transaminase
L-aspartate transaminase	2.6.1.1	aspartate transaminase
L-aspartate-alpha-ketoglutarate transaminase	2.6.1.1	aspartate transaminase
L-aspartate-2-ketoglutarate aminotransferase	2.6.1.1	aspartate transaminase
L-aspartate-2-oxoglutarate aminotransferase	2.6.1.1	aspartate transaminase
L-aspartate-2-oxoglutarate-transaminase	2.6.1.1	aspartate transaminase
L-aspartic aminotransferase	2.6.1.1	aspartate transaminase
oxaloacetate-aspartate aminotransferase	2.6.1.1	aspartate transaminase
oxaloacetate transferase	2.6.1.1	aspartate transaminase
aspartate:2-oxoglutarate aminotransferase	2.6.1.1	aspartate transaminase
glutamate oxaloacetate transaminase	2.6.1.1	aspartate transaminase
AspAT	2.6.1.1	aspartate transaminase
plastid aspartate aminotransferase	2.6.1.1	aspartate transaminase
AAT3	2.6.1.1	aspartate transaminase
Sar2028	2.6.1.1	aspartate transaminase
aspartate/tyrosine/phenylalanine pyridoxal-5'-phosphate-dependent	2.6.1.1	aspartate transaminase
aspB	2.6.1.1	aspartate transaminase
aspartate/	2.6.1.1	aspartate transaminase
aoa/coa	2.6.1.1	aspartate transaminase
PfAspAT	2.6.1.1	aspartate transaminase
AspATSs	2.6.1.1	aspartate transaminase
SsAspAT	2.6.1.1	aspartate transaminase
C-S lyase	2.6.1.1	aspartate transaminase
aspartate	2.6.1.1	aspartate transaminase
AAT	2.6.1.1	aspartate transaminase
mitAAT	2.6.1.1	aspartate transaminase
AST	2.6.1.1	aspartate transaminase
GOT	2.6.1.1	aspartate transaminase
AST-Bb	2.6.1.1	aspartate transaminase
protein TT0402	2.6.1.1	aspartate transaminase
More	2.6.1.1	aspartate transaminase
L-aspartateartate aminotransferase	2.6.1.1	aspartate transaminase
EcAspAT	2.6.1.1	aspartate transaminase
aspartate:2-oxoglutarate amino-transferase	2.6.1.1	aspartate transaminase
L-aspartate aminotransferase	2.6.1.1	aspartate transaminase
aspartate, 2-oxoglutarate aminotransferase	2.6.1.1	aspartate transaminase
AATase	2.6.1.1	aspartate transaminase
L-AspAT	2.6.1.1	aspartate transaminase
aatB3	2.6.1.1	aspartate transaminase
aspartate transaminase	2.6.1.1	aspartate transaminase
AsAT	2.6.1.1	aspartate transaminase
GOT1L1	2.6.1.1	aspartate transaminase
GOT2	2.6.1.1	aspartate transaminase
alr1039	2.6.1.1	aspartate transaminase
all2340	2.6.1.1	aspartate transaminase
alr2765	2.6.1.1	aspartate transaminase
alr4853	2.6.1.1	aspartate transaminase
Cgl0240	2.6.1.1	aspartate transaminase
aatA	2.6.1.1	aspartate transaminase
aspartate aminotransferase A	2.6.1.1	aspartate transaminase
KAT IV	2.6.1.1	aspartate transaminase
L-aspartate:2-oxoglutarate aminotransferase	2.6.1.1	aspartate transaminase
Tb11.02.2740	2.6.1.1	aspartate transaminase
GL50803_91056	2.6.1.1	aspartate transaminase
GOT1	2.6.1.1	aspartate transaminase
AAT-2	2.6.1.1	aspartate transaminase
AAT-3	2.6.1.1	aspartate transaminase
glutamic oxaloacetic transaminase	2.6.1.1	aspartate transaminase
neo-6	2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase
kanB	2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase
neoB	2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase
BtrS	2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase
btrR	2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase
Neo6	2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase
L-glutamine:DOI aminotransferase	2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase
tbmB	2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase
2-deoxy-scyllo-inosose aminotransferase	2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase
neo-6	2.6.1.101	L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase
neoB	2.6.1.101	L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase
BtrS	2.6.1.101	L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase
L-glutamine:DOI aminotransferase	2.6.1.101	L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase
Neo6	2.6.1.101	L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase
Gln:DOI aminotransferase	2.6.1.101	L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase
L-glutamine: 2-deoxy-scyllo-inosamine aminotransferase	2.6.1.101	L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase
btrR	2.6.1.101	L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase
PerA	2.6.1.102	GDP-perosamine synthase
GDP-4-keto-6-deoxy-D-mannose-4-aminotransferase	2.6.1.102	GDP-perosamine synthase
GDP-perosamine synthase	2.6.1.102	GDP-perosamine synthase
RfbE	2.6.1.102	GDP-perosamine synthase
HpgT	2.6.1.103	(S)-3,5-dihydroxyphenylglycine transaminase
3-oxo-glucose-6-phosphate:glutamate aminotransferase	2.6.1.104	3-dehydro-glucose-6-phosphate-glutamate transaminase
ntdA	2.6.1.104	3-dehydro-glucose-6-phosphate-glutamate transaminase
DAPA aminotransferase	2.6.1.105	lysine-8-amino-7-oxononanoate transaminase
bioA	2.6.1.105	lysine-8-amino-7-oxononanoate transaminase
bioK	2.6.1.105	lysine-8-amino-7-oxononanoate transaminase
DesV	2.6.1.106	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
TyrB	2.6.1.107	beta-methylphenylalanine transaminase
4-	2.6.1.108	(5-formylfuran-3-yl)methyl phosphate transaminase
mfnC	2.6.1.108	(5-formylfuran-3-yl)methyl phosphate transaminase
MJ0684	2.6.1.108	(5-formylfuran-3-yl)methyl phosphate transaminase
4-HFC-P:alanine aminotransferase	2.6.1.108	(5-formylfuran-3-yl)methyl phosphate transaminase
kdnA	2.6.1.109	8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase
acetylornithine delta-transaminase	2.6.1.11	acetylornithine transaminase
