synonyms	ec_number	recommended_name
thiosulfate cyanide transsulfurase	2.8.1.1	thiosulfate sulfurtransferase
thiosulfate thiotransferase	2.8.1.1	thiosulfate sulfurtransferase
rhodanase	2.8.1.1	thiosulfate sulfurtransferase
sulfurtransferase, thiosulfate	2.8.1.1	thiosulfate sulfurtransferase
STR1	2.8.1.1	thiosulfate sulfurtransferase
r-RhdA	2.8.1.1	thiosulfate sulfurtransferase
CysA3	2.8.1.1	thiosulfate sulfurtransferase
rhodanese-like thiosulfate sulfurtransferaseprotein	2.8.1.1	thiosulfate sulfurtransferase
PspE	2.8.1.1	thiosulfate sulfurtransferase
GlpE	2.8.1.1	thiosulfate sulfurtransferase
Aq-477	2.8.1.1	thiosulfate sulfurtransferase
thiosulfate cyanide sulfurtransferase	2.8.1.1	thiosulfate sulfurtransferase
thiosulfate:cyanide transferase	2.8.1.1	thiosulfate sulfurtransferase
gene name	2.8.1.1	thiosulfate sulfurtransferase
RhdB2	2.8.1.1	thiosulfate sulfurtransferase
CST	2.8.1.1	thiosulfate sulfurtransferase
CsoR-like sulfurtransferase repressor	2.8.1.1	thiosulfate sulfurtransferase
TST	2.8.1.1	thiosulfate sulfurtransferase
rhodanese	2.8.1.1	thiosulfate sulfurtransferase
THI1	2.8.1.10	thiazole synthase
thiamine thiazole synthase	2.8.1.10	thiazole synthase
Thi4	2.8.1.10	thiazole synthase
gene name	2.8.1.10	thiazole synthase
IscS	2.8.1.11	molybdopterin synthase sulfurtransferase
L-cysteine desulfurase	2.8.1.11	molybdopterin synthase sulfurtransferase
gene name	2.8.1.11	molybdopterin synthase sulfurtransferase
molybdopterin synthase sulfurylase	2.8.1.11	molybdopterin synthase sulfurtransferase
molybdenum cofactor synthesis protein 3	2.8.1.11	molybdopterin synthase sulfurtransferase
MOCS3	2.8.1.11	molybdopterin synthase sulfurtransferase
CnxF protein	2.8.1.11	molybdopterin synthase sulfurtransferase
MOCS3-RLD	2.8.1.11	molybdopterin synthase sulfurtransferase
molybdopterin synthase sulfurase	2.8.1.11	molybdopterin synthase sulfurtransferase
MOCS3 rhodanese-like domain	2.8.1.11	molybdopterin synthase sulfurtransferase
molybdenum cofactor biosynthesis protein	2.8.1.11	molybdopterin synthase sulfurtransferase
MPT synthase	2.8.1.12	molybdopterin synthase
carrier subunit	2.8.1.12	molybdopterin synthase
Rv3323c	2.8.1.12	molybdopterin synthase
subunit	2.8.1.12	molybdopterin synthase
catalytic subunit	2.8.1.12	molybdopterin synthase
TTHA0341	2.8.1.12	molybdopterin synthase
MoaB	2.8.1.12	molybdopterin synthase
small subunit, gene name	2.8.1.12	molybdopterin synthase
large ubunit, gene name	2.8.1.12	molybdopterin synthase
MnmA	2.8.1.13	tRNA-uridine 2-sulfurtransferase
TRMU	2.8.1.14	tRNA-5-taurinomethyluridine 2-sulfurtransferase
MTU1	2.8.1.14	tRNA-5-taurinomethyluridine 2-sulfurtransferase
MTO2	2.8.1.14	tRNA-5-taurinomethyluridine 2-sulfurtransferase
SLM3	2.8.1.14	tRNA-5-taurinomethyluridine 2-sulfurtransferase
gene name	2.8.1.15	tRNA-5-methyluridine54 2-sulfurtransferase
Veg136 protein	2.8.1.15	tRNA-5-methyluridine54 2-sulfurtransferase
gene name	2.8.1.15	tRNA-5-methyluridine54 2-sulfurtransferase
gene name	2.8.1.15	tRNA-5-methyluridine54 2-sulfurtransferase
gene name	2.8.1.15	tRNA-5-methyluridine54 2-sulfurtransferase
sulfurtransferase, 3-mercaptopyruvate	2.8.1.2	3-mercaptopyruvate sulfurtransferase
beta-mercaptopyruvate sulfurtransferase	2.8.1.2	3-mercaptopyruvate sulfurtransferase
beta-mercaptopyruvate trans-sulfurase	2.8.1.2	3-mercaptopyruvate sulfurtransferase
SseA	2.8.1.2	3-mercaptopyruvate sulfurtransferase
