synonyms	ec_number	recommended_name
acetyltransferase, amino acid	2.3.1.1	amino-acid N-acetyltransferase
AGAS	2.3.1.1	amino-acid N-acetyltransferase
acetylglutamate synthetase	2.3.1.1	amino-acid N-acetyltransferase
acetylglutamic synthetase	2.3.1.1	amino-acid N-acetyltransferase
amino acid acetyltransferase	2.3.1.1	amino-acid N-acetyltransferase
N-acetyl-L-glutamate synthetase	2.3.1.1	amino-acid N-acetyltransferase
N-acetylglutamate synthetase	2.3.1.1	amino-acid N-acetyltransferase
ngNAGS	2.3.1.1	amino-acid N-acetyltransferase
ArgA	2.3.1.1	amino-acid N-acetyltransferase
the enzyme is a member of the GCN5-relatedN-acetyltransferase superfamily	2.3.1.1	amino-acid N-acetyltransferase
bifunctional enzyme	2.3.1.1	amino-acid N-acetyltransferase
bifunctional N-acetylglutamate synthase and kinase	2.3.1.1	amino-acid N-acetyltransferase
XcNAGS	2.3.1.1	amino-acid N-acetyltransferase
N-acetyl-glutamate synthase	2.3.1.1	amino-acid N-acetyltransferase
acetyltransferasedomain in ArgH(A) fusions. The last enzyme in arginine biosynthesis(argH) is fused to a short sequence that corresponds to the C-terminal,N-acetyltransferase-encoding domain of classical N-acetylglutamatesynthase and is able to complement an argA mutant of Escherichia coli	2.3.1.1	amino-acid N-acetyltransferase
ARG2	2.3.1.1	amino-acid N-acetyltransferase
bifunctionalenzyme	2.3.1.1	amino-acid N-acetyltransferase
N-acetylglutamate synthase	2.3.1.1	amino-acid N-acetyltransferase
NAGS	2.3.1.1	amino-acid N-acetyltransferase
acetylglutamate synthase	2.3.1.1	amino-acid N-acetyltransferase
PaNAGS	2.3.1.1	amino-acid N-acetyltransferase
pitax	2.3.1.1	amino-acid N-acetyltransferase
SINAGS1	2.3.1.1	amino-acid N-acetyltransferase
inactiveT-state with L-arginine bound and active R-state complexed with CoA andL-glutamate	2.3.1.1	amino-acid N-acetyltransferase
catalytic N-acetyltransferase domain	2.3.1.1	amino-acid N-acetyltransferase
argJ	2.3.1.1	amino-acid N-acetyltransferase
Cg3035	2.3.1.1	amino-acid N-acetyltransferase
NAGS/K	2.3.1.1	amino-acid N-acetyltransferase
acetyltransferase, hydrogen sulfide	2.3.1.10	hydrogen-sulfide S-acetyltransferase
hydrogen sulfide acetyltransferase	2.3.1.10	hydrogen-sulfide S-acetyltransferase
Acyl-protein synthetase	2.3.1.100	[myelin-proteolipid] O-palmitoyltransferase
synthetase, acyl protein	2.3.1.100	[myelin-proteolipid] O-palmitoyltransferase
myelin PLP acyltransferase	2.3.1.100	[myelin-proteolipid] O-palmitoyltransferase
formyltransferase, formylmethanofuran-tetrahydromethanopterin	2.3.1.101	formylmethanofuran-tetrahydromethanopterin N-formyltransferase
N-formylmethanofuran(CHO-MFR):tetrahydromethanopterin(H4MPT)formyltransferase	2.3.1.101	formylmethanofuran-tetrahydromethanopterin N-formyltransferase
formyltransferase/hydrolase complex	2.3.1.101	formylmethanofuran-tetrahydromethanopterin N-formyltransferase
formylmethanofuran:5,6,7,8-tetrahydromethanopterin N5-formyltransferase	2.3.1.101	formylmethanofuran-tetrahydromethanopterin N-formyltransferase
FTR	2.3.1.101	formylmethanofuran-tetrahydromethanopterin N-formyltransferase
gene name	2.3.1.101	formylmethanofuran-tetrahydromethanopterin N-formyltransferase
formyltransferase	2.3.1.101	formylmethanofuran-tetrahydromethanopterin N-formyltransferase
formylmethanofuran:tetrahydromethanopterin formyltransferase	2.3.1.101	formylmethanofuran-tetrahydromethanopterin N-formyltransferase
formylmethanofuran: tetrahydromethanopterin formyltransferase	2.3.1.101	formylmethanofuran-tetrahydromethanopterin N-formyltransferase
nepsilon-hydroxylysine:acetyl CoA nepsilon-transacetylase	2.3.1.102	N6-hydroxylysine N-acetyltransferase
nepsilon-hydroxylysine acetylase	2.3.1.102	N6-hydroxylysine N-acetyltransferase
acetyltransferase, nepsilon-hydroxylysine	2.3.1.102	N6-hydroxylysine N-acetyltransferase
hydroxycinnamoyltransferase,hydroxycinnamoylglucose-hydroxycinnamoylglucose	2.3.1.103	sinapoylglucose-sinapoylglucose O-sinapoyltransferase
1-(hydroxycinnamoyl)-glucose:1-(hydroxycinnamoyl)-glucosehydroxycinnamoyltransferase	2.3.1.103	sinapoylglucose-sinapoylglucose O-sinapoyltransferase
CGT	2.3.1.103	sinapoylglucose-sinapoylglucose O-sinapoyltransferase
1-O-(4-hydroxy-35-dimethoxycinnamoyl)-beta-D-glucoside:1-O-(4-hydroxy-35-dimethoxycinnamoyl)-beta-D-glucoside 1-O-sinapoyltransferase	2.3.1.103	sinapoylglucose-sinapoylglucose O-sinapoyltransferase
alkyllyso-GP:acetyl-CoA acetyltransferase	2.3.1.105	alkylglycerophosphate 2-O-acetyltransferase
ALPA AT	2.3.1.105	alkylglycerophosphate 2-O-acetyltransferase
1-O-alkyl-sn-glycero-3-phosphate:acetyl-CoA acetyltransferase	2.3.1.105	alkylglycerophosphate 2-O-acetyltransferase
hydroxycinnamoyltransferase, tartronate	2.3.1.106	tartronate O-hydroxycinnamoyltransferase
hydroxycinnamoyl-coenzyme-A:tartronate hydroxycinnamoyltransferase	2.3.1.106	tartronate O-hydroxycinnamoyltransferase
tartronate sinapoyltransferase	2.3.1.106	tartronate O-hydroxycinnamoyltransferase
deacetylvindoline acetyltransferase	2.3.1.107	deacetylvindoline O-acetyltransferase
17-O-deacetylvindoline-17-O-acetyltransferase	2.3.1.107	deacetylvindoline O-acetyltransferase
acetylcoenzyme A-deacetylvindoline 4-O-acetyltransferase	2.3.1.107	deacetylvindoline O-acetyltransferase
acetyl-CoA-17-O-deacetylvindoline 17-O-acetyltransferase	2.3.1.107	deacetylvindoline O-acetyltransferase
acetylcoenzyme A:deacetylvindoline 4-O-acetyltransferase	2.3.1.107	deacetylvindoline O-acetyltransferase
acetylcoenzyme A:deacetylvindoline O-acetyltransferase	2.3.1.107	deacetylvindoline O-acetyltransferase
acetyltransferase, deacetylvindoline	2.3.1.107	deacetylvindoline O-acetyltransferase
17-O-deacetylvindoline O-acetyltransferase	2.3.1.107	deacetylvindoline O-acetyltransferase
deacetylvindoline acetyl-CoA acetyl transferase	2.3.1.107	deacetylvindoline O-acetyltransferase
deacetylvindoline acetyl CoA acetyltransferase	2.3.1.107	deacetylvindoline O-acetyltransferase
acetyl-CoA: 4-O-deacetylvindoline 4-O-acetyltransferase	2.3.1.107	deacetylvindoline O-acetyltransferase
DAT	2.3.1.107	deacetylvindoline O-acetyltransferase
deacetylvindoline-4-O-acetyltransferase	2.3.1.107	deacetylvindoline O-acetyltransferase
deacetyl vindoline 4-O-acetyl transferase	2.3.1.107	deacetylvindoline O-acetyltransferase
alpha-tubulin acetylase	2.3.1.108	alpha-tubulin N-acetyltransferase
acetyl-CoA:alpha-tubulin-L-lysine Ne-acetyltransferase	2.3.1.108	alpha-tubulin N-acetyltransferase
alpha-tubulin acetyltransferase	2.3.1.108	alpha-tubulin N-acetyltransferase
alpha-TAT	2.3.1.108	alpha-tubulin N-acetyltransferase
Mec-17	2.3.1.108	alpha-tubulin N-acetyltransferase
ATAT1 tubulin acetyltransferase	2.3.1.108	alpha-tubulin N-acetyltransferase
alpha-tubulin N-acetyltransferase 1	2.3.1.108	alpha-tubulin N-acetyltransferase
ATAT1 acetylase	2.3.1.108	alpha-tubulin N-acetyltransferase
gene name	2.3.1.108	alpha-tubulin N-acetyltransferase
alphaTAT	2.3.1.108	alpha-tubulin N-acetyltransferase
TAT	2.3.1.108	alpha-tubulin N-acetyltransferase
elongator	2.3.1.108	alpha-tubulin N-acetyltransferase
tubulin acetyltransferase	2.3.1.108	alpha-tubulin N-acetyltransferase
alpha-tubulin K40 acetyltransferase	2.3.1.108	alpha-tubulin N-acetyltransferase
alphaTAT2	2.3.1.108	alpha-tubulin N-acetyltransferase
alphaTAT1	2.3.1.108	alpha-tubulin N-acetyltransferase
arginine succinyl transferase	2.3.1.109	arginine N-succinyltransferase
enzyme belongs to the acyl-CoA N-acyltransferasesuperfamily	2.3.1.109	arginine N-succinyltransferase
AST	2.3.1.109	arginine N-succinyltransferase
arginine succinyltransferase	2.3.1.109	arginine N-succinyltransferase
AstA	2.3.1.109	arginine N-succinyltransferase
thioltransacetylase B	2.3.1.11	thioethanolamine S-acetyltransferase
thioethanolamine acetyltransferase	2.3.1.11	thioethanolamine S-acetyltransferase
tyramine N-feruloyl-CoA transferase	2.3.1.110	tyramine N-feruloyltransferase
synthase, feruloyltyramine	2.3.1.110	tyramine N-feruloyltransferase
