synonyms	ec_number	recommended_name
methyltransferase, nicotinamide	2.1.1.1	nicotinamide N-methyltransferase
NNMT	2.1.1.1	nicotinamide N-methyltransferase
nicotinamide N-methyl transferase	2.1.1.1	nicotinamide N-methyltransferase
nicotinamide N-methyltransferase	2.1.1.1	nicotinamide N-methyltransferase
homocysteine methylase	2.1.1.10	homocysteine S-methyltransferase
S-adenosylmethionine homocysteine transmethylase	2.1.1.10	homocysteine S-methyltransferase
S-methylmethionine homocysteine transmethylase	2.1.1.10	homocysteine S-methyltransferase
adenosylmethionine transmethylase	2.1.1.10	homocysteine S-methyltransferase
methylmethionine:homocysteine methyltransferase	2.1.1.10	homocysteine S-methyltransferase
adenosylmethionine:homocysteine methyltransferase	2.1.1.10	homocysteine S-methyltransferase
homocysteine methyltransferase	2.1.1.10	homocysteine S-methyltransferase
homocysteine transmethylase	2.1.1.10	homocysteine S-methyltransferase
L-homocysteine S-methyltransferase	2.1.1.10	homocysteine S-methyltransferase
S-adenosyl-L-methionine:L-homocysteine methyltransferase	2.1.1.10	homocysteine S-methyltransferase
S-adenosylmethionine-homocysteine transmethylase	2.1.1.10	homocysteine S-methyltransferase
S-adenosylmethionine:homocysteine methyltransferase	2.1.1.10	homocysteine S-methyltransferase
encoded by single copy gene	2.1.1.10	homocysteine S-methyltransferase
encoded by single copy gene	2.1.1.10	homocysteine S-methyltransferase
HMT	2.1.1.10	homocysteine S-methyltransferase
S-methylmethionine: homocysteine S-methyltransferase	2.1.1.10	homocysteine S-methyltransferase
YagD	2.1.1.10	homocysteine S-methyltransferase
YagD protein	2.1.1.10	homocysteine S-methyltransferase
S-methylmethionine: homocysteine methyltransferase	2.1.1.10	homocysteine S-methyltransferase
AtHMT-3	2.1.1.10	homocysteine S-methyltransferase
BHMT-2	2.1.1.10	homocysteine S-methyltransferase
homocysteine methyltransferase Mht1	2.1.1.10	homocysteine S-methyltransferase
homocysteine methyltransferase Sam4	2.1.1.10	homocysteine S-methyltransferase
SMM:homocysteine S-methyltransferase	2.1.1.10	homocysteine S-methyltransferase
farnesyl cysteine C-terminal methyltransferase	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
farnesyl-protein carboxymethyltransferase	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
methyltransferase, protein C-terminal farnesylcysteine O-	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
farnesylated protein C-terminal O-methyltransferase	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
isoprenylated protein methyltransferase	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
prenylated protein methyltransferase	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
protein S-farnesylcysteine C-terminal methyltransferase	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
S-farnesylcysteine methyltransferase	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
isoprenylcysteine carboxyl methyltransferase	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
Icmt	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
STE14B	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
isoprenylcysteine carboxylmethyltransferase	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
isoprenylcysteine carboxylmethyltransferase Ste14p	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
Ste14p	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
STE14A	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
isoprenylcysteine methylesterase	2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
macrocin methyltransferase	2.1.1.101	macrocin O-methyltransferase
S-adenosyl-L-methionine-macrocin O-methyltransferase	2.1.1.101	macrocin O-methyltransferase
demethylmacrocin methyltransferase	2.1.1.102	demethylmacrocin O-methyltransferase
phosphodimethylethanolamine methyltransferase	2.1.1.103	phosphoethanolamine N-methyltransferase
phosphoethanolamine methyltransferase	2.1.1.103	phosphoethanolamine N-methyltransferase
Pfpmt	2.1.1.103	phosphoethanolamine N-methyltransferase
PMT	2.1.1.103	phosphoethanolamine N-methyltransferase
isozyme PMT1 contains a methyltransferase domain in theN-terminal half of the protein	2.1.1.103	phosphoethanolamine N-methyltransferase
isozyme PMT2 encodes a C-terminal methyltransferasedomain	2.1.1.103	phosphoethanolamine N-methyltransferase
PfPMT is a member of an unusual class of SAM-dependentmethyltransferases	2.1.1.103	phosphoethanolamine N-methyltransferase
PEAMT1	2.1.1.103	phosphoethanolamine N-methyltransferase
SoPEAMT	2.1.1.103	phosphoethanolamine N-methyltransferase
S-adenosyl-L-methionine:phosphoethanolamine N-methyltransferase	2.1.1.103	phosphoethanolamine N-methyltransferase
phosphomethylethanolamine N-methyltransferase	2.1.1.103	phosphoethanolamine N-methyltransferase
PMEAMT	2.1.1.103	phosphoethanolamine N-methyltransferase
PEAMT	2.1.1.103	phosphoethanolamine N-methyltransferase
PMT-1	2.1.1.103	phosphoethanolamine N-methyltransferase
phosphoethanolamine N-methyltransferase	2.1.1.103	phosphoethanolamine N-methyltransferase
AtNMT1	2.1.1.103	phosphoethanolamine N-methyltransferase
caffeoyl coenzyme A methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
trans-caffeoyl-CoA 3-O-methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
CCOMT	2.1.1.104	caffeoyl-CoA O-methyltransferase
caffeoyl-coenzyme A O-methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
CCoAMT	2.1.1.104	caffeoyl-CoA O-methyltransferase
CCoAOMT	2.1.1.104	caffeoyl-CoA O-methyltransferase
caffeoyl-CoA 3-O-methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
caffeoyl coenzyme A 3-O-methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
gene name	2.1.1.104	caffeoyl-CoA O-methyltransferase
caffeoyl-CoA-O-methyl transferase 1	2.1.1.104	caffeoyl-CoA O-methyltransferase
CCoAOMT 1	2.1.1.104	caffeoyl-CoA O-methyltransferase
caffeoyl-CoA-O-methyl transferase 2	2.1.1.104	caffeoyl-CoA O-methyltransferase
CCoAOMT 2	2.1.1.104	caffeoyl-CoA O-methyltransferase
the enzyme belongs to the O-methyltransferasesuperfamily	2.1.1.104	caffeoyl-CoA O-methyltransferase
caffeoyl coenzyme A O-methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
COMT	2.1.1.104	caffeoyl-CoA O-methyltransferase
caffeic acid 3-O-methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
caffeoyl CoA-O-methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
gene name	2.1.1.104	caffeoyl-CoA O-methyltransferase
Vp-OMT4	2.1.1.104	caffeoyl-CoA O-methyltransferase
caffeoyl CoA O-methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
Vp-OMT5	2.1.1.104	caffeoyl-CoA O-methyltransferase
caffeoyl-coenzyme A 3-o-methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
gene name	2.1.1.104	caffeoyl-CoA O-methyltransferase
S-adenosyl-L-methionine:trans-caffeoyl-CoA 3-O-methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
ASCCoAOMT	2.1.1.104	caffeoyl-CoA O-methyltransferase
hi12	2.1.1.104	caffeoyl-CoA O-methyltransferase
caffeoyl CoA 3-O-methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
O-methyltransferase	2.1.1.104	caffeoyl-CoA O-methyltransferase
OMT-15	2.1.1.104	caffeoyl-CoA O-methyltransferase
OMT-17	2.1.1.104	caffeoyl-CoA O-methyltransferase
