synonyms	ec_number	recommended_name
DDT-ase	4.5.1.1	DDT-dehydrochlorinase
dehydrochlorinase	4.5.1.1	DDT-dehydrochlorinase
DDT-dehydrohalogenase	4.5.1.1	DDT-dehydrochlorinase
DDT dehydrochlorinase	4.5.1.1	DDT-dehydrochlorinase
isoform	4.5.1.1	DDT-dehydrochlorinase
isoform	4.5.1.1	DDT-dehydrochlorinase
DDTase	4.5.1.1	DDT-dehydrochlorinase
beta-chloro-D-alanine dehydrochlorinase	4.5.1.2	3-chloro-D-alanine dehydrochlorinase
3-chloro-D-alanine chloride-lyase	4.5.1.2	3-chloro-D-alanine dehydrochlorinase
DCyD	4.5.1.2	3-chloro-D-alanine dehydrochlorinase
dichloromethane chloride-lyase	4.5.1.3	dichloromethane dehalogenase
dehalogenase, dichloromethane	4.5.1.3	dichloromethane dehalogenase
dichloromethane dehalogenase	4.5.1.3	dichloromethane dehalogenase
DehalA	4.5.1.3	dichloromethane dehalogenase
DCM dehalogenase	4.5.1.3	dichloromethane dehalogenase
dcmAa	4.5.1.3	dichloromethane dehalogenase
DcmA	4.5.1.3	dichloromethane dehalogenase
L-2-amino-4-chloro-4-pentenoate dehalogenase	4.5.1.4	L-2-amino-4-chloropent-4-enoate dehydrochlorinase
dehalogenase, L-2-amino-4-chloro-4-pentenoate	4.5.1.4	L-2-amino-4-chloropent-4-enoate dehydrochlorinase
S-carboxymethyl-L-cysteine synthase	4.5.1.5	S-carboxymethylcysteine synthase
synthase, S-carboxymethylcysteine	4.5.1.5	S-carboxymethylcysteine synthase
SC-Cys synthase	4.5.1.5	S-carboxymethylcysteine synthase
