synonyms	ec_number	recommended_name
cyclase, adenylate	4.6.1.1	adenylate cyclase
adenylylcyclase	4.6.1.1	adenylate cyclase
adenyl cyclase	4.6.1.1	adenylate cyclase
3',5'-cyclic AMP synthetase	4.6.1.1	adenylate cyclase
ACTP10	4.6.1.1	adenylate cyclase
Adenylate cyclase, olfactive type	4.6.1.1	adenylate cyclase
Adenylyl cyclase type 10	4.6.1.1	adenylate cyclase
ATP pyrophosphate-lyase	4.6.1.1	adenylate cyclase
Ca(2+)-inhibitable adenylyl cyclase	4.6.1.1	adenylate cyclase
Ca(2+)/calmodulin activated adenylyl cyclase	4.6.1.1	adenylate cyclase
Rutabaga protein	4.6.1.1	adenylate cyclase
xlAC	4.6.1.1	adenylate cyclase
AC	4.6.1.1	adenylate cyclase
adenylyl cyclase	4.6.1.1	adenylate cyclase
ion-channel adenylyl cyclase	4.6.1.1	adenylate cyclase
CyaG	4.6.1.1	adenylate cyclase
TczAC	4.6.1.1	adenylate cyclase
adenylyl cyclase, type-V	4.6.1.1	adenylate cyclase
adenylyl cyclase-V	4.6.1.1	adenylate cyclase
adenylyl cyclase, type-VI	4.6.1.1	adenylate cyclase
AC-V	4.6.1.1	adenylate cyclase
AC-VI	4.6.1.1	adenylate cyclase
adenylyl cyclase type V	4.6.1.1	adenylate cyclase
adenylyl cyclase type 1	4.6.1.1	adenylate cyclase
adenylyl cyclase 9	4.6.1.1	adenylate cyclase
adenylyl cyclase type 5	4.6.1.1	adenylate cyclase
type III adenylyl cyclase	4.6.1.1	adenylate cyclase
ACIII	4.6.1.1	adenylate cyclase
type 1 AC	4.6.1.1	adenylate cyclase
adenylyl cyclase VI	4.6.1.1	adenylate cyclase
type 1 adenylyl cyclase	4.6.1.1	adenylate cyclase
type 1 Ca2+/calmodulin-stimulated adenylyl cyclase	4.6.1.1	adenylate cyclase
adenylyl cyclase-5	4.6.1.1	adenylate cyclase
adenylate cyclase 5	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
sAC	4.6.1.1	adenylate cyclase
soluble adenylyl cyclase	4.6.1.1	adenylate cyclase
ACVI	4.6.1.1	adenylate cyclase
Ca2+-dependent adenylyl cyclase	4.6.1.1	adenylate cyclase
adenylyl cyclase 1	4.6.1.1	adenylate cyclase
adenylyl cyclase 8	4.6.1.1	adenylate cyclase
adenylyl cyclase type 8	4.6.1.1	adenylate cyclase
Ca2+-calmodulin stimulated adenylyl cyclase type 8	4.6.1.1	adenylate cyclase
type 5 adenylyl cyclase	4.6.1.1	adenylate cyclase
adenylyl cyclase type VI	4.6.1.1	adenylate cyclase
PfACalpha	4.6.1.1	adenylate cyclase
type 3 adenylyl cyclase	4.6.1.1	adenylate cyclase
class I AC	4.6.1.1	adenylate cyclase
functional orthologue of Rv1120c	4.6.1.1	adenylate cyclase
MAP1357	4.6.1.1	adenylate cyclase
MAP2507c	4.6.1.1	adenylate cyclase
MAP3844	4.6.1.1	adenylate cyclase
MAP1318c	4.6.1.1	adenylate cyclase
MAP1279c	4.6.1.1	adenylate cyclase
MAP2250c	4.6.1.1	adenylate cyclase
MAP0426c	4.6.1.1	adenylate cyclase
MAP2440	4.6.1.1	adenylate cyclase
MAP2695c	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
type 8 adenylyl cyclase	4.6.1.1	adenylate cyclase
transmembrane adenylyl cyclase type 1	4.6.1.1	adenylate cyclase
transmembrane adenylyl cyclase type 3	4.6.1.1	adenylate cyclase
transmembrane adenylyl cyclase type 8	4.6.1.1	adenylate cyclase
AC 1	4.6.1.1	adenylate cyclase
AC 2	4.6.1.1	adenylate cyclase
AC 3	4.6.1.1	adenylate cyclase
AC 4	4.6.1.1	adenylate cyclase
AC 5	4.6.1.1	adenylate cyclase
AC 7	4.6.1.1	adenylate cyclase
AC 8	4.6.1.1	adenylate cyclase
AC 9	4.6.1.1	adenylate cyclase
adenylate cyclase 10	4.6.1.1	adenylate cyclase
ADCY10	4.6.1.1	adenylate cyclase
type I adenylate cyclase	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
adenylate cyclase 1	4.6.1.1	adenylate cyclase
tmAC	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
soluble adenylate cyclase	4.6.1.1	adenylate cyclase
adenylate cyclase	4.6.1.1	adenylate cyclase
type 6 adenylyl cyclase	4.6.1.1	adenylate cyclase
MAP4266	4.6.1.1	adenylate cyclase
MAP2079	4.6.1.1	adenylate cyclase
Amac3	4.6.1.1	adenylate cyclase
group 1 adenylyl cyclase	4.6.1.1	adenylate cyclase
type V adenylate cyclase	4.6.1.1	adenylate cyclase
Rv2435c	4.6.1.1	adenylate cyclase
Rv2212	4.6.1.1	adenylate cyclase
CyaB2	4.6.1.1	adenylate cyclase
IIC2	4.6.1.1	adenylate cyclase
type II AC	4.6.1.1	adenylate cyclase
type VIII adenylyl cyclase	4.6.1.1	adenylate cyclase
adenylate cyclase [ATP pyrophosphate-lyase (cyclizing)]	4.6.1.1	adenylate cyclase
adenylyl cyclase type 6	4.6.1.1	adenylate cyclase
adenylyl cyclase 2	4.6.1.1	adenylate cyclase
membrane adenylyl cyclases	4.6.1.1	adenylate cyclase
C1 domain of type V mAC (VC1)	4.6.1.1	adenylate cyclase
soluble AC	4.6.1.1	adenylate cyclase
Rv1647	4.6.1.1	adenylate cyclase
Rv0891c	4.6.1.1	adenylate cyclase
Rv1120c	4.6.1.1	adenylate cyclase
Rv1359	4.6.1.1	adenylate cyclase
Rv0386	4.6.1.1	adenylate cyclase
Rv1358	4.6.1.1	adenylate cyclase
Rv2488c	4.6.1.1	adenylate cyclase
Rv1318c	4.6.1.1	adenylate cyclase
Rv1319c	4.6.1.1	adenylate cyclase
Rv1320c	4.6.1.1	adenylate cyclase
adenylyl cyclase toxin	4.6.1.1	adenylate cyclase
adenylyl cyclase 5	4.6.1.1	adenylate cyclase
calcium-sensitive adenylyl cyclase	4.6.1.1	adenylate cyclase
SACY	4.6.1.1	adenylate cyclase
class I adenylate cyclase	4.6.1.1	adenylate cyclase
Ca2+/calmodulin-stimulated adenylyl cyclase 1	4.6.1.1	adenylate cyclase
adenylyl cyclases 1	4.6.1.1	adenylate cyclase
calcium-stimulated adenylyl cyclase	4.6.1.1	adenylate cyclase
Ca-stimulated type 8 adenylyl cyclase	4.6.1.1	adenylate cyclase
type 8 AC	4.6.1.1	adenylate cyclase
adenylyl cyclases 8	4.6.1.1	adenylate cyclase
bacterial photoactivated adenylyl cyclase	4.6.1.1	adenylate cyclase
bPAC	4.6.1.1	adenylate cyclase
AC-IV	4.6.1.1	adenylate cyclase
adenylate cyclases I	4.6.1.1	adenylate cyclase
adenylate cyclases IV	4.6.1.1	adenylate cyclase
adenylate cyclases VI	4.6.1.1	adenylate cyclase
ATP-pyrophosphate lyase cyclizing	4.6.1.1	adenylate cyclase
MSMEG3786	4.6.1.1	adenylate cyclase
MSMEG4282	4.6.1.1	adenylate cyclase
MSMEG5003	4.6.1.1	adenylate cyclase
MSMEG0536	4.6.1.1	adenylate cyclase
MSMEG3253	4.6.1.1	adenylate cyclase
MSMEG4472	4.6.1.1	adenylate cyclase
MSMEG0218	4.6.1.1	adenylate cyclase
MSMEG3579	4.6.1.1	adenylate cyclase
MSMEG4909	4.6.1.1	adenylate cyclase
MSMEG6117	4.6.1.1	adenylate cyclase
ATP-diphosphate-lyase cyclizing	4.6.1.1	adenylate cyclase
class IIIb AC	4.6.1.1	adenylate cyclase
ExoY	4.6.1.1	adenylate cyclase
CyaB	4.6.1.1	adenylate cyclase
class II AC	4.6.1.1	adenylate cyclase
GRESAG4.1	4.6.1.1	adenylate cyclase
GRESAG 4.1	4.6.1.1	adenylate cyclase
GRESAG 4.3	4.6.1.1	adenylate cyclase
adenylate cyclase 6	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
isoform	4.6.1.1	adenylate cyclase
CyaA	4.6.1.1	adenylate cyclase
adenylate cyclase toxin	4.6.1.1	adenylate cyclase
ACA	4.6.1.1	adenylate cyclase
ACB	4.6.1.1	adenylate cyclase
ACG	4.6.1.1	adenylate cyclase
VC1	4.6.1.1	adenylate cyclase
type V AC	4.6.1.1	adenylate cyclase
functional orthologue of Rv1120c	4.6.1.1	adenylate cyclase
Rv1647 orthologue	4.6.1.1	adenylate cyclase
Ry1625c	4.6.1.1	adenylate cyclase
AC Rv1625c	4.6.1.1	adenylate cyclase
Rv1625c	4.6.1.1	adenylate cyclase
Rv1264	4.6.1.1	adenylate cyclase
Rv3645	4.6.1.1	adenylate cyclase
Rv1900c	4.6.1.1	adenylate cyclase
class III adenylate cyclase	4.6.1.1	adenylate cyclase
class VI AC	4.6.1.1	adenylate cyclase
Cyr1p	4.6.1.1	adenylate cyclase
class IV AC	4.6.1.1	adenylate cyclase
class III adenylylcyclase	4.6.1.1	adenylate cyclase
classIII AC	4.6.1.1	adenylate cyclase
adenylyl cyclase-beta	4.6.1.1	adenylate cyclase
