synonyms	ec_number	recommended_name
carbonic dehydratase	4.2.1.1	carbonic anhydrase
dehydratase, carbonate	4.2.1.1	carbonic anhydrase
anhydrase	4.2.1.1	carbonic anhydrase
carbonate anhydrase	4.2.1.1	carbonic anhydrase
carbonic acid anhydrase	4.2.1.1	carbonic anhydrase
carboxyanhydrase	4.2.1.1	carbonic anhydrase
CA-IX	4.2.1.1	carbonic anhydrase
CA-VA	4.2.1.1	carbonic anhydrase
CA-VB	4.2.1.1	carbonic anhydrase
CA-VII	4.2.1.1	carbonic anhydrase
CA-XII	4.2.1.1	carbonic anhydrase
CA-XIV	4.2.1.1	carbonic anhydrase
Carbonate dehydratase	4.2.1.1	carbonic anhydrase
Carbonate dehydratase IX	4.2.1.1	carbonic anhydrase
Carbonate dehydratase VA	4.2.1.1	carbonic anhydrase
Carbonate dehydratase VB	4.2.1.1	carbonic anhydrase
Carbonate dehydratase VII	4.2.1.1	carbonic anhydrase
Carbonate dehydratase XII	4.2.1.1	carbonic anhydrase
Carbonate dehydratase XIV	4.2.1.1	carbonic anhydrase
Membrane antigen MN	4.2.1.1	carbonic anhydrase
P54/58N	4.2.1.1	carbonic anhydrase
pMW1	4.2.1.1	carbonic anhydrase
RCC-associated antigen G250	4.2.1.1	carbonic anhydrase
Renal cell carcinoma-associated antigen G250	4.2.1.1	carbonic anhydrase
Tumor antigen HOM-RCC-3.1.3	4.2.1.1	carbonic anhydrase
chloroplast carbonic anhydrase	4.2.1.1	carbonic anhydrase
tobacco salicylic acid-binding protein 3	4.2.1.1	carbonic anhydrase
SABP3	4.2.1.1	carbonic anhydrase
CA-II	4.2.1.1	carbonic anhydrase
carbonic anhydrase II	4.2.1.1	carbonic anhydrase
external carbonic anhydrase	4.2.1.1	carbonic anhydrase
CAH7	4.2.1.1	carbonic anhydrase
CAH8	4.2.1.1	carbonic anhydrase
CAH3	4.2.1.1	carbonic anhydrase
alphaCA1	4.2.1.1	carbonic anhydrase
10,11,12,13,14,15,17,18,23,26,29,31,33,38,40,41,43,48,51,56,57,60,75	4.2.1.1	carbonic anhydrase
