synonyms	ec_number	recommended_name
cystathioninase	4.4.1.1	cystathionine gamma-lyase
cysteine lyase	4.4.1.1	cystathionine gamma-lyase
cystine desulfhydrase	4.4.1.1	cystathionine gamma-lyase
dehydratase, homoserine	4.4.1.1	cystathionine gamma-lyase
desulfhydrase, cysteine	4.4.1.1	cystathionine gamma-lyase
homoserine deaminase-cystathionase	4.4.1.1	cystathionine gamma-lyase
homoserine deaminase	4.4.1.1	cystathionine gamma-lyase
homoserine dehydratase	4.4.1.1	cystathionine gamma-lyase
lyase, cystathionine gamma-	4.4.1.1	cystathionine gamma-lyase
EC 4.2.1.15	4.4.1.1	cystathionine gamma-lyase
gamma-CTL	4.4.1.1	cystathionine gamma-lyase
cystalysin	4.4.1.1	cystathionine gamma-lyase
PRB-RA	4.4.1.1	cystathionine gamma-lyase
Probasin-related antigen	4.4.1.1	cystathionine gamma-lyase
cystathionine gamma lyase	4.4.1.1	cystathionine gamma-lyase
CSE	4.4.1.1	cystathionine gamma-lyase
cystathionine-gamma-lyase	4.4.1.1	cystathionine gamma-lyase
cystathionine gamma-lyase	4.4.1.1	cystathionine gamma-lyase
cysteine desulfhydrase	4.4.1.1	cystathionine gamma-lyase
CTH	4.4.1.1	cystathionine gamma-lyase
gamma-cystathionase	4.4.1.1	cystathionine gamma-lyase
L-Cys desulfhydrase	4.4.1.1	cystathionine gamma-lyase
L-cysteine desulfhydrase	4.4.1.1	cystathionine gamma-lyase
CS-LIKE	4.4.1.1	cystathionine gamma-lyase
DES1	4.4.1.1	cystathionine gamma-lyase
C-S-lyase	4.4.1.1	cystathionine gamma-lyase
C-S-lyase1	4.4.1.1	cystathionine gamma-lyase
C-S-lyase2	4.4.1.1	cystathionine gamma-lyase
C-S-lyase3	4.4.1.1	cystathionine gamma-lyase
C-S-lyase4	4.4.1.1	cystathionine gamma-lyase
L-cysteine desulphydrase	4.4.1.1	cystathionine gamma-lyase
LCD	4.4.1.1	cystathionine gamma-lyase
hCSE	4.4.1.1	cystathionine gamma-lyase
cgl	4.4.1.1	cystathionine gamma-lyase
cystathionase	4.4.1.1	cystathionine gamma-lyase
human cystathionine-gamma-lyase	4.4.1.1	cystathionine gamma-lyase
