synonyms	ec_number	recommended_name
alpha-Carboxylase	4.1.1.1	pyruvate decarboxylase
Pyruvic decarboxylase	4.1.1.1	pyruvate decarboxylase
alpha-Keto acid carboxylase	4.1.1.1	pyruvate decarboxylase
Decarboxylase, pyruvate	4.1.1.1	pyruvate decarboxylase
8-10 nm cytoplasmic filament-associated protein	4.1.1.1	pyruvate decarboxylase
P59NC	4.1.1.1	pyruvate decarboxylase
isoform	4.1.1.1	pyruvate decarboxylase
bifunctional enzyme that catalyzes both the oxidativeand nonoxidative decarboxylation of pyruvate	4.1.1.1	pyruvate decarboxylase
KivD	4.1.1.1	pyruvate decarboxylase
PDC	4.1.1.1	pyruvate decarboxylase
pyruvate decarboxylase	4.1.1.1	pyruvate decarboxylase
ZmPDC	4.1.1.1	pyruvate decarboxylase
PDCZ.m.	4.1.1.1	pyruvate decarboxylase
YPDC	4.1.1.1	pyruvate decarboxylase
PDCS.c.	4.1.1.1	pyruvate decarboxylase
SCPDC	4.1.1.1	pyruvate decarboxylase
pyruvamide-activated yeast pyruvate decarboxylase	4.1.1.1	pyruvate decarboxylase
yeast pyruvate decarboxylase	4.1.1.1	pyruvate decarboxylase
major isozyme of pyruvate decarboxylase	4.1.1.1	pyruvate decarboxylase
pyruvate decarboxylase 1	4.1.1.1	pyruvate decarboxylase
R-selective pyruvate decarboxylase	4.1.1.1	pyruvate decarboxylase
2-oxo acid carboxylyase	4.1.1.1	pyruvate decarboxylase
isoform	4.1.1.1	pyruvate decarboxylase
scpdc1	4.1.1.1	pyruvate decarboxylase
isoform	4.1.1.1	pyruvate decarboxylase
KlPDC	4.1.1.1	pyruvate decarboxylase
GPDC1	4.1.1.1	pyruvate decarboxylase
NcPDC	4.1.1.1	pyruvate decarboxylase
ZbPDC	4.1.1.1	pyruvate decarboxylase
PDC I	4.1.1.1	pyruvate decarboxylase
PDC II	4.1.1.1	pyruvate decarboxylase
bifunctional pyruvate decarboxylase/pyruvate ferredoxinoxidoreductase	4.1.1.1	pyruvate decarboxylase
PDC3	4.1.1.1	pyruvate decarboxylase
PDC4	4.1.1.1	pyruvate decarboxylase
isoform	4.1.1.1	pyruvate decarboxylase
ScPDC5	4.1.1.1	pyruvate decarboxylase
gene name	4.1.1.1	pyruvate decarboxylase
gene name	4.1.1.1	pyruvate decarboxylase
KviD	4.1.1.1	pyruvate decarboxylase
SalX	4.1.1.100	prephenate decarboxylase
bacA	4.1.1.100	prephenate decarboxylase
non-aromatizing prephenate decarboxylase	4.1.1.100	prephenate decarboxylase
aerD	4.1.1.100	prephenate decarboxylase
gene name	4.1.1.101	malolactic enzyme
mleS	4.1.1.101	malolactic enzyme
ferulic acid decarboxylase	4.1.1.102	phenacrylate decarboxylase
ubiD	4.1.1.102	phenacrylate decarboxylase
FDC1	4.1.1.102	phenacrylate decarboxylase
gene name	4.1.1.102	phenacrylate decarboxylase
phenolic acid decarboxylase	4.1.1.102	phenacrylate decarboxylase
Fdc	4.1.1.102	phenacrylate decarboxylase
FADase	4.1.1.102	phenacrylate decarboxylase
TsdA	4.1.1.103	gamma-resorcylate decarboxylase
Rdc	4.1.1.103	gamma-resorcylate decarboxylase
graF	4.1.1.103	gamma-resorcylate decarboxylase
otnC	4.1.1.104	3-dehydro-4-phosphotetronate decarboxylase
3-oxo-tetronate 4-phosphate decarboxylase	4.1.1.104	3-dehydro-4-phosphotetronate decarboxylase
gene name	4.1.1.105	L-tryptophan decarboxylase
Tryptophan decarboxylase	4.1.1.105	L-tryptophan decarboxylase
L-Tryptophan decarboxylase	4.1.1.105	L-tryptophan decarboxylase
gene name	4.1.1.105	L-tryptophan decarboxylase
gene name	4.1.1.105	L-tryptophan decarboxylase
psiD	4.1.1.105	L-tryptophan decarboxylase
FAP	4.1.1.106	 fatty acid photodecarboxylase
DHPAA synthase	4.1.1.107	3,4-dihydroxyphenylacetaldehyde synthase
EAT37246	4.1.1.107	3,4-dihydroxyphenylacetaldehyde synthase
DHPA synthase	4.1.1.107	3,4-dihydroxyphenylacetaldehyde synthase
TyrDC-2	4.1.1.108	4-hydroxyphenylacetaldehyde synthase
4-HPAA synthase	4.1.1.108	4-hydroxyphenylacetaldehyde synthase
4HPAAS	4.1.1.108	4-hydroxyphenylacetaldehyde synthase
gene name	4.1.1.109	phenylacetaldehyde synthase
Aspartic alpha-decarboxylase	4.1.1.11	aspartate 1-decarboxylase
Dgad2	4.1.1.11	aspartate 1-decarboxylase
ADC	4.1.1.11	aspartate 1-decarboxylase
aspartate-alpha-decarboxylase	4.1.1.11	aspartate 1-decarboxylase
locus name	4.1.1.11	aspartate 1-decarboxylase
PLP-dependent L-aspartate decarboxylase	4.1.1.11	aspartate 1-decarboxylase
MfnA	4.1.1.11	aspartate 1-decarboxylase
gene name	4.1.1.11	aspartate 1-decarboxylase
AspDC	4.1.1.11	aspartate 1-decarboxylase
pyruvoyl-dependent l-aspartate alpha-decarboxylase	4.1.1.11	aspartate 1-decarboxylase
Aspartate alpha-decarboxylase	4.1.1.11	aspartate 1-decarboxylase
gene name	4.1.1.11	aspartate 1-decarboxylase
L-Aspartate-alpha-decarboxylase	4.1.1.11	aspartate 1-decarboxylase
ACD	4.1.1.11	aspartate 1-decarboxylase
aspartate decarboxylase	4.1.1.11	aspartate 1-decarboxylase
the enzyme belongs to a small class of self-cleaving andpyruvoyl-dependent amino acid decarboxylases	4.1.1.11	aspartate 1-decarboxylase
MtbADC	4.1.1.11	aspartate 1-decarboxylase
L-Aspartate alpha-decarboxylase	4.1.1.11	aspartate 1-decarboxylase
mevalonate 3,5-bisphosphate decarboxylase	4.1.1.110	bisphosphomevalonate decarboxylase
nirDLHG	4.1.1.111	siroheme decarboxylase
ahbABC	4.1.1.111	siroheme decarboxylase
AhbA/B	4.1.1.111	siroheme decarboxylase
sirohaem decarboxylase	4.1.1.111	siroheme decarboxylase
locus names	4.1.1.111	siroheme decarboxylase
AhbAB	4.1.1.111	siroheme decarboxylase
Oxalacetate decarboxylase	4.1.1.112	oxaloacetate decarboxylase
Oxalacetic beta-decarboxylase	4.1.1.112	oxaloacetate decarboxylase
Oxalacetic acid decarboxylase	4.1.1.112	oxaloacetate decarboxylase
Oxalate beta-decarboxylase	4.1.1.112	oxaloacetate decarboxylase
Oxaloacetate carboxylyase	4.1.1.112	oxaloacetate decarboxylase
Oxalacetic carboxylase	4.1.1.112	oxaloacetate decarboxylase
PA4872	4.1.1.112	oxaloacetate decarboxylase
oxaloacetate decarboxylase	4.1.1.112	oxaloacetate decarboxylase
OAD	4.1.1.112	oxaloacetate decarboxylase
OXAD	4.1.1.112	oxaloacetate decarboxylase
ODx	4.1.1.112	oxaloacetate decarboxylase
Cg1458 protein	4.1.1.112	oxaloacetate decarboxylase
oxaloacetate decarboxylase Na+ pump OAD-1	4.1.1.112	oxaloacetate decarboxylase
oxaloacetate decarboxylase Na+ pump OAD-2	4.1.1.112	oxaloacetate decarboxylase
