synonyms	ec_number	recommended_name
Polydeoxyribonucleotide synthase	6.5.1.1	DNA ligase (ATP)
Polynucleotide ligase	6.5.1.1	DNA ligase (ATP)
Sealase	6.5.1.1	DNA ligase (ATP)
DNA repair enzyme	6.5.1.1	DNA ligase (ATP)
DNA joinase	6.5.1.1	DNA ligase (ATP)
Deoxyribonucleic ligase	6.5.1.1	DNA ligase (ATP)
Deoxyribonucleate ligase	6.5.1.1	DNA ligase (ATP)
DNA-joining enzyme	6.5.1.1	DNA ligase (ATP)
Deoxyribonucleic-joining enzyme	6.5.1.1	DNA ligase (ATP)
Deoxyribonucleic acid-joining enzyme	6.5.1.1	DNA ligase (ATP)
Deoxyribonucleic repair enzyme	6.5.1.1	DNA ligase (ATP)
Deoxyribonucleic acid repair enzyme	6.5.1.1	DNA ligase (ATP)
Deoxyribonucleic joinase	6.5.1.1	DNA ligase (ATP)
Deoxyribonucleic acid joinase	6.5.1.1	DNA ligase (ATP)
Deoxyribonucleic acid ligase	6.5.1.1	DNA ligase (ATP)
DNA ligase IV homolog	6.5.1.1	DNA ligase (ATP)
Lig	6.5.1.1	DNA ligase (ATP)
Pfu DNA ligase	6.5.1.1	DNA ligase (ATP)
Polydeoxyribonucleotide synthase [ATP]	6.5.1.1	DNA ligase (ATP)
LigIII	6.5.1.1	DNA ligase (ATP)
DNA ligase I	6.5.1.1	DNA ligase (ATP)
LigI	6.5.1.1	DNA ligase (ATP)
LIG1	6.5.1.1	DNA ligase (ATP)
Lig4	6.5.1.1	DNA ligase (ATP)
Lig3	6.5.1.1	DNA ligase (ATP)
DNA ligase III	6.5.1.1	DNA ligase (ATP)
DNA ligase V	6.5.1.1	DNA ligase (ATP)
Lig III	6.5.1.1	DNA ligase (ATP)
DNA ligase IV-XRCC4 complex	6.5.1.1	DNA ligase (ATP)
DNA ligase IV/XRCC4/XLF complex	6.5.1.1	DNA ligase (ATP)
DNA ligase IV/XRCC4 complex	6.5.1.1	DNA ligase (ATP)
Lig I	6.5.1.1	DNA ligase (ATP)
XRCC4-DNA ligase IV complex	6.5.1.1	DNA ligase (ATP)
X4L4	6.5.1.1	DNA ligase (ATP)
DNA ligase 1	6.5.1.1	DNA ligase (ATP)
ATP-dependent DNA ligase I	6.5.1.1	DNA ligase (ATP)
DNA ligase IIIalpha	6.5.1.1	DNA ligase (ATP)
Lig3alpha	6.5.1.1	DNA ligase (ATP)
DNA ligase	6.5.1.1	DNA ligase (ATP)
LigA	6.5.1.1	DNA ligase (ATP)
DNAligI	6.5.1.1	DNA ligase (ATP)
DNA ligase VI	6.5.1.1	DNA ligase (ATP)
LIG6	6.5.1.1	DNA ligase (ATP)
PF1635	6.5.1.1	DNA ligase (ATP)
ssLig	6.5.1.1	DNA ligase (ATP)
SSO0189	6.5.1.1	DNA ligase (ATP)
ApeLig	6.5.1.1	DNA ligase (ATP)
APE1094	6.5.1.1	DNA ligase (ATP)
MJ0171	6.5.1.1	DNA ligase (ATP)
ChVLig	6.5.1.1	DNA ligase (ATP)
PabDBD	6.5.1.1	DNA ligase (ATP)
Cdc9	6.5.1.1	DNA ligase (ATP)
Dnl4	6.5.1.1	DNA ligase (ATP)
DNA ligase 4	6.5.1.1	DNA ligase (ATP)
DNA ligase II	6.5.1.1	DNA ligase (ATP)
LigD	6.5.1.1	DNA ligase (ATP)
LigC	6.5.1.1	DNA ligase (ATP)
PfuLig	6.5.1.1	DNA ligase (ATP)
PaeLigD	6.5.1.1	DNA ligase (ATP)
DNA ligase D	6.5.1.1	DNA ligase (ATP)
XRCC1/DNA ligase III	6.5.1.1	DNA ligase (ATP)
LIG k alpha	6.5.1.1	DNA ligase (ATP)
ADL	6.5.1.1	DNA ligase (ATP)
MtuLigD	6.5.1.1	DNA ligase (ATP)
ATP-dependent ligase LigD	6.5.1.1	DNA ligase (ATP)
NHEJ DNA repair ligase	6.5.1.1	DNA ligase (ATP)
Mt-Lig	6.5.1.1	DNA ligase (ATP)
MtuLigB	6.5.1.1	DNA ligase (ATP)
ATP-dependent ligase LigB	6.5.1.1	DNA ligase (ATP)
MtuLigC	6.5.1.1	DNA ligase (ATP)
ATP-dependent ligase LigC	6.5.1.1	DNA ligase (ATP)
ligase D	6.5.1.1	DNA ligase (ATP)
adenosine triphosphate-dependent ligase	6.5.1.1	DNA ligase (ATP)
ATP-dependent ligase	6.5.1.1	DNA ligase (ATP)
LigB	6.5.1.1	DNA ligase (ATP)
T4 DNA ligase	6.5.1.1	DNA ligase (ATP)
T4 lig	6.5.1.1	DNA ligase (ATP)
Vaccinia ligase	6.5.1.1	DNA ligase (ATP)
T4 ATP ligase	6.5.1.1	DNA ligase (ATP)
3,7,8,10,12,14,15,17,18,19,21,25,28,29,33,38,40,41,42,43,49,54,56,59	6.5.1.1	DNA ligase (ATP)
PfLigI	6.5.1.1	DNA ligase (ATP)
AtuLigD1	6.5.1.1	DNA ligase (ATP)
AtuLigD2	6.5.1.1	DNA ligase (ATP)
ATP-type DNA repair ligase	6.5.1.1	DNA ligase (ATP)
drB0100	6.5.1.1	DNA ligase (ATP)
ligTK	6.5.1.1	DNA ligase (ATP)
MSH-1	6.5.1.1	DNA ligase (ATP)
