synonyms	ec_number	recommended_name
Synthetase, asparagine	6.3.1.1	aspartate-ammonia ligase
L-Asparagine synthetase	6.3.1.1	aspartate-ammonia ligase
NH4+-dependent asparagine synthetase	6.3.1.1	aspartate-ammonia ligase
AS-A	6.3.1.1	aspartate-ammonia ligase
ammonia-dependent asparagine synthetase	6.3.1.1	aspartate-ammonia ligase
asparagine synthetase, ammonia-dependent	6.3.1.1	aspartate-ammonia ligase
ammonia-dependent ASNS	6.3.1.1	aspartate-ammonia ligase
Asparagine synthetase A	6.3.1.1	aspartate-ammonia ligase
AsnA	6.3.1.1	aspartate-ammonia ligase
Asparagine synthetase	6.3.1.1	aspartate-ammonia ligase
ASNS	6.3.1.1	aspartate-ammonia ligase
AS-AR	6.3.1.1	aspartate-ammonia ligase
AdoCbi-P synthetase	6.3.1.10	adenosylcobinamide-phosphate synthase
CbiB	6.3.1.10	adenosylcobinamide-phosphate synthase
CbiB synthetase	6.3.1.10	adenosylcobinamide-phosphate synthase
AdoCbi-P synthase	6.3.1.10	adenosylcobinamide-phosphate synthase
gamma-Glu-Put synthetase	6.3.1.11	glutamate-putrescine ligase
YcjK	6.3.1.11	glutamate-putrescine ligase
gamma-glutamylputrescine synthetase	6.3.1.11	glutamate-putrescine ligase
PuuA	6.3.1.11	glutamate-putrescine ligase
aslA	6.3.1.12	D-aspartate ligase
UDP-MurNAc-pentapeptide:D-aspartate ligase	6.3.1.12	D-aspartate ligase
D-aspartic acid-activating enzyme	6.3.1.12	D-aspartate ligase
Aslfm	6.3.1.12	D-aspartate ligase
cysteine ligase	6.3.1.13	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside
mycothiol ligase	6.3.1.13	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside
More	6.3.1.13	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside
Cys:GlcN-Ins ligase	6.3.1.13	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside
MshC ligase	6.3.1.13	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside
MshC	6.3.1.13	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside
L-cysteine:1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside	6.3.1.13	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside
Diphthamide synthase	6.3.1.14	diphthine-ammonia ligase
Synthetase, diphthamide	6.3.1.14	diphthine-ammonia ligase
YLR143w	6.3.1.14	diphthine-ammonia ligase
DPH6	6.3.1.14	diphthine-ammonia ligase
NovL	6.3.1.15	8-demethylnovobiocic acid synthase
novobiocin ligase	6.3.1.15	8-demethylnovobiocic acid synthase
8-desmethyl-novobiocic acid synthetase	6.3.1.15	8-demethylnovobiocic acid synthase
8-demethylnovobiocic acid synthetase	6.3.1.15	8-demethylnovobiocic acid synthase
RIMKLB	6.3.1.17	beta-citrylglutamate synthase
NAAG synthetase I	6.3.1.17	beta-citrylglutamate synthase
NAAGS-I	6.3.1.17	beta-citrylglutamate synthase
GCP3	6.3.1.17	beta-citrylglutamate synthase
tdnQ	6.3.1.18	gamma-glutamylanilide synthase
dcaQ	6.3.1.18	gamma-glutamylanilide synthase
atdA1	6.3.1.18	gamma-glutamylanilide synthase
Pup-protein ligase	6.3.1.19	prokaryotic ubiquitin-like protein ligase
Pup ligase	6.3.1.19	prokaryotic ubiquitin-like protein ligase
PafA	6.3.1.19	prokaryotic ubiquitin-like protein ligase
Rv2097c	6.3.1.19	prokaryotic ubiquitin-like protein ligase
ubiquitin-like protein ligase	6.3.1.19	prokaryotic ubiquitin-like protein ligase
proteasome accessory factor A	6.3.1.19	prokaryotic ubiquitin-like protein ligase
GS	6.3.1.2	glutamine synthetase
Glutamylhydroxamic synthetase	6.3.1.2	glutamine synthetase
Synthetase, glutamine	6.3.1.2	glutamine synthetase
Chloroplast GS2	6.3.1.2	glutamine synthetase
Clone lambda-GS28	6.3.1.2	glutamine synthetase
Clone lambda-GS31	6.3.1.2	glutamine synthetase
Clone lambda-GS8	6.3.1.2	glutamine synthetase
Cytoplasmic GS3	6.3.1.2	glutamine synthetase
Cytosolic GS1	6.3.1.2	glutamine synthetase
Gln isozyme alpha	6.3.1.2	glutamine synthetase
Gln isozyme beta	6.3.1.2	glutamine synthetase
Gln isozyme gamma	6.3.1.2	glutamine synthetase
Glutamate--ammonia ligase	6.3.1.2	glutamine synthetase
GS	6.3.1.2	glutamine synthetase
GS107	6.3.1.2	glutamine synthetase
GS112	6.3.1.2	glutamine synthetase
GS117	6.3.1.2	glutamine synthetase
GS122	6.3.1.2	glutamine synthetase
GSII	6.3.1.2	glutamine synthetase
Isozyme delta	6.3.1.2	glutamine synthetase
N47/N48	6.3.1.2	glutamine synthetase
S2205/S2287	6.3.1.2	glutamine synthetase
glutamine synthetase type III	6.3.1.2	glutamine synthetase
glutamate-ammonia ligase	6.3.1.2	glutamine synthetase
gamma-glutamyl transferase	6.3.1.2	glutamine synthetase
gamma-glutamylhydroxamate synthetase	6.3.1.2	glutamine synthetase
GS1 kinase	6.3.1.2	glutamine synthetase
GlnR	6.3.1.2	glutamine synthetase
GLN1,3	6.3.1.2	glutamine synthetase
OsGLN1,1	6.3.1.2	glutamine synthetase
OsGLN1,2	6.3.1.2	glutamine synthetase
GLN1,1	6.3.1.2	glutamine synthetase
type I glutamine synthetase	6.3.1.2	glutamine synthetase
GS-II	6.3.1.2	glutamine synthetase
glutamine synthetase type II	6.3.1.2	glutamine synthetase
GluA	6.3.1.2	glutamine synthetase
GlnA2	6.3.1.2	glutamine synthetase
TAase	6.3.1.2	glutamine synthetase
protein transacetylase	6.3.1.2	glutamine synthetase
L-Glutamine synthetase	6.3.1.2	glutamine synthetase
L-glutamate:ammonia ligase	6.3.1.2	glutamine synthetase
gamma-glutamyl:ammonia ligase	6.3.1.2	glutamine synthetase
GLUL	6.3.1.2	glutamine synthetase
GlnA3	6.3.1.2	glutamine synthetase
GlnA4	6.3.1.2	glutamine synthetase
GS3	6.3.1.2	glutamine synthetase
MM_0964	6.3.1.2	glutamine synthetase
GS1	6.3.1.2	glutamine synthetase
GlnA1	6.3.1.2	glutamine synthetase
GS1a	6.3.1.2	glutamine synthetase
GS2	6.3.1.2	glutamine synthetase
GLN2	6.3.1.2	glutamine synthetase
GLN1,2	6.3.1.2	glutamine synthetase
GLN1,4	6.3.1.2	glutamine synthetase
GS type-1	6.3.1.2	glutamine synthetase
GSI	6.3.1.2	glutamine synthetase
GSIII	6.3.1.2	glutamine synthetase
type III glutamine synthetase	6.3.1.2	glutamine synthetase
GlnN	6.3.1.2	glutamine synthetase
L-glutamate:ammonia ligase	6.3.1.2	glutamine synthetase
GlnA	6.3.1.2	glutamine synthetase
ATP glutamate-ammonia ligase	6.3.1.2	glutamine synthetase
GS1-1	6.3.1.2	glutamine synthetase
SSO0366	6.3.1.2	glutamine synthetase
glnA-1	6.3.1.2	glutamine synthetase
8,11,12,14,15,16,18,19,20,22,23,24,25,26,27,28,38,42,44,48,52,58,63,65	6.3.1.2	glutamine synthetase
GS type I	6.3.1.2	glutamine synthetase
glutamine synthetase I	6.3.1.2	glutamine synthetase
LplA1Ct	6.3.1.20	lipoate-protein ligase
lipoic acid ligase	6.3.1.20	lipoate-protein ligase
lipoyl-protein ligase A	6.3.1.20	lipoate-protein ligase
