synonyms	ec_number	recommended_name
Pyruvic carboxylase	6.4.1.1	pyruvate carboxylase
Carboxylase, pyruvate	6.4.1.1	pyruvate carboxylase
PCB	6.4.1.1	pyruvate carboxylase
PYC2	6.4.1.1	pyruvate carboxylase
PC	6.4.1.1	pyruvate carboxylase
pyruvate carboxylase	6.4.1.1	pyruvate carboxylase
Pyc1	6.4.1.1	pyruvate carboxylase
HpPyc1p	6.4.1.1	pyruvate carboxylase
Pyc1p	6.4.1.1	pyruvate carboxylase
PCx	6.4.1.1	pyruvate carboxylase
RePC	6.4.1.1	pyruvate carboxylase
Pcase	6.4.1.1	pyruvate carboxylase
gene name	6.4.1.1	pyruvate carboxylase
pyruvate carboxylase 1	6.4.1.1	pyruvate carboxylase
PYC	6.4.1.1	pyruvate carboxylase
EhPYC1	6.4.1.1	pyruvate carboxylase
MSmeg_2412	6.4.1.1	pyruvate carboxylase
gene name	6.4.1.1	pyruvate carboxylase
PCC	6.4.1.1	pyruvate carboxylase
Carboxylase, acetyl coenzyme A	6.4.1.2	acetyl-CoA carboxylase
Acetyl coenzyme A carboxylase	6.4.1.2	acetyl-CoA carboxylase
structural organization of the ACCmultienzyme into distinct biotinoyl carboxyl carrier protein, biotincarboxylase, and carboxyltransferase components	6.4.1.2	acetyl-CoA carboxylase
c.f. EC 6.4.1.3	6.4.1.2	acetyl-CoA carboxylase
ACC-2	6.4.1.2	acetyl-CoA carboxylase
acetylCoA carboxylase	6.4.1.2	acetyl-CoA carboxylase
acetyl-CoA carboxylase-alpha	6.4.1.2	acetyl-CoA carboxylase
Hfa1p	6.4.1.2	acetyl-CoA carboxylase
Acc1p	6.4.1.2	acetyl-CoA carboxylase
acetyl-coenzyme-A carboxylase	6.4.1.2	acetyl-CoA carboxylase
Acc1a	6.4.1.2	acetyl-CoA carboxylase
gene name	6.4.1.2	acetyl-CoA carboxylase
gene name	6.4.1.2	acetyl-CoA carboxylase
acyl coenzyme A carboxylase	6.4.1.2	acetyl-CoA carboxylase
acyl-CoA carboxylase	6.4.1.2	acetyl-CoA carboxylase
Acc1b	6.4.1.2	acetyl-CoA carboxylase
subunit	6.4.1.2	acetyl-CoA carboxylase
subunit	6.4.1.2	acetyl-CoA carboxylase
gene name for subunit BCCP1	6.4.1.2	acetyl-CoA carboxylase
gene name for subunit BCCP2	6.4.1.2	acetyl-CoA carboxylase
enzyme actson both substrates	6.4.1.2	acetyl-CoA carboxylase
gene name	6.4.1.2	acetyl-CoA carboxylase
acetyl-CoA carboxylase 2	6.4.1.2	acetyl-CoA carboxylase
isoform	6.4.1.2	acetyl-CoA carboxylase
ACC-1	6.4.1.2	acetyl-CoA carboxylase
acetyl coenzyme A carboxylase alpha	6.4.1.2	acetyl-CoA carboxylase
ACCalpha	6.4.1.2	acetyl-CoA carboxylase
acetyl-CoA carboxylase alpha	6.4.1.2	acetyl-CoA carboxylase
gene name	6.4.1.2	acetyl-CoA carboxylase
the ACCase that preferentiallyaccepts acetyl-CoA as a substrate is defined as an acetyl-CoAcarboxylase (ACC)	6.4.1.2	acetyl-CoA carboxylase
acetyl-CoA carboxylase A	6.4.1.2	acetyl-CoA carboxylase
acetyl-CoA carboxylase B	6.4.1.2	acetyl-CoA carboxylase
acetyl-CoA-carboxylase	6.4.1.2	acetyl-CoA carboxylase
acetyl-CoA carboxylase-2	6.4.1.2	acetyl-CoA carboxylase
Acetyl CoA carboxylase	6.4.1.2	acetyl-CoA carboxylase
acetyl-CoA carboxylase 1	6.4.1.2	acetyl-CoA carboxylase
acetyl-CoA carboxylase	6.4.1.2	acetyl-CoA carboxylase
Acetyl-coenzyme A carboxylase	6.4.1.2	acetyl-CoA carboxylase
gene name	6.4.1.2	acetyl-CoA carboxylase
subunit alpha	6.4.1.2	acetyl-CoA carboxylase
