synonyms	ec_number	recommended_name
Acetyl activating enzyme	6.2.1.1	acetate-CoA ligase
Acetate thiokinase	6.2.1.1	acetate-CoA ligase
Acyl-activating enzyme	6.2.1.1	acetate-CoA ligase
Acetyl CoA synthase	6.2.1.1	acetate-CoA ligase
Short chain fatty acyl-CoA synthetase	6.2.1.1	acetate-CoA ligase
Acetic thiokinase	6.2.1.1	acetate-CoA ligase
Acetyl CoA ligase	6.2.1.1	acetate-CoA ligase
Short-chain acyl-coenzyme A synthetase	6.2.1.1	acetate-CoA ligase
Synthetase, acetyl coenzyme A	6.2.1.1	acetate-CoA ligase
AceCS	6.2.1.1	acetate-CoA ligase
Acetate--CoA ligase	6.2.1.1	acetate-CoA ligase
AMP-forming acetyl-CoA synthetase	6.2.1.1	acetate-CoA ligase
MT-ACS1	6.2.1.1	acetate-CoA ligase
Acetyl coenzyme A synthetase	6.2.1.1	acetate-CoA ligase
Acetyl-CoA synthetase	6.2.1.1	acetate-CoA ligase
AcsA	6.2.1.1	acetate-CoA ligase
ADP-forming acetyl-CoA synthetase	6.2.1.1	acetate-CoA ligase
ACD	6.2.1.1	acetate-CoA ligase
Acetyl-coenzyme A synthase	6.2.1.1	acetate-CoA ligase
bifunctional enzyme	6.2.1.1	acetate-CoA ligase
ACS/CODH	6.2.1.1	acetate-CoA ligase
carbon monoxide dehydrogenase/acetyl-CoA synthase	6.2.1.1	acetate-CoA ligase
acetyl-coenzyme A synthase/carbon monoxide dehydrogenase	6.2.1.1	acetate-CoA ligase
bifunctional enzyme	6.2.1.1	acetate-CoA ligase
acetyl coenzyme A synthase/carbon monoxide dehydrogenase	6.2.1.1	acetate-CoA ligase
mtCODH/ACS	6.2.1.1	acetate-CoA ligase
Acetyl-CoA synthase	6.2.1.1	acetate-CoA ligase
SeAcs	6.2.1.1	acetate-CoA ligase
Acyl-CoA synthetase	6.2.1.1	acetate-CoA ligase
AMP-forming CoA ligase	6.2.1.1	acetate-CoA ligase
acetyl-coenzyme A synthetase	6.2.1.1	acetate-CoA ligase
isoform	6.2.1.1	acetate-CoA ligase
isoform	6.2.1.1	acetate-CoA ligase
isoform	6.2.1.1	acetate-CoA ligase
acetyl CoA synthetase	6.2.1.1	acetate-CoA ligase
AF-ACS2	6.2.1.1	acetate-CoA ligase
adenosine monophosphate-forming acetyl-CoA synthetase	6.2.1.1	acetate-CoA ligase
acetate:CoA ligase (AMP-forming)	6.2.1.1	acetate-CoA ligase
liver enzyme, 45.8% amino acid identity between AceCS1and AceCS2	6.2.1.1	acetate-CoA ligase
ACSS2	6.2.1.1	acetate-CoA ligase
heart enzyme, 45.8% amino acid identity betweenAceCS1 and AceCS2	6.2.1.1	acetate-CoA ligase
ACAS	6.2.1.1	acetate-CoA ligase
isoform	6.2.1.1	acetate-CoA ligase
AMP-Acs	6.2.1.1	acetate-CoA ligase
AMP acetyl-coenzyme A synthetase	6.2.1.1	acetate-CoA ligase
acetyl-CoA synthetase short-chain family member 2	6.2.1.1	acetate-CoA ligase
ACS	6.2.1.1	acetate-CoA ligase
AMP-forming acetyl coenzyme A synthetase	6.2.1.1	acetate-CoA ligase
AMP-dependent ACS	6.2.1.1	acetate-CoA ligase
locus name	6.2.1.1	acetate-CoA ligase
Acs1p	6.2.1.1	acetate-CoA ligase
AMP-forming ACS	6.2.1.1	acetate-CoA ligase
ACD belongs to the protein superfamily ofnucleoside diphosphate-forming acyl-CoA synthetases	6.2.1.1	acetate-CoA ligase
isoform	6.2.1.1	acetate-CoA ligase
acetyl-CoA synthetase 2	6.2.1.1	acetate-CoA ligase
Acs2p	6.2.1.1	acetate-CoA ligase
Acyl-CoA synthetase (GDP-forming)	6.2.1.10	carboxylic acid-CoA ligase (GDP-forming)
Synthetase, acyl coenzyme A (guanosine diphosphate-forming)	6.2.1.10	carboxylic acid-CoA ligase (GDP-forming)
Acyl coenzyme A synthetase (GDP-forming)	6.2.1.10	carboxylic acid-CoA ligase (GDP-forming)
GTP-dependent acyl-CoA synthetase	6.2.1.10	carboxylic acid-CoA ligase (GDP-forming)
Acid-CoA ligase (GDP)	6.2.1.10	carboxylic acid-CoA ligase (GDP-forming)
Acid:CoA ligase (GDP)	6.2.1.10	carboxylic acid-CoA ligase (GDP-forming)
Synthetase, biotinyl coenzyme A	6.2.1.11	biotin-CoA ligase
Biotinyl coenzyme A synthetase	6.2.1.11	biotin-CoA ligase
Biotinyl CoA synthetase	6.2.1.11	biotin-CoA ligase
Biotinyl-CoA synthetase	6.2.1.11	biotin-CoA ligase
4-Coumaryl-CoA synthetase	6.2.1.12	4-coumarate-CoA ligase
Synthetase, p-coumaroyl coenzyme A	6.2.1.12	4-coumarate-CoA ligase
p-Coumaroyl CoA ligase	6.2.1.12	4-coumarate-CoA ligase
p-Coumaryl coenzyme A synthetase	6.2.1.12	4-coumarate-CoA ligase
p-Coumaryl-CoA synthetase	6.2.1.12	4-coumarate-CoA ligase
p-Coumaryl-CoA ligase	6.2.1.12	4-coumarate-CoA ligase
Feruloyl CoA ligase	6.2.1.12	4-coumarate-CoA ligase
Hydroxycinnamoyl CoA synthetase	6.2.1.12	4-coumarate-CoA ligase
Sinapoyl coenzyme A snthetase	6.2.1.12	4-coumarate-CoA ligase
Feruloyl coenzyme A synthetase	6.2.1.12	4-coumarate-CoA ligase
p-Hydroxycinnamoyl coenzyme A synthetase	6.2.1.12	4-coumarate-CoA ligase
Caffeolyl coenzyme A synthetase	6.2.1.12	4-coumarate-CoA ligase
p-Hydroxycinnamic acid:CoA ligase	6.2.1.12	4-coumarate-CoA ligase
Hydroxy-cinnamate:CoA ligase	6.2.1.12	4-coumarate-CoA ligase
