synonyms	ec_number	recommended_name
hydrolase, phosphonoacetylaldehyde	3.11.1.1	phosphonoacetaldehyde hydrolase
2-phosphonoacetylaldehyde phosphonohydrolase	3.11.1.1	phosphonoacetaldehyde hydrolase
P-Ald hydrolase	3.11.1.1	phosphonoacetaldehyde hydrolase
phosphonatase	3.11.1.1	phosphonoacetaldehyde hydrolase
2-phosphonoacetaldehyde phosphonohydrolase	3.11.1.1	phosphonoacetaldehyde hydrolase
Hydrolase, phosphonoacetate	3.11.1.2	phosphonoacetate hydrolase
PhnA	3.11.1.2	phosphonoacetate hydrolase
PAc hydrolase	3.11.1.2	phosphonoacetate hydrolase
PPH	3.11.1.3	phosphonopyruvate hydrolase
PalA	3.11.1.3	phosphonopyruvate hydrolase
