synonyms	ec_number	recommended_name
sulfoglucosamine sulfamidase	3.10.1.1	N-sulfoglucosamine sulfohydrolase
heparin sulfamidase	3.10.1.1	N-sulfoglucosamine sulfohydrolase
2-desoxy-D-glucoside-2-sulphamate sulphohydrolase	3.10.1.1	N-sulfoglucosamine sulfohydrolase
sulphamate sulphohydrolase	3.10.1.1	N-sulfoglucosamine sulfohydrolase
2-desoxy-2-sulphamido-D-glucose sulphamidase	3.10.1.1	N-sulfoglucosamine sulfohydrolase
heparan N-sulfatase	3.10.1.1	N-sulfoglucosamine sulfohydrolase
heparan-N-sulphatase	3.10.1.1	N-sulfoglucosamine sulfohydrolase
N-sulphoglucosamine	3.10.1.1	N-sulfoglucosamine sulfohydrolase
sulphohydrolase	3.10.1.1	N-sulfoglucosamine sulfohydrolase
sulphamidase	3.10.1.1	N-sulfoglucosamine sulfohydrolase
SGSH	3.10.1.1	N-sulfoglucosamine sulfohydrolase
sulfamidase	3.10.1.1	N-sulfoglucosamine sulfohydrolase
N-sulfoglucosamine sulfohydrolase	3.10.1.1	N-sulfoglucosamine sulfohydrolase
sulfamate sulfohydrolase	3.10.1.1	N-sulfoglucosamine sulfohydrolase
cyclamate sulfamatase	3.10.1.2	cyclamate sulfohydrolase
cyclamate sulfamidase	3.10.1.2	cyclamate sulfohydrolase
amidase, cyclohexylsulfamate sulf-	3.10.1.2	cyclamate sulfohydrolase
