synonyms	ec_number	recommended_name
S-adenosylhomocysteinase	3.3.1.1	adenosylhomocysteinase
S-adenosylhomocysteine synthase	3.3.1.1	adenosylhomocysteinase
adenosylhomocysteine hydrolase	3.3.1.1	adenosylhomocysteinase
CUBP	3.3.1.1	adenosylhomocysteinase
Cytokinin binding protein CBP57	3.3.1.1	adenosylhomocysteinase
Liver copper binding protein	3.3.1.1	adenosylhomocysteinase
SAHase	3.3.1.1	adenosylhomocysteinase
AtSAHH1	3.3.1.1	adenosylhomocysteinase
AtSAHH2	3.3.1.1	adenosylhomocysteinase
PfAdoHcyHD	3.3.1.1	adenosylhomocysteinase
PfSAHH	3.3.1.1	adenosylhomocysteinase
AdoHcyHD	3.3.1.1	adenosylhomocysteinase
amphiSAHH	3.3.1.1	adenosylhomocysteinase
LlSAHase	3.3.1.1	adenosylhomocysteinase
SAHase-like protein 1	3.3.1.1	adenosylhomocysteinase
SAH-L	3.3.1.1	adenosylhomocysteinase
S-adenosyl homocysteine hydrolase	3.3.1.1	adenosylhomocysteinase
AdoHyc hydrolase	3.3.1.1	adenosylhomocysteinase
SAHH	3.3.1.1	adenosylhomocysteinase
S-adenosylhomocysteinehydrolase	3.3.1.1	adenosylhomocysteinase
SAH hydrolase	3.3.1.1	adenosylhomocysteinase
S-adenosyl-L-homocysteine hydrolase	3.3.1.1	adenosylhomocysteinase
PF0343	3.3.1.1	adenosylhomocysteinase
isoform	3.3.1.1	adenosylhomocysteinase
isoform	3.3.1.1	adenosylhomocysteinase
S-AdoHcyase	3.3.1.1	adenosylhomocysteinase
HsSAHH	3.3.1.1	adenosylhomocysteinase
AHCY	3.3.1.1	adenosylhomocysteinase
AdoHcy hydrolase	3.3.1.1	adenosylhomocysteinase
AdoHcyase	3.3.1.1	adenosylhomocysteinase
Sah1p	3.3.1.1	adenosylhomocysteinase
Sah1	3.3.1.1	adenosylhomocysteinase
methylmethionine-sulfonium-salt hydrolase	3.3.1.2	adenosylmethionine hydrolase
hydrolase, adenosylmethionine	3.3.1.2	adenosylmethionine hydrolase
hydrolase, methylmethionine sulfonium salt	3.3.1.2	adenosylmethionine hydrolase
methyl-L-methionine sulfonium salt hydrolase	3.3.1.2	adenosylmethionine hydrolase
methylmethionine sulfonium salt hydrolase	3.3.1.2	adenosylmethionine hydrolase
S-adenosylmethionine hydrolase	3.3.1.2	adenosylmethionine hydrolase
AdoMet hydrolase	3.3.1.2	adenosylmethionine hydrolase
AdoMetase	3.3.1.2	adenosylmethionine hydrolase
S-adenosylmethionine cleaving enzyme	3.3.1.2	adenosylmethionine hydrolase
adenosylmethionine lyase	3.3.1.2	adenosylmethionine hydrolase
methylmethionine-sulfonim-salt hydrolase	3.3.1.2	adenosylmethionine hydrolase
MMSHase	3.3.1.2	adenosylmethionine hydrolase
methylmethionine sulfonim hydrolase	3.3.1.2	adenosylmethionine hydrolase
SAMase	3.3.1.2	adenosylmethionine hydrolase
